ORIG_FID,Comment,site_id,pt_type,pt_id,Latitude,Longitude,lat_num,long_num,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev
,sm.007.mk2,mk_2,stem map,007,49.312926258,-122.595984545,49.312926257999997,-122.595984544999993,9.5000000,4.5999999,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,392.338999999999999,0.400000000000000,0.300000000000000,1.134922000000000
,ts.109.mk2,mk_2,tran start,109,49.312965667,-122.595907683,49.312965667000000,-122.595907682999993,5.3000002,3.0000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,391.461999999999989,0.600000000000000,0.500000000000000,0.735873000000000
,lf.2.mk2,mk_2,landscape feat,2,49.312990531,-122.595909679,49.312990530999997,-122.595909679000002,4.6999998,2.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,385.845000000000027,0.500000000000000,0.300000000000000,1.004779000000000
,lf.2.mk2,mk_2,landscape feat,2,49.312968690,-122.595742472,49.312968689999998,-122.595742471999998,10.8000002,5.0000000,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,385.610999999999990,1.400000000000000,0.800000000000000,2.007748000000000
,lf.2.mk2,mk_2,landscape feat,2,49.312979026,-122.595779174,49.312979026000001,-122.595779174000000,4.4000001,2.7000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,390.228000000000009,1.500000000000000,1.000000000000000,1.764797000000000
,lf.2.mk2,mk_2,landscape feat,2,49.312968928,-122.595904171,49.312968927999997,-122.595904171000001,4.0999999,2.3000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,392.824000000000012,0.400000000000000,0.400000000000000,0.655172000000000
,sm.008.mk2,mk_2,stem map,008,49.312893348,-122.595852175,49.312893348000003,-122.595852175000005,7.4000001,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,385.374000000000024,0.100000000000000,0.100000000000000,2.766585000000000
,ts.103.mk2,mk_2,tran start,103,49.313022026,-122.595737068,49.313022025999999,-122.595737068000005,6.0999999,3.7000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,393.661999999999978,1.100000000000000,0.700000000000000,2.688099000000000
,sm.009.mk2,mk_2,stem map,009,49.312907339,-122.595635243,49.312907338999999,-122.595635243000004,5.5000000,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,392.747000000000014,1.100000000000000,0.700000000000000,1.259965000000000
,ed.1.mk2,mk_2,edge,1,49.312914790,-122.595526648,49.312914790000001,-122.595526648000003,5.1999998,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,384.620999999999981,0.600000000000000,0.500000000000000,1.621162000000000
,sm.006.mk2,mk_2,stem map,006,49.312893916,-122.596094016,49.312893916000000,-122.596094015999995,2.9000001,1.9000000,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,394.771000000000015,0.300000000000000,0.200000000000000,0.634866000000000
,ed.2.mk3,mk_3,edge,2,49.275814123,-122.566959124,49.275814123000004,-122.566959123999993,5.5999999,2.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.086999999999989,0.900000000000000,0.500000000000000,1.591515000000000
,ts.121.mk3,mk_3,tran start,121,49.275701189,-122.566988232,49.275701189000003,-122.566988232000000,5.6999998,2.8000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,199.442000000000007,0.700000000000000,0.400000000000000,0.892916000000000
,sm.013.mk3,mk_3,stem map,013,49.275727501,-122.566862147,49.275727500999999,-122.566862146999995,4.0000000,2.0000000,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.859000000000009,0.200000000000000,0.100000000000000,1.397974000000000
,sm.012.mk3,mk_3,stem map,012,49.275600901,-122.566897027,49.275600900999997,-122.566897026999996,4.8000002,2.4000001,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,198.497000000000014,0.300000000000000,0.200000000000000,0.868610000000000
,ts.120.mk3,mk_3,tran start,120,49.275576626,-122.567067447,49.275576626000003,-122.567067446999999,6.0000000,5.0000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,195.396999999999991,0.300000000000000,0.300000000000000,1.004288000000000
,sm.011.mk3,mk_3,stem map,011,49.275515160,-122.566979331,49.275515159999998,-122.566979330999999,4.0999999,1.9000000,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,196.569999999999993,0.600000000000000,0.400000000000000,0.928595000000000
,ts.115.mk3,mk_3,tran start,115,49.275443816,-122.567169229,49.275443815999999,-122.567169229000001,3.5000000,1.8000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.378999999999991,0.400000000000000,0.300000000000000,0.889959000000000
,sm.010.mk3,mk_3,stem map,010,49.275302723,-122.567200054,49.275302723000003,-122.567200053999997,10.3000002,3.4000001,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.723999999999990,0.300000000000000,0.200000000000000,1.659963000000000
,ed.1.mk3,mk_3,edge,1,49.275373133,-122.567312984,49.275373133000002,-122.567312983999997,6.9000001,3.2000000,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,200.963999999999999,0.200000000000000,0.300000000000000,1.221166000000000
,ip.2.mk3,mk_3,infect perim,2,49.275439203,-122.567205964,49.275439202999998,-122.567205963999996,21.2999992,21.0000000,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.837999999999994,0.400000000000000,0.200000000000000,1.756282000000000
,ip.3.mk3,mk_3,infect perim,3,49.275461051,-122.567202517,49.275461051000001,-122.567202516999998,3.7000000,2.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,197.653999999999996,0.400000000000000,0.200000000000000,1.317728000000000
,te.115.mk3,mk_3,tran end,115,49.275558684,-122.567412835,49.275558684000003,-122.567412834999999,4.4000001,3.0999999,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.704000000000008,0.600000000000000,0.400000000000000,0.519410000000000
,te.120.mk3,mk_3,tran end,120,49.275643248,-122.567254994,49.275643248000002,-122.567254993999995,7.5999999,3.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.473999999999990,1.300000000000000,1.100000000000000,0.661949000000000
,ip.4.mk3,mk_3,infect perim,4,49.275592038,-122.567141223,49.275592037999999,-122.567141222999993,5.5999999,4.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.828000000000003,0.900000000000000,0.700000000000000,1.210770000000000
,ip.5.mk3,mk_3,infect perim,5,49.275611891,-122.566997297,49.275611890999997,-122.566997297000000,7.1999998,3.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.587999999999994,0.800000000000000,0.600000000000000,0.552115000000000
,te.121.mk3,mk_3,tran end,121,49.275750538,-122.567169239,49.275750537999997,-122.567169238999995,7.0000000,4.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,209.890999999999991,0.800000000000000,0.400000000000000,0.844689000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275601066,-122.567029225,49.275601066000000,-122.567029224999999,6.8000002,4.0999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.532000000000011,1.100000000000000,0.900000000000000,0.680368000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275620520,-122.567085599,49.275620519999997,-122.567085598999995,6.5999999,3.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.103000000000009,1.300000000000000,1.000000000000000,1.341404000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275620368,-122.567187431,49.275620367999998,-122.567187430999994,5.6999998,2.7000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,196.908999999999992,2.500000000000000,2.000000000000000,0.229794000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275539360,-122.567194499,49.275539360000003,-122.567194498999996,5.9000001,3.3000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.991999999999990,1.300000000000000,0.800000000000000,0.410261000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275469766,-122.567202372,49.275469766000001,-122.567202371999997,5.1999998,2.3000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.621000000000009,1.600000000000000,0.800000000000000,0.213100000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275438317,-122.567368045,49.275438317000003,-122.567368044999995,5.6999998,3.3000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,200.977000000000004,1.300000000000000,0.600000000000000,1.284023000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275415263,-122.567279154,49.275415262999999,-122.567279154000005,141.3000031,99.9000015,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,204.567000000000007,1.300000000000000,0.600000000000000,1.337038000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275447903,-122.567181543,49.275447903000000,-122.567181543000004,3.2000000,1.9000000,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,214.495000000000005,1.100000000000000,0.900000000000000,0.127838000000000
,lf.1.mk3,mk_3,landscape feat,1,49.275535652,-122.567075707,49.275535652000002,-122.567075707000001,5.5000000,3.2000000,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,201.329000000000008,1.100000000000000,0.600000000000000,0.945315000000000
,re.4.mi1,mi_1,residual,4,49.247460876,-122.375333484,49.247460875999998,-122.375333483999995,12.8999996,8.6999998,L1  Postprocessed Carrier Float,8/4/2023 0:00:00,mistletoe6.cor,210.800000000000011,1.400000000000000,1.100000000000000,3.143199000000000
,ts.136.mi1,mi_1,tran start,136,49.247504605,-122.375313491,49.247504605000003,-122.375313491000000,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012000000000000,1.200000000000000,0.800000000000000,1.143828000000000
,te.136.mi1,mi_1,tran end,136,49.247356135,-122.375127746,49.247356134999997,-122.375127746000004,4.4000001,1.8000000,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,192.794999999999987,0.800000000000000,0.400000000000000,0.924831000000000
,rf.1.mi1,mi_1,ref tree,1,49.248024576,-122.375164594,49.248024575999999,-122.375164593999997,20.1000004,13.6999998,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,203.520000000000010,0.400000000000000,0.200000000000000,2.359871000000000
,rf.2.mi1,mi_1,ref tree,2,49.248203955,-122.375221617,49.248203955000001,-122.375221616999994,6.5999999,2.5999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,197.527999999999992,1.400000000000000,0.700000000000000,1.292999000000000
,ed.2.cr1,cr_1,edge,2,50.180396087,-125.388815108,50.180396086999998,-125.388815108000003,5.8000002,3.5999999,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.488000000000000,0.900000000000000,0.800000000000000,1.599013000000000
,sm.028.cr1,cr_1,stem map,028,50.180410803,-125.388774132,50.180410803000001,-125.388774131999995,4.8000002,2.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,87.772999999999996,1.200000000000000,1.000000000000000,1.143088000000000
,ts.166.cr1,cr_1,tran start,166,50.180505398,-125.388767653,50.180505398000001,-125.388767653000002,5.4000001,3.3000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.058999999999997,0.800000000000000,0.600000000000000,1.597858000000000
,sm.027.cr1,cr_1,stem map,027,50.180540801,-125.388622341,50.180540800999999,-125.388622341000001,6.3000002,2.5000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,90.802999999999997,1.000000000000000,0.600000000000000,1.090715000000000
,ts.165.cr1,cr_1,tran start,165,50.180565370,-125.388577644,50.180565369999997,-125.388577643999994,4.5999999,2.2000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.757999999999996,0.900000000000000,0.600000000000000,1.620118000000000
,sm.026.cr1,cr_1,stem map,026,50.180607160,-125.388475885,50.180607160000001,-125.388475885000005,13.6000004,3.3000000,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,94.840000000000003,0.900000000000000,0.500000000000000,1.260808000000000
,ts.164.cr1,cr_1,tran start,164,50.180639474,-125.388434239,50.180639474000003,-125.388434239000006,10.0000000,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548000000000002,0.800000000000000,0.500000000000000,1.378511000000000
,sm.025.cr1,cr_1,stem map,025,50.180675666,-125.388323500,50.180675665999999,-125.388323499999998,6.0999999,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,86.844999999999999,1.100000000000000,0.800000000000000,1.679241000000000
,ed.1.cr1,cr_1,edge,1,50.180728682,-125.388253202,50.180728682000002,-125.388253202000001,5.8000002,2.7000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,89.616000000000000,1.100000000000000,0.600000000000000,1.187031000000000
,ip.1.cr1,cr_1,infect perim,1,50.180799834,-125.388258119,50.180799833999998,-125.388258119000000,6.6999998,2.9000001,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,92.620999999999995,1.300000000000000,0.700000000000000,2.431350000000000
,ip.2.cr1,cr_1,infect perim,2,50.180825699,-125.388368758,50.180825699000003,-125.388368757999999,5.4000001,2.3000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,95.927999999999997,1.100000000000000,0.800000000000000,1.579001000000000
,ip.3.cr1,cr_1,infect perim,3,50.180834092,-125.388644797,50.180834091999998,-125.388644796999998,4.6999998,3.3000000,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,102.194999999999993,1.000000000000000,0.600000000000000,2.372063000000000
,ip.4.cr1,cr_1,infect perim,4,50.180745578,-125.388739791,50.180745578000000,-125.388739791000006,6.6999998,3.2000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,113.331000000000003,1.200000000000000,0.700000000000000,2.165835000000000
,te.164.cr1,cr_1,tran end,164,50.180876660,-125.388768250,50.180876660000003,-125.388768249999998,5.1999998,2.8000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.001999999999995,1.000000000000000,0.600000000000000,1.146661000000000
,te.165.cr1,cr_1,tran end,165,50.180807680,-125.388925243,50.180807680000001,-125.388925243000003,4.5000000,2.3000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,107.418000000000006,1.100000000000000,0.900000000000000,1.986381000000000
,ip.5.cr1,cr_1,infect perim,5,50.180761028,-125.388915337,50.180761027999999,-125.388915337000000,6.0000000,3.8000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519999999999996,0.800000000000000,0.700000000000000,1.666257000000000
,ip.6.cr1,cr_1,infect perim,6,50.180705062,-125.389049443,50.180705062000001,-125.389049443000005,5.3000002,3.2000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,102.620999999999995,1.000000000000000,1.000000000000000,1.455219000000000
,te.166.cr1,cr_1,tran end,166,50.180702949,-125.389118463,50.180702949000001,-125.389118463000003,6.9000001,4.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519000000000005,0.900000000000000,0.800000000000000,0.557537000000000
,ip.7.cr1,cr_1,infect perim,7,50.180691696,-125.389114759,50.180691695999997,-125.389114758999995,5.8000002,3.9000001,L1L2  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,113.775000000000006,0.900000000000000,0.500000000000000,1.372481000000000
,ip.8.cr1,cr_1,infect perim,8,50.180648949,-125.389170090,50.180648949000002,-125.389170089999993,4.5000000,3.7000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,109.662999999999997,0.900000000000000,0.600000000000000,1.508332000000000
,ip.9.cr1,cr_1,infect perim,9,50.180546044,-125.389166705,50.180546044000003,-125.389166704999994,10.0000000,8.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,112.531999999999996,0.900000000000000,0.700000000000000,1.898387000000000
,re.1.cr1,cr_1,residual,1,50.180625321,-125.388867729,50.180625321000001,-125.388867728999998,6.3000002,2.9000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.072000000000003,2.300000000000000,1.200000000000000,1.358724000000000
,lf.1.cr1,cr_1,landscape feat,1,50.180513309,-125.388882903,50.180513308999998,-125.388882902999995,12.8000002,8.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,106.997000000000000,2.700000000000000,1.500000000000000,0.000000000000000
,lf.1.cr1,cr_1,landscape feat,1,50.180605988,-125.388706931,50.180605988000003,-125.388706931000002,3.0999999,2.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.503000000000000,0.900000000000000,0.600000000000000,0.988717000000000
,lf.1.cr1,cr_1,landscape feat,1,50.180714992,-125.388493649,50.180714991999999,-125.388493648999997,6.5000000,3.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,96.975999999999999,0.900000000000000,0.600000000000000,1.041442000000000
,lf.1.cr1,cr_1,landscape feat,1,50.180880956,-125.388416970,50.180880956000003,-125.388416969999994,9.3000002,3.0000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.472999999999999,0.900000000000000,0.600000000000000,0.945541000000000
,re.2.cr1,cr_1,residual,2,50.180536133,-125.388916784,50.180536132999997,-125.388916784000003,8.0000000,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.058999999999997,0.500000000000000,0.400000000000000,1.116904000000000
,rf.1.cr1,cr_1,ref tree,1,50.184148704,-125.396872609,50.184148704000002,-125.396872608999999,4.9000001,3.8000000,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,175.381000000000000,1.600000000000000,1.700000000000000,0.063525000000000
,rf.2.cr1,cr_1,ref tree,2,50.184260133,-125.396767870,50.184260133000002,-125.396767870000005,11.0000000,5.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,163.824999999999989,1.100000000000000,0.700000000000000,1.770026000000000
,ip.1.cr2,cr_2,infect perim,1,50.228713995,-125.416616160,50.228713995000000,-125.416616160000004,6.9000001,3.2000000,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,139.603000000000009,1.200000000000000,0.700000000000000,1.670977000000000
,ip.2.cr2,cr_2,infect perim,2,50.228727691,-125.416752969,50.228727691000003,-125.416752969000001,6.6999998,3.0999999,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.561000000000007,1.000000000000000,0.500000000000000,1.084373000000000
,te.222.cr2,cr_2,tran end,222,50.228762078,-125.416808283,50.228762078000003,-125.416808282999995,9.8999996,3.8000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.463999999999999,1.200000000000000,0.700000000000000,1.178866000000000
,te.221.cr2,cr_2,tran end,221,50.228812622,-125.417006054,50.228812622000000,-125.417006053999998,6.5000000,2.8000000,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.103000000000009,0.800000000000000,0.600000000000000,1.332301000000000
,ip.3.cr2,cr_2,infect perim,3,50.228756160,-125.417029828,50.228756160000003,-125.417029827999997,21.7999992,13.8000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,136.417000000000002,0.900000000000000,0.500000000000000,0.760988000000000
,ip.4.cr2,cr_2,infect perim,4,50.228779384,-125.417218308,50.228779383999999,-125.417218308000002,8.6000004,2.8000000,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.895000000000010,0.900000000000000,0.600000000000000,0.960820000000000
,te.219.cr2,cr_2,tran end,219,50.228859734,-125.417238919,50.228859733999997,-125.417238918999999,8.0000000,2.7000000,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,146.262000000000000,1.100000000000000,0.600000000000000,1.108688000000000
,ip.5.cr2,cr_2,infect perim,5,50.228717751,-125.417388881,50.228717750999998,-125.417388880999994,7.0000000,3.2000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.972000000000008,1.000000000000000,0.600000000000000,1.805355000000000
,ed.1.cr2,cr_2,edge,1,50.228662037,-125.417407271,50.228662036999999,-125.417407271000002,7.3000002,2.0000000,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.028999999999996,1.300000000000000,0.800000000000000,1.176573000000000
,sm.029.cr2,cr_2,stem map,029,50.228587366,-125.417354554,50.228587365999999,-125.417354553999999,13.8000002,6.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,140.125000000000000,1.600000000000000,0.900000000000000,2.370085000000000
,ts.219.cr2,cr_2,tran start,219,50.228647291,-125.417210900,50.228647291000001,-125.417210900000001,8.3999996,2.2000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238000000000000,1.100000000000000,0.700000000000000,1.118786000000000
,sm.030.cr2,cr_2,stem map,030,50.228594646,-125.417117679,50.228594645999998,-125.417117679000000,5.8000002,2.2000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,134.373999999999995,1.100000000000000,0.600000000000000,0.366099000000000
,ts.221.cr2,cr_2,tran start,221,50.228608448,-125.417036007,50.228608448000003,-125.417036006999993,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.627999999999986,1.100000000000000,0.700000000000000,0.843787000000000
,sm.031.cr2,cr_2,stem map,031,50.228523641,-125.416970128,50.228523641000002,-125.416970128000003,6.3000002,4.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.519000000000005,1.000000000000000,0.900000000000000,1.214645000000000
,ts.222.cr2,cr_2,tran start,222,50.228569740,-125.416836571,50.228569739999998,-125.416836571000005,12.6999998,4.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.332999999999998,1.500000000000000,0.900000000000000,1.895627000000000
,sm.035.cr2,cr_2,stem map,035,50.228464321,-125.416770701,50.228464320999997,-125.416770701000004,7.3000002,2.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.539999999999992,1.000000000000000,0.700000000000000,1.044438000000000
,ed.2.cr2,cr_2,edge,2,50.228524963,-125.416651487,50.228524962999998,-125.416651486999996,14.8999996,8.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.028999999999996,1.300000000000000,1.000000000000000,1.564240000000000
,lf.1.cr2,cr_2,landscape feat,1,50.228528790,-125.416704344,50.228528789999999,-125.416704343999996,7.0000000,4.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.308999999999997,1.300000000000000,1.100000000000000,1.617948000000000
,lf.1.cr2,cr_2,landscape feat,1,50.228629592,-125.416979808,50.228629591999997,-125.416979807999994,3.7000000,2.5999999,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.024000000000001,1.200000000000000,1.100000000000000,0.399220000000000
,lf.1.cr2,cr_2,landscape feat,1,50.228749720,-125.417215328,50.228749720000003,-125.417215327999997,5.1999998,3.3000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.359000000000009,1.200000000000000,1.300000000000000,1.099641000000000
,lf.1.cr2,cr_2,landscape feat,1,50.228725407,-125.417427382,50.228725406999999,-125.417427382000000,5.9000001,3.0000000,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.116999999999990,0.800000000000000,0.900000000000000,0.280780000000000
,ed.2.ph1,ph_1,edge,2,49.079247939,-125.335843491,49.079247938999998,-125.335843491000006,8.1000004,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,278.774999999999977,3.300000000000000,2.200000000000000,0.918379000000000
,ip.1.ph1,ph_1,infect perim,1,49.079196804,-125.335903754,49.079196803999999,-125.335903754000000,6.8000002,4.8000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.846999999999980,1.900000000000000,1.600000000000000,1.711343000000000
,te.266.ph1,ph_1,tran end,266,49.079053299,-125.336051654,49.079053299000002,-125.336051654000002,8.0000000,5.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,263.076999999999998,1.600000000000000,1.200000000000000,0.776874000000000
,te.259.ph1,ph_1,tran end,259,49.078860906,-125.336087481,49.078860906000003,-125.336087481000007,5.9000001,3.5000000,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,265.401000000000010,1.300000000000000,0.900000000000000,1.063079000000000
,ip.2.ph1,ph_1,infect perim,2,49.078877358,-125.335978342,49.078877358000000,-125.335978342000004,5.3000002,3.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,258.795999999999992,0.900000000000000,0.800000000000000,0.533256000000000
,ip.3.ph1,ph_1,infect perim,3,49.078749065,-125.335970550,49.078749064999997,-125.335970549999999,5.1999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.016999999999996,1.000000000000000,0.900000000000000,0.951348000000000
,te.258.ph1,ph_1,tran end,258,49.078737394,-125.335981890,49.078737394000001,-125.335981889999999,12.0000000,6.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,261.855999999999995,1.700000000000000,1.000000000000000,0.641216000000000
,ed.1.ph1,ph_1,edge,1,49.078684915,-125.335687375,49.078684914999997,-125.335687375000006,4.4000001,2.5000000,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,264.622999999999990,1.600000000000000,1.000000000000000,0.560336000000000
,sm.036.ph1,ph_1,stem map,036,49.078740789,-125.335695888,49.078740789000001,-125.335695888000004,4.1999998,2.2000000,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,269.127000000000010,0.800000000000000,0.700000000000000,0.433807000000000
,ts.258.ph1,ph_1,tran start,258,49.078808103,-125.335729492,49.078808103000000,-125.335729491999999,4.3000002,2.5000000,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509000000000015,0.900000000000000,0.700000000000000,0.828031000000000
,sm.037.ph1,ph_1,stem map,037,49.078902293,-125.335734802,49.078902292999999,-125.335734802000005,5.6999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,266.660000000000025,1.300000000000000,0.900000000000000,1.309719000000000
,ts.259.ph1,ph_1,tran start,259,49.078907343,-125.335845783,49.078907342999997,-125.335845782999996,5.5000000,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.704999999999984,1.600000000000000,1.200000000000000,1.405187000000000
,sm.038.ph1,ph_1,stem map,038,49.078977169,-125.335805745,49.078977168999998,-125.335805745000002,28.2000008,12.3000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,275.548999999999978,2.800000000000000,1.600000000000000,1.106742000000000
,ts.266.ph1,ph_1,tran start,266,49.079070598,-125.335834443,49.079070598000001,-125.335834442999996,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072000000000003,2.600000000000000,1.500000000000000,0.636763000000000
,sm.039.ph1,ph_1,stem map,039,49.079095587,-125.335787324,49.079095586999998,-125.335787323999995,12.1999998,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,293.019000000000005,2.600000000000000,1.700000000000000,1.294754000000000
