tree_id,flag_id,site_id,plot_id,dist_x_tr,dist_y_tr,dist_sm,az_sm,tree_type,spp,status,crown_class,crown_cond,dbh,height,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,path_ind_1,path_ind_2,dam_agent_1,dam_agent_2,notes
r705,w104,mi_2,129,-1.3,1.7,NA,NA,regen,Hw,LS,I,1,7.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r706,w69,mi_2,129,1.1,1.3,NA,NA,regen,Hw,LS,I,1,5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r707,w125,mi_2,129,1.4,1.3,NA,NA,regen,Hw,LS,I,1,4.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r708,w39,mi_2,129,1.4,1.7,NA,NA,regen,Hw,LS,I,1,5.7,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r709,w119,mi_2,129,1.8,1.7,NA,NA,regen,Hw,LS,I,1,4.7,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r710,w5,mi_2,129,2.4,2.6,NA,NA,regen,Hw,LS,I,1,6.6,NA,Y,N,1,1,0,N,-,N,5,n,O,O,NA
r711,w34,mi_2,129,-1.8,5.2,NA,NA,regen,Hw,LL,I,1,8.6,NA,Y,Y,0,0,0,N,-,N,1,n,O,O,NA
r712,w107,mi_2,129,-1.5,5.2,NA,NA,regen,Hw,LL,S,1,4.6,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r713,w72,mi_2,129,1.9,4.7,NA,NA,regen,Hw,LS,I,1,9,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r714,w3,mi_2,129,2.2,5.2,NA,NA,regen,Hw,LS,I,1,7.8,NA,Y,N,1,1,0,N,-,N,1,n,O,O,NA
r715,w49,mi_2,129,0.6,6.1,NA,NA,regen,Hw,LS,I,1,7.9,NA,Y,Y,1,1,0,N,-,N,n,n,O,O,NA
r716,w42,mi_2,129,-0.9,5.9,NA,NA,regen,Hw,LS,I,1,9,NA,Y,Y,0,1,0,N,-,N,n,n,O,O,NA
r717,w103,mi_2,129,-1.5,6.6,NA,NA,regen,Hw,LS,I,1,7,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r718,w111,mi_2,129,-0.6,6.6,NA,NA,regen,Hw,LS,I,1,6.3,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r719,w105,mi_2,129,-2.5,6.9,NA,NA,regen,Hw,LS,S,1,5.7,NA,Y,Y,2,0,0,N,-,N,n,n,O,O,NA
r720,w37,mi_2,129,-2.5,9,NA,NA,regen,Hw,LS,C,1,22.9,NA,Y,Y,1,1,0,N,-,N,n,n,O,O,NA
r721,w35,mi_2,129,-1.2,9.2,NA,NA,regen,Hw,LS,S,1,4.8,NA,Y,N,1,1,0,N,-,N,n,n,O,O,NA
r722,w66,mi_2,129,0.5,8.1,NA,NA,regen,Hw,LS,S,1,6.2,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r723,w46,mi_2,129,2,7.8,NA,NA,regen,Hw,LS,I,1,8.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r724,w118,mi_2,129,2.2,7.8,NA,NA,regen,Hw,LS,I,1,8.3,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r725,w7,mi_2,129,1.6,9.7,NA,NA,regen,Hw,LS,C,1,12.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r726,w44,mi_2,129,-0.2,10.4,NA,NA,regen,Hw,LL,I,2,8.3,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r727,w116,mi_2,129,0.3,10.5,NA,NA,regen,Hw,LL,I,1,8.2,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r728,w106,mi_2,129,1.1,10.7,NA,NA,regen,Hw,LS,C,1,14,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r729,w14,mi_2,129,-1.2,10.4,NA,NA,regen,Hw,LS,S,2,4.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r730,w1,mi_2,129,1.5,11.4,NA,NA,regen,Hw,DS,-,missing,8,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r731,w8,mi_2,129,1.3,12,NA,NA,regen,Hw,LS,S,1,6.6,NA,Y,N,1,1,0,N,-,N,n,n,O,O,NA
r732,w13,mi_2,129,-2,14.3,NA,NA,regen,Fd,LS,C,2,11.2,NA,-,-,NA,NA,NA,-,-,-,7,n,O,O,NA
r733,w109,mi_2,129,-0.8,16.5,NA,NA,regen,Hw,LS,C,1,15.3,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r734,w102,mi_2,129,0.6,14.4,NA,NA,regen,Fd,DS,-,missing,9,NA,-,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r735,w47,mi_2,129,2.3,13.3,NA,NA,regen,Hw,LS,C,1,16.8,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r736,y55,ph_2,168,-0.9,0.3,NA,NA,regen,Hw,LS,I,1,7.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r737,y124,ph_2,168,-0.1,2,NA,NA,regen,Ba,LS,I,1,9.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r738,NA,ph_2,168,2.5,3.4,NA,NA,regen,Cw,LS,I,2,9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r739,NA,ph_2,168,-0.7,5,NA,NA,regen,Cw,LS,C,1,18.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r740,NA,ph_2,168,1.3,6.4,NA,NA,regen,Cw,LS,S,1,7.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r741,NA,ph_2,168,1,7.3,NA,NA,regen,Cw,LS,I,1,10.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r742,y42,ph_2,168,-1.3,8.7,NA,NA,regen,Ba,LS,C,1,16.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r743,NA,ph_2,168,1.5,9.8,NA,NA,regen,Cw,LS,S,2,7.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r744,NA,ph_2,168,1.8,8.6,NA,NA,regen,Cw,LS,C,1,8.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r745,y50,ph_2,168,2.3,8.6,NA,NA,regen,Ba,LS,I,1,13.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r746,NA,ph_2,168,2.2,9.6,NA,NA,regen,Cw,LS,C,1,17.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r747,NA,ph_2,168,-1.3,10.3,NA,NA,regen,Cw,LS,I,1,10.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r748,NA,ph_2,168,-1.3,10.1,NA,NA,regen,Cw,LS,I,1,8.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r749,NA,ph_2,168,-1.4,10,NA,NA,regen,Hw,LS,S,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r750,NA,ph_2,168,0.4,12.1,NA,NA,regen,Cw,LS,C,1,16.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r751,NA,ph_2,168,2,11,NA,NA,regen,Cw,LS,I,2,11.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r752,y112,ph_2,168,0.2,13.4,NA,NA,regen,Hw,LS,I,1,8.8,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r753,NA,ph_2,168,0.2,13.4,NA,NA,regen,Hw,LS,S,2,4.4,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r754,NA,ph_2,168,-0.2,13.6,NA,NA,regen,Cw,LS,I,1,8.4,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r755,y22,ph_2,168,-0.6,13.5,NA,NA,regen,Hw,LS,S,1,6.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r756,y128,ph_2,168,-1.6,12.9,NA,NA,regen,Hw,LS,I,1,9.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r757,y59,ph_2,168,-1.8,13.1,NA,NA,regen,Ba,LS,C,1,17.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r758,y9,ph_2,168,-2.2,13.5,NA,NA,regen,Hw,LS,I,1,10.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r759,y10,ph_2,168,-1,15,NA,NA,regen,Hw,LS,I,1,7.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r760,NA,ph_2,168,1.1,14.3,NA,NA,regen,Cw,LS,I,2,12.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r761,NA,ph_2,168,0.7,15,NA,NA,regen,Cw,LS,I,1,13.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r762,NA,ph_2,235,0.3,0.4,NA,NA,regen,Ba,LS,I,1,10.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r763,y128,ph_2,235,1.9,0.9,NA,NA,regen,Ba,LS,C,1,24.5,NA,Y,N,1,0,0,Y,1,N,n,n,O,O,NA
r764,NA,ph_2,235,1.6,3.4,NA,NA,regen,Cw,LS,S,1,5.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r765,NA,ph_2,235,2.1,4.5,NA,NA,regen,Ba,LS,S,1,5.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r766,NA,ph_2,235,2.2,4.7,NA,NA,regen,Cw,LS,S,1,5.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r767,NA,ph_2,235,1,6.3,NA,NA,regen,Cw,LS,C,1,18.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r768,NA,ph_2,235,0.8,7.9,NA,NA,regen,Cw,LS,I,1,7.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r769,NA,ph_2,235,-0.5,8,NA,NA,regen,Cw,LS,S,2,7.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r770,NA,ph_2,235,-1.5,7.9,NA,NA,regen,Cw,LS,I,1,14.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r771,y55,ph_2,235,-1.6,7.1,NA,NA,regen,Ba,LS,I,1,13.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r772,NA,ph_2,235,-0.8,8.8,NA,NA,regen,Cw,DS,-,3,5.2,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r773,NA,ph_2,235,0.1,9.7,NA,NA,regen,Cw,LS,I,1,12.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r774,NA,ph_2,235,0.6,10,NA,NA,regen,Cw,LS,S,2,4.2,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r775,y59,ph_2,235,-0.7,10.1,NA,NA,regen,Ba,LS,I,1,7.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r776,NA,ph_2,235,-1.5,10.5,NA,NA,regen,Cw,LS,I,1,10,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r777,NA,ph_2,235,-2.1,10.6,NA,NA,regen,Cw,LS,S,1,6.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r778,NA,ph_2,235,0.6,11.4,NA,NA,regen,Cw,LS,C,1,17,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r779,y9,ph_2,235,0.8,12.6,NA,NA,regen,Ba,LS,C,1,16.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r780,NA,ph_2,235,-1.7,12.3,NA,NA,regen,Cw,DS,-,3,6,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r781,NA,ph_2,235,-2.3,12.2,NA,NA,regen,Cw,DS,-,3,4.4,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r782,y34,ph_2,235,-0.3,13.8,NA,NA,regen,Hw,LS,C,1,24.6,19.6,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r783,NA,ph_2,235,0.4,14.3,NA,NA,regen,Cw,LS,S,2,4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r784,NA,ph_2,250,0.3,2.1,NA,NA,regen,Cw,LS,I,1,8.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r785,y53,ph_2,250,0.8,2.7,NA,NA,regen,Hw,LS,I,1,9.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r786,NA,ph_2,250,1,4.4,NA,NA,regen,Cw,LS,I,1,11,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r787,NA,ph_2,250,1.2,4.1,NA,NA,regen,Hw,LS,S,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r788,NA,ph_2,250,2.4,3.9,NA,NA,regen,Hw,LS,I,1,5,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r789,NA,ph_2,250,-1.5,8.5,NA,NA,regen,Cw,LS,I,1,7.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r790,y107,ph_2,250,-1.3,10,NA,NA,regen,Hw,LS,S,1,7.2,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r791,y127,ph_2,250,-1.3,10,NA,NA,regen,Hw,LS,S,1,7.2,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r792,y58,ph_2,250,-2.3,10.5,NA,NA,regen,Hw,LS,S,1,6.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r793,y13,ph_2,250,-2.1,10.9,NA,NA,regen,Hw,LS,I,1,13.5,NA,Y,N,0,1,0,N,-,N,1,n,O,O,NA
r794,NA,ph_2,250,0.2,11.2,NA,NA,regen,Ba,LS,S,1,4.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r795,y40,ph_2,250,0.9,11.1,NA,NA,regen,Hw,LS,C,1,18.1,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r796,NA,ph_2,250,2,10.5,NA,NA,regen,Ba,LS,S,1,6.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r797,y20,ph_2,250,1.5,11.9,NA,NA,regen,Hw,LS,C,1,21.2,20.9,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r798,y4000,ph_2,250,2.1,11.6,NA,NA,regen,Hw,LS,I,1,13.7,NA,Y,N,1,1,0,N,-,N,n,n,O,O,NA
r799,y129,ph_2,250,1.1,12.5,NA,NA,regen,Hw,LS,C,1,17.9,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r800,NA,ph_2,250,0.8,13,NA,NA,regen,Ba,LS,S,1,5.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r801,NA,ph_2,250,0.7,13.3,NA,NA,regen,Ba,LS,S,1,5.1,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r802,NA,ph_2,250,0.5,14.3,NA,NA,regen,Cw,DS,-,3,7.1,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r803,y108,ph_2,250,-0.3,13.6,NA,NA,regen,Ba,LS,I,1,12.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r804,y105,ph_2,250,-1.9,13.5,NA,NA,regen,Hw,LS,I,1,10.6,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r805,y30,ph_2,250,2.3,14.3,NA,NA,regen,Hw,LL,S,1,12.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r806,NA,ph_2,250,-1.8,14.3,NA,NA,regen,Ba,LS,S,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r807,y128,ph_2,250,-1.8,15.3,NA,NA,regen,Hw,LS,C,1,21.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r808,y34,ph_2,250,1.2,15.5,NA,NA,regen,Hw,LS,I,1,13.5,20.7,Y,N,1,1,0,N,-,N,n,n,O,O,NA
r809,y33,ph_2,250,1.7,15.7,NA,NA,regen,Hw,LS,C,1,22.3,23.3,Y,N,0,1,0,N,-,N,n,n,O,O,NA
r810,NA,ph_3,320,-1.5,2.6,NA,NA,regen,Cw,LS,C,1,18.4,NA,-,-,NA,NA,NA,-,-,-,1,2,O,O,NA
r811,NA,ph_3,320,-0.8,8.5,NA,NA,regen,Cw,LS,C,1,9.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r812,NA,ph_3,320,-2.4,8.3,NA,NA,regen,Hw,LS,I,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r813,NA,ph_3,320,0.5,9.5,NA,NA,regen,Dr,DS,-,5,5,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r814,NA,ph_3,320,-1.5,10,NA,NA,regen,Hw,LS,I,1,6.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r815,NA,ph_3,320,0.4,11.1,NA,NA,regen,Cw,LS,I,2,6.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r816,NA,ph_3,320,-0.7,10.9,NA,NA,regen,Cw,LS,C,1,8.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r817,NA,ph_3,320,-1.6,11.4,NA,NA,regen,Cw,LS,S,1,4.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r818,NA,ph_3,320,-1.9,11.5,NA,NA,regen,Cw,LS,I,1,6.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r819,NA,ph_3,320,-0.3,12.3,NA,NA,regen,Cw,LS,I,1,4.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r820,NA,ph_3,320,-1.3,13.2,NA,NA,regen,Cw,LS,C,1,21,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r821,NA,ph_3,320,-1.8,13.1,NA,NA,regen,Hw,LS,S,1,5.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r822,NA,ph_3,320,-2.3,13,NA,NA,regen,Cw,LS,I,1,8.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r824,NA,ph_3,320,1.4,13.6,NA,NA,regen,Cw,LS,S,1,4.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r825,NA,ph_3,320,1.8,13.9,NA,NA,regen,Hw,LS,S,1,8.1,NA,Y,N,0,1,0,N,-,N,n,n,O,O,NA
r826,NA,ph_3,320,1.1,14.9,NA,NA,regen,Cw,LS,C,1,17.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r827,NA,ph_3,320,2.4,15.5,NA,NA,regen,Hw,LS,S,1,5.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r828,NA,ph_3,320,-0.4,16.7,NA,NA,regen,Dr,SN,-,6,6.3,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r829,NA,ph_3,320,-1.8,14.6,NA,NA,regen,Cw,LS,I,1,12.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r830,NA,ph_3,320,-1.4,16.5,NA,NA,regen,Cw,LS,C,1,31.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r831,NA,ph_3,320,-1.1,17.3,NA,NA,regen,Hw,LS,S,1,6,NA,N,-,NA,NA,NA,-,-,-,n,1,O,O,NA
r832,NA,ph_3,320,-1.1,17.3,NA,NA,regen,Hw,LS,S,1,5,NA,N,-,NA,NA,NA,-,-,-,n,1,O,O,NA
r833,NA,ph_3,320,-1.7,17.1,NA,NA,regen,Dr,LS,S,1,4.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r834,NA,ph_3,321,0.6,2.5,NA,NA,regen,Dr,LS,C,1,24,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r835,NA,ph_3,321,-1.4,3.7,NA,NA,regen,Cw,LS,I,1,9.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r836,NA,ph_3,321,-1.1,5.5,NA,NA,regen,Hw,DS,-,5,7.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r837,NA,ph_3,321,-1.2,5.4,NA,NA,regen,Hw,DS,-,6,4.9,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r838,NA,ph_3,321,0.1,8.4,NA,NA,regen,Cw,LS,C,1,27.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r839,NA,ph_3,321,2.1,12.4,NA,NA,regen,Cw,LS,C,1,23.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r840,NA,ph_3,321,-1.2,12.3,NA,NA,regen,Cw,LS,I,1,12.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r841,NA,ph_3,321,-0.3,15.3,NA,NA,regen,Cw,LS,I,1,12.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r842,NA,ph_3,321,-2.5,15.1,NA,NA,regen,Dr,DS,-,3,6.5,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r843,NA,ph_3,321,2.1,15.8,NA,NA,regen,Cw,LS,I,1,13.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r844,NA,ph_3,321,1.1,21.5,NA,NA,regen,Cw,LS,C,1,39.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r845,NA,ph_3,321,0,32.3,NA,NA,regen,Cw,LS,I,1,4.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r846,NA,ph_3,321,-0.1,34.5,NA,NA,regen,Hw,LS,I,1,9,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r847,NA,ph_3,321,-1.4,35,NA,NA,regen,Cw,LS,I,1,9.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r848,NA,ph_3,321,-1.2,35.4,NA,NA,regen,Cw,LS,I,1,9.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r849,NA,ph_3,321,0,35.6,NA,NA,regen,Hw,LS,I,1,5.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r850,NA,ph_3,321,0.9,34.4,NA,NA,regen,Cw,LS,I,1,7.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r851,NA,ph_3,321,1,34.8,NA,NA,regen,Cw,LS,I,1,10.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r852,NA,ph_3,321,2.5,35.1,NA,NA,regen,Hw,LS,I,1,8.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r853,NA,ph_3,321,1.8,33.5,NA,NA,regen,Cw,LS,I,1,7.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r854,NA,ph_3,322,-2.1,3.7,NA,NA,regen,Cw,LS,I,1,11.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r855,NA,ph_3,322,-1.1,4.8,NA,NA,regen,Cw,LS,S,2,4.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r856,NA,ph_3,322,-1.1,4.9,NA,NA,regen,Hw,LS,I,1,13.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r857,NA,ph_3,322,1.2,3.3,NA,NA,regen,Hw,LS,C,1,15.8,13,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r858,NA,ph_3,322,2.3,6.2,NA,NA,regen,Dr,LS,C,1,25.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r859,NA,ph_3,322,0,5.7,NA,NA,regen,Dr,LS,C,1,22.7,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r860,NA,ph_3,322,0,5.7,NA,NA,regen,Dr,LS,C,1,25,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r861,NA,ph_3,322,1.2,7.6,NA,NA,regen,Dr,LS,C,1,25.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r862,NA,ph_3,322,-1.9,8.1,NA,NA,regen,Cw,LS,C,1,29,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r863,NA,ph_3,322,0.1,6.4,NA,NA,regen,Cw,LS,I,1,13.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r864,NA,ph_3,322,1.3,9.7,NA,NA,regen,Cw,LS,I,1,10.4,NA,-,-,NA,NA,NA,-,-,-,2,n,O,O,NA
r865,NA,ph_3,322,2.4,9.5,NA,NA,regen,Dr,DS,-,3,4.2,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r866,NA,ph_3,322,1,11.9,NA,NA,regen,Hw,LS,C,1,19.6,12.5,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r867,NA,ph_3,322,0.8,9.6,NA,NA,regen,Dr,LS,S,1,4.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r868,NA,ph_3,322,1.2,13.9,NA,NA,regen,Cw,LS,C,1,20.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r869,NA,ph_3,322,-0.3,14.3,NA,NA,regen,Hw,LS,S,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r870,NA,cr_3,324,-2,6.1,NA,NA,regen,Hw,LS,I,1,16.2,20.2,Y,Y,2,1,0,Y,1,N,n,n,O,O,NA
r871,NA,cr_3,324,-0.6,3.9,NA,NA,regen,Hw,SN,-,6,4.7,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r872,NA,cr_3,324,-0.5,3.8,NA,NA,regen,Hw,SN,-,3,7.1,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r874,NA,cr_3,324,-0.6,7.7,NA,NA,regen,Hw,SN,-,6,6.8,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r875,NA,cr_3,324,-1.1,7,NA,NA,regen,Hw,LS,S,1,8.3,12,Y,Y,2,1,0,Y,1,N,n,n,O,O,NA
r876,NA,cr_3,324,-1.2,7.2,NA,NA,regen,Hw,SN,-,6,6.3,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r877,NA,cr_3,324,1.2,7.8,NA,NA,regen,Hw,LS,D,1,27.8,25.3,Y,Y,2,1,0,Y,1,N,n,n,O,O,NA
r879,NA,cr_3,324,-1,8,NA,NA,regen,Hw,LS,C,1,13.4,NA,Y,Y,2,2,1,N,-,Y,n,n,O,O,NA
r880,NA,cr_3,324,-2.4,8.1,NA,NA,regen,Hw,LS,I,1,16.8,NA,Y,Y,2,2,1,Y,1,N,n,n,O,O,NA
r882,NA,cr_3,324,1,10.8,NA,NA,regen,Hw,SN,-,6,9.5,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r883,NA,cr_3,324,1.5,11,NA,NA,regen,Hw,LS,I,1,11.8,16.9,Y,Y,2,1,0,N,-,N,n,n,O,O,NA
r884,NA,cr_3,324,0.3,11.6,NA,NA,regen,Hw,SN,-,6,5.9,NA,U,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r885,NA,cr_3,324,1.6,12,NA,NA,regen,Hw,SN,-,6,9.9,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r886,NA,cr_3,324,-0.8,11.8,NA,NA,regen,Hw,LS,I,1,9.8,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
