X,Y,tree_id,flag_id,site_id,plot_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes,dist_m,az_deg,outside_10,assessed_by,tree_type,dmr,dmr_f,ht_corr,Dec,corr_az_deg,tr_az,tr_leng,dist_y_h,plot_x_utm,plot_y_utm,sim_tree,tree_type_2,crown_class_2,height_cv_est,dbh_cv_est,HT_BR,CL,CR,MCW,LCW,DACB,HLCW,CV,CV_l,CV_m,CV_u,sp,sl_ni_rm,sl_i_tot_rm,sl_i_hw_rm,sl_i_nh_rm,sl_ni_rr,sl_i_tot_rr,sl_i_hw_rr,sl_i_nh_rr,sl_ni_all,sl_i_tot_all,sl_i_hw_all,sl_i_nh_all
1040219.39667232,583747.317285768,m652,NA,cr_3,50,Hw,NA,NA,LS,39.4,32.6,Y,Y,2,1,1,Y,4,N,C,NA,NA,-,NA,1,took dbh high,5.5,263.3,NA,NA,mature,4,4,31.6,16.275579,279.6,NA,NA,NA,1040224.81965053,583746.400057661,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,447.8103997060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040218.87599313,583747.772259093,m653,NA,cr_3,50,Hw,NA,NA,LS,44.5,43.2,Y,Y,2,2,1,Y,4,Y,C,NA,NA,2,NA,1,20% scar,6.1,266.7,NA,NA,mature,5,5,42.2,16.275579,283,NA,NA,NA,1040224.81965053,583746.400057661,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,581.4458037008616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040221.13188962,583743.327531104,m654,NA,cr_3,50,Cw,NA,NA,LS,86,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,2,NA,1,NA,4.8,213.9,NA,NA,mature,NA,-,NA,16.275579,230.2,NA,NA,NA,1040224.81965053,583746.400057661,N,mature,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040217.63971267,583743.352354859,m655,NA,cr_3,50,Fd,NA,NA,SN,10.1,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,-,NA,3,NA,7.8,230.7,NA,NA,mature,NA,-,NA,16.275579,247,NA,NA,NA,1040224.81965053,583746.400057661,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040214.86352775,583743.394126973,m656,NA,cr_3,50,Hw,NA,NA,RD,9.3,NA,Y,-,2,2,1,N,-,Y,S,NA,NA,-,NA,2,NA,10.4,236.9,NA,NA,mature,5,5,NA,16.275579,253.2,NA,NA,NA,1040224.81965053,583746.400057661,N,mature,S,10.6,10.85,6.602994443812168,3.997005556187831,0.3770759958667766,3.3214270014525,2.8628147279146434,1.4200161639468507,8.02301060775902,12.163896418862002,5.618641051770753,5.306657868239951,1.2385975010296169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040216.05727318,583745.587196492,m657,NA,cr_3,50,Hw,NA,NA,LS,23.5,16.7,Y,Y,2,2,2,Y,7,Y,I,NA,NA,2,1,1,NA,8.8,248.4,NA,NA,mature,6,6,15.95,16.275579,264.7,NA,NA,NA,1040224.81965053,583746.400057661,N,mature,I,19.516666666666666,23.7625,11.585164096704156,7.931502569962509,0.40639637420815594,5.544364768004531,4.637404805223273,2.8178249180305803,14.402989014734736,63.33692290712026,29.256039593374325,27.631555587786856,6.449327727941808,126.67384581820598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040215.04236773,583744.387055386,m658,NA,cr_3,51,Hw,NA,NA,LS,59.4,36.1,Y,Y,2,2,1,Y,7,N,C,NA,NA,-,NA,1,NA,4.6,15.4,NA,NA,mature,5,5,35.1,16.275579,31.7,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,581.4458037008616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040214.79561166,583742.079345807,m659,NA,cr_3,51,Hw,NA,NA,LS,42.5,32.2,Y,Y,2,2,2,Y,7,Y,C,NA,NA,-,NA,1,NA,2.7,37.2,NA,NA,mature,6,6,31.2,16.275579,53.5,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040213.75059774,583741.306076184,m660,NA,cr_3,51,Cw,NA,NA,LS,24.4,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,-,NA,1,NA,1.4,37.2,NA,NA,mature,NA,-,NA,16.275579,53.5,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040212.58226382,583744.573099477,m661,NA,cr_3,51,Hw,NA,NA,RD,12.5,NA,Y,-,2,2,2,N,-,N,S,NA,NA,-,NA,2,NA,4.1,343.1,NA,NA,mature,6,6,NA,16.275579,359.4,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,S,10.6,10.85,6.602994443812168,3.997005556187831,0.3770759958667766,3.3214270014525,2.8628147279146434,1.4200161639468507,8.02301060775902,12.163896418862002,5.618641051770753,5.306657868239951,1.2385975010296169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040211.34238439,583742.382352538,m662,NA,cr_3,51,Hw,NA,NA,RD,33.2,NA,Y,-,2,2,2,Y,7,Y,C,NA,NA,-,NA,2,NA,2.3,309.8,NA,NA,mature,6,6,NA,16.275579,326.1,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040210.50576673,583743.627370966,m663,NA,cr_3,51,Fd,NA,NA,LS,80.5,NA,-,-,NA,NA,NA,-,-,-,D,DD,NA,6,NA,1,Phaeolus schweinitzii,3.8,309.8,NA,NA,mature,NA,-,NA,16.275579,326.1,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040207.71220679,583745.872631276,m664,NA,cr_3,51,Hw,NA,NA,LS,31,30,Y,Y,2,2,2,Y,7,N,C,NA,NA,-,NA,1,NA,7.3,301.4,NA,NA,mature,6,6,29,16.275579,317.7,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040207.97319537,583745.013023638,m665,NA,cr_3,51,Hw,NA,NA,SN,31.5,NA,Y,-,NA,NA,NA,-,-,-,C,NA,NA,-,NA,4,NA,6.5,298,NA,NA,mature,NA,DI,NA,16.275579,314.3,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040207.89438225,583741.749796375,m666,NA,cr_3,51,Hw,NA,NA,RD,54.7,NA,Y,-,2,2,2,Y,4,Y,C,TL,NA,-,NA,3,NA,4.9,268.8,NA,NA,mature,6,6,NA,16.275579,285.1,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040210.16774201,583738.752594974,m667,NA,cr_3,51,Cw,NA,NA,LS,46,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,2,NA,1,NA,3,218.7,NA,NA,mature,NA,-,NA,16.275579,235,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040205.19105888,583742.479208999,m668,NA,cr_3,51,Hw,NA,NA,LS,46.2,34.4,Y,Y,2,2,2,Y,7,Y,C,NA,NA,2,NA,1,NA,7.7,268.8,NA,NA,mature,6,6,33.4,16.275579,285.1,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040197.90356721,583743.104793187,m669,NA,cr_3,52,Hw,NA,NA,LS,22.3,22.9,Y,Y,2,2,2,Y,7,Y,I,NA,NA,-,NA,1,NA,4.1,360,NA,NA,mature,6,6,22.15,16.275579,16.3,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,I,19.516666666666666,23.7625,11.585164096704156,7.931502569962509,0.40639637420815594,5.544364768004531,4.637404805223273,2.8178249180305803,14.402989014734736,63.33692290712026,29.256039593374325,27.631555587786856,6.449327727941808,126.67384581820598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040197.71612986,583742.948752842,m670,NA,cr_3,52,Hw,NA,NA,RD,20.7,NA,Y,-,2,2,2,Y,4,Y,-,NA,NA,1,NA,2,NA,3.9,358,NA,NA,mature,6,6,NA,16.275579,14.3,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040197.8716023,583742.696396961,m671,NA,cr_3,52,Hw,NA,NA,LS,36.5,30,Y,Y,2,2,2,Y,7,Y,C,NG,NA,2,NA,1,NA,3.7,1.3,NA,NA,mature,6,6,29,16.275579,17.6,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040194.51305148,583742.956856409,m672,NA,cr_3,52,Dr,NA,NA,SN,36,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,-,NA,6,NA,4.4,313.1,NA,NA,mature,NA,-,NA,16.275579,329.4,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040191.16760307,583741.070959092,m673,NA,cr_3,52,Hw,NA,NA,SN,21.6,NA,U,-,NA,NA,NA,-,-,-,-,NA,NA,-,NA,6,NA,5.9,272.5,NA,NA,mature,NA,DU,NA,16.275579,288.8,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040191.65849534,583738.929348591,m674,NA,cr_3,52,Hw,NA,NA,LS,31,23.6,Y,Y,2,2,2,Y,7,Y,C,NA,NA,1,NA,1,NA,5.1,251,NA,NA,mature,6,6,22.6,16.275579,267.3,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040194.04682501,583736.646197558,m675,NA,cr_3,52,Fd,NA,NA,SN,58.8,NA,-,-,NA,NA,NA,-,-,-,-,DD,NA,-,NA,6,Fomitopsis mounceae (syn. F. pinicola) fruiting body,3.7,210.7,NA,NA,mature,NA,-,NA,16.275579,227,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040194.96341642,583736.516671258,m676,NA,cr_3,52,Hw,NA,NA,SN,18,NA,U,-,NA,NA,NA,-,-,-,-,NA,NA,-,NA,6,NA,3.2,197.7,NA,NA,mature,NA,DU,NA,16.275579,214,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040195.40579234,583739.829500245,m677,NA,cr_3,52,Hw,NA,NA,LS,23.8,16.6,Y,N,2,2,1,Y,4,Y,I,NA,NA,-,NA,1,NA,1.5,279.8,NA,NA,mature,5,5,15.85,16.275579,296.1,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,I,19.516666666666666,23.7625,11.585164096704156,7.931502569962509,0.40639637420815594,5.544364768004531,4.637404805223273,2.8178249180305803,14.402989014734736,63.33692290712026,29.256039593374325,27.631555587786856,6.449327727941808,120.22451809026417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040197.52334695,583739.80701548,m678,NA,cr_3,52,Hw,NA,NA,LS,31.5,25.5,Y,Y,2,2,2,Y,7,Y,C,NA,NA,1,NA,1,NA,1,34.1,NA,NA,mature,6,6,24.5,16.275579,50.4,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040199.33488955,583737.454077687,m679,NA,cr_3,52,Hw,NA,NA,LS,64.5,35.2,Y,Y,2,2,2,Y,7,Y,D,NA,NA,2,NA,1,NA,3.1,107.3,NA,NA,mature,6,6,34.2,16.275579,123.6,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040198.19912703,583736.772043653,m680,NA,cr_3,52,Hw,NA,NA,SN,22.4,NA,U,-,NA,NA,NA,-,-,-,-,NA,NA,-,NA,6,NA,2.8,132.6,NA,NA,mature,NA,DU,NA,16.275579,148.9,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040193.94446064,583732.648622182,m681,NA,cr_3,52,Hw,NA,NA,LS,36.5,NA,Y,N,2,2,2,Y,7,Y,C,NA,NA,5,NA,1,NA,7.1,187,NA,NA,mature,6,6,NA,16.275579,203.3,NA,NA,NA,1040196.75283371,583739.16959149,N,mature,C,32.28,51.74814814814815,18.71665105032039,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569,612.6369001914873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040215.83215906,583735.050649513,m682,NA,cr_3,51,Hw,NA,NA,LS,28.7,25,Y,Y,2,2,1,Y,4,Y,I,NA,NA,1,2,1,NA,6.3,133.1,NA,NA,mature,5,5,24.25,16.275579,149.4,NA,NA,NA,1040212.62519814,583740.473324283,N,mature,I,19.516666666666666,23.7625,11.585164096704156,7.931502569962509,0.40639637420815594,5.544364768004531,4.637404805223273,2.8178249180305803,14.402989014734736,63.33692290712026,29.256039593374325,27.631555587786856,6.449327727941808,120.22451809026417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264046.70088181,476890.449147927,r1,w60,mi_1,136,Hw,-0.6,2.4,LS,20.9,17.2,Y,Y,0,1,0,N,-,-,C,NA,NA,-,-,1,NA,2.437082708842,NA,NA,NA,regen,1,1,16.7,15.67497474,131.747475730561,146,21.5,2.36206945912618,1264044.88260679,476892.071876516,N,meas regen,C,22.377777777777776,21.66896551724138,13.183804203395356,9.19397357438242,0.4108528409604855,5.194939089310631,4.2977146696363135,3.266342991770842,16.4501471951662,63.05650335097676,29.126510635213187,27.509218912782224,6.420773804955285,27.509218912782224,630.5285512942928,468.2204899425509,470.7964762955805,618.9366127056599,1.820669755507372,0,0.1053229111274645,0.07674406442327264,632.3492210498002,468.2204899425509,470.90179920670795,619.0133567700831
1264047.03039398,476889.602967723,r2,w118,mi_1,136,Hw,-0.4,3.3,DS,6.1,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,-,-,-,NA,3.27238451786818,NA,NA,NA,regen,NA,DU,NA,15.67497474,138.978890223172,146,21.5,3.2478455062985,1264044.88260679,476892.071876516,N,meas regen,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264045.37301979,476888.841201038,r3,w10,mi_1,136,Hw,1.4,3,LS,8.7,NA,N,-,0,0,0,-,-,-,S,NA,NA,-,-,1,NA,3.26768556515365,NA,NA,NA,regen,0,0,NA,15.67497474,171.368459508423,146,21.5,2.95258682390773,1264044.88260679,476892.071876516,N,meas regen,S,10.598828081813156,5.433333333333334,6.602339636870916,3.9964884449422406,0.3770688998909166,2.340777117223334,2.017576038986974,1.4198324498346298,8.022172086705545,6.040736060168411,2.790284168940571,2.6353496030134793,0.6151022938925005,0,784.0336809398242,542.940124051484,546.7120266302603,767.0601193353308,12.52759755543682,10.385174826098185,11.795366614054972,10.466533819585056,796.561278495261,553.3252988775821,558.5073932443153,777.5266531549158
1264045.40018707,476888.62209472,r4,w67,mi_1,136,Dr,1.5,3.2,LS,7.3,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,-,-,1,NA,3.48839272247241,NA,NA,NA,regen,NA,-,NA,15.67497474,171.467398763253,146,21.5,3.14942594550157,1264044.88260679,476892.071876516,N,meas regen,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264047.33133695,476888.262655592,r5,w116,mi_1,136,Hw,0.1,4.6,LS,9.1,NA,Y,N,1,0,0,N,-,-,S,NA,NA,-,-,1,NA,4.52840407305093,NA,NA,NA,regen,1,1,NA,15.67497474,147.265356102077,146,21.5,4.52729979665851,1264044.88260679,476892.071876516,N,meas regen,S,10.598828081813156,5.433333333333334,6.602339636870916,3.9964884449422406,0.3770688998909166,2.340777117223334,2.017576038986974,1.4198324498346298,8.022172086705545,6.040736060168411,2.790284168940571,2.6353496030134793,0.6151022938925005,2.790284168940571,550.6038257398745,405.02575242189096,405.02575242189096,550.6038257398745,11.919800686276176,1.0061345750980948,2.86458951039332,10.06134575098095,562.5236264261507,406.03188699698904,407.8903419322843,560.6651714908555
1264048.27254843,476889.728518834,r6,w59,mi_1,136,Hw,-1.5,3.9,LS,18.7,20.4,Y,Y,0,0,0,N,-,-,C,NA,NA,-,-,1,NA,4.12104713999802,NA,NA,NA,regen,0,IBLC,19.9,15.67497474,124.65485898062,146,21.5,3.83836287108004,1264044.88260679,476892.071876516,N,meas regen,C,22.377777777777776,21.66896551724138,13.183804203395356,9.19397357438242,0.4108528409604855,5.194939089310631,4.2977146696363135,3.266342991770842,16.4501471951662,63.05650335097676,29.126510635213187,27.509218912782224,6.420773804955285,0,474.62139565551496,344.4368676929921,346.2323834214007,466.54157487767634,12.655377102953395,10.385174826098185,11.151464143045178,11.262123799413407,487.2767727584684,354.8220425190903,357.3838475644459,477.80369867708976
1264050.06295521,476887.968277441,r7,w21,mi_1,136,Hw,-2,6.4,LS,4.2,NA,N,-,0,0,0,-,-,-,S,NA,NA,-,-,2,NA,6.60874686644858,NA,NA,NA,regen,0,0,NA,15.67497474,128.384410360685,146,21.5,6.29885189100315,1264044.88260679,476892.071876516,N,meas regen,S,10.598828081813156,5.433333333333334,6.602339636870916,3.9964884449422406,0.3770688998909166,2.340777117223334,2.017576038986974,1.4198324498346298,8.022172086705545,6.040736060168411,2.790284168940571,2.6353496030134793,0.6151022938925005,0,323.1816911706887,242.040266753961,242.040266753961,323.1816911706887,9.219812808902661,0,1.9502526201502777,0.6934765388324857,332.4015039795913,242.040266753961,243.99051937411127,323.8751677095212
1264048.70722495,476886.222817748,r8,w52,mi_1,136,Ep,0.1,7.1,LS,11.7,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,-,-,1,NA,6.9885043138817,NA,NA,NA,regen,NA,-,NA,15.67497474,146.819885520171,146,21.5,6.98778881658162,1264044.88260679,476892.071876516,N,meas regen,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264050.02667552,476883.551335173,r9,w50,mi_1,136,Ep,0.5,10.1,LS,10,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,-,-,1,NA,9.95294267410568,NA,NA,NA,regen,NA,-,NA,15.67497474,148.879545694156,146,21.5,9.94037564048934,1264044.88260679,476892.071876516,N,meas regen,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264050.52339711,476883.530231793,r10,w53,mi_1,136,Dr,0.1,10.4,LS,9.6,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,-,-,1,NA,10.2361228007347,NA,NA,NA,regen,NA,-,NA,15.67497474,146.559749937057,146,21.5,10.2356343228801,1264044.88260679,476892.071876516,N,meas regen,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264051.0201187,476883.509128413,r11,w14,mi_1,136,Fd,-0.3,10.7,LS,21.8,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,-,-,2,signs of HDM,10.535165280548,NA,NA,NA,regen,NA,-,NA,15.67497474,144.368221355671,146,21.5,10.530893005270901,1264044.88260679,476892.071876516,N,meas regen,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264049.91099684,476880.861569224,r12,w15,mi_1,136,Fd,2.1,12.3,LS,11,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,-,-,2,SNC?,12.2864028948718,NA,NA,NA,regen,NA,-,NA,15.67497474,155.841352042859,146,21.5,12.1056059780217,1264044.88260679,476892.071876516,N,meas regen,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264052.50677869,476881.662722663,r13,w37,mi_1,136,Hw,-0.5,13.1,LF,13.6,NA,N,-,0,0,0,-,-,-,I,NA,NA,-,-,2,NA,12.9026540335061,NA,NA,NA,regen,0,0,NA,15.67497474,143.779134075827,146,21.5,12.8929624643971,1264044.88260679,476892.071876516,N,meas regen,I,16.165439469320066,12.057142857142855,9.712672607818194,6.452766861501873,0.39917051891774413,3.536094060764082,2.9943407161434896,2.2924744828857704,12.005147090703964,21.483245011082268,9.923353356548612,9.372344777018638,2.1875468740579844,0,141.18059224884303,80.54526295350122,80.54526295350122,141.18059224884303,10.208325049453048,0,8.908875796288545,0,151.38891729829606,80.54526295350122,89.45413874978976,141.18059224884303
1264052.25666551,476880.781726548,r14,w75,mi_1,136,Fd,0.2,13.7,LS,19,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,1,-,2,signs of HDM below live crown,13.4849630442158,NA,NA,NA,regen,NA,-,NA,15.67497474,146.849804038431,146,21.5,13.4834798291786,1264044.88260679,476892.071876516,N,meas regen,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264051.40046065,476880.441639962,r15,w119,mi_1,136,Mv,1.1,13.5,LS,4.9,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,-,-,1,NA,13.3320974078518,NA,NA,NA,regen,NA,-,NA,15.67497474,150.732720075994,146,21.5,13.2866407075848,1264044.88260679,476892.071876516,N,meas regen,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264050.40561557,476879.770608478,r16,w47,mi_1,136,Hw,2.3,13.5,LS,26.9,22.1,Y,N,0,1,0,N,-,-,C,NA,NA,-,-,1,NA,13.4842434453123,NA,NA,NA,regen,1,1,21.6,15.67497474,155.820929774565,146,21.5,13.2866407075848,1264044.88260679,476892.071876516,N,meas regen,C,22.377777777777776,21.66896551724138,13.183804203395356,9.19397357438242,0.4108528409604855,5.194939089310631,4.2977146696363135,3.266342991770842,16.4501471951662,63.05650335097676,29.126510635213187,27.509218912782224,6.420773804955285,27.509218912782224,195.00555450053417,109.83228202669663,109.83228202669663,195.00555450053417,1.1949848851164702,0,0.11949848851164696,0,196.20053938565064,109.83228202669663,109.95178051520828,195.00555450053417
1264054.54643328,476901.671456701,r17,y36,mi_1,140,Hw,1.7,0.7,LS,17,NA,Y,Y,2,1,0,Y,1,Y,I,NA,NA,NA,NA,1,NA,1.83326388502561,NA,NA,NA,regen,3,3,NA,15.67497474,214.018973470448,146,21.5,0.686189822235205,1264055.57208468,476903.190961781,N,meas regen,I,16.165439469320066,12.057142857142855,9.712672607818194,6.452766861501873,0.39917051891774413,3.536094060764082,2.9943407161434896,2.2924744828857704,12.005147090703964,21.483245011082268,9.923353356548612,9.372344777018638,2.1875468740579844,29.21905149011586,642.470801465914,210.11509859714778,210.11509859714778,641.8656968766827,50.764272113192284,36.482529351466624,36.482529351466624,50.23249517355261,693.2350735791063,246.5976279486144,246.5976279486144,692.0981920502353
