Comment,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,pt_type,pt_id,site_id,Z,origin,stem_map,graph,geometry
sm.025.cr1,6.0999999,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,86.845,1.1,0.8,1.679241,stem map,25,cr_1,86.84500000000116,diff gps,Y,Y,"c(1043680.40046836, 574071.504183915)"
ed.1.cr1,5.8000002,2.7,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,89.616,1.1,0.6,1.187031,edge,1,cr_1,89.61569999999483,diff gps,N,Y,"c(1043685.36942069, 574077.4456743)"
ip.1.cr1,6.6999998,2.9000001,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,92.621,1.3,0.7,2.43135,infect perim,1,cr_1,92.62129999999888,diff gps,N,Y,"c(1043684.94989699, 574085.358411003)"
ip.2.cr1,5.4000001,2.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,95.928,1.1,0.8,1.579001,infect perim,2,cr_1,95.92840000000433,diff gps,N,Y,"c(1043677.02441703, 574088.167664727)"
ip.3.cr1,4.6999998,3.3,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,102.195,1,0.6,2.372063,infect perim,3,cr_1,102.19500000000698,diff gps,N,Y,"c(1043657.30470088, 574088.931127515)"
ip.4.cr1,6.6999998,3.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,113.331,1.2,0.7,2.165835,infect perim,4,cr_1,113.33150000000025,diff gps,N,Y,"c(1043650.60631113, 574079.025227848)"
te.164.cr1,5.1999998,2.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.002,1,0.6,1.146661,tran end,164,cr_1,99.00179999999817,diff gps,N,Y,"c(1043648.44816393, 574093.590758998)"
te.165.cr1,4.5,2.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,107.418,1.1,0.9,1.986381,tran end,165,cr_1,107.41849999999975,diff gps,N,Y,"c(1043637.30371714, 574085.819839546)"
ip.5.cr1,6,3.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.52,0.8,0.7,1.666257,infect perim,5,cr_1,104.52039999999397,diff gps,N,Y,"c(1043638.05589725, 574080.635837521)"
ip.6.cr1,5.3000002,3.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,102.621,1,1,1.455219,infect perim,6,cr_1,102.62089999999444,diff gps,N,Y,"c(1043628.53325167, 574074.326874787)"
te.166.cr1,6.9000001,4.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519,0.9,0.8,0.557537,tran end,166,cr_1,104.51900000000025,diff gps,N,Y,"c(1043623.60662181, 574074.049266067)"
ip.7.cr1,5.8000002,3.9000001,L1L2  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,113.775,0.9,0.5,1.372481,infect perim,7,cr_1,113.77509999999893,diff gps,N,Y,"c(1043623.88192468, 574072.799634751)"
ip.8.cr1,4.5,3.7,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,109.663,0.9,0.6,1.508332,infect perim,8,cr_1,109.66270000000077,diff gps,N,Y,"c(1043619.9718202, 574068.009869445)"
ip.9.cr1,10,8.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,112.532,0.9,0.7,1.898387,infect perim,9,cr_1,112.53160000000209,diff gps,N,Y,"c(1043620.31232585, 574056.56361469)"
re.1.cr1,6.3000002,2.9000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.072,2.3,1.2,1.358724,residual,1,cr_1,105.07150000000547,diff gps,N,Y,"c(1043641.5858771, 574065.567570472)"
lf.1.cr1,12.8000002,8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,106.997,2.7,1.5,0,landscape feat,1,cr_1,106.99739999999292,diff gps,N,Y,"c(1043640.60989084, 574053.096708703)"
lf.1.cr1,3.0999999,2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.503,0.9,0.6,0.988717,landscape feat,1,cr_1,94.50260000000708,diff gps,N,Y,"c(1043653.0869158, 574063.515885809)"
lf.1.cr1,6.5,3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,96.976,0.9,0.6,1.041442,landscape feat,1,cr_1,96.97560000000522,diff gps,N,Y,"c(1043668.21247547, 574075.774290703)"
lf.1.cr1,9.3000002,3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.473,0.9,0.6,0.945541,landscape feat,1,cr_1,104.47329999999783,diff gps,N,Y,"c(1043673.52853924, 574094.285348382)"
re.2.cr1,8,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.059,0.5,0.4,1.116904,residual,2,cr_1,105.05899999999383,diff gps,N,Y,"c(1043638.16854855, 574055.615027864)"
rf.1.cr1,4.9000001,3.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,175.381,1.6,1.7,0.063525,ref tree,1,cr_1,175.38120000000345,diff gps,N,Y,"c(1043066.62338984, 574452.648150218)"
rf.2.cr1,11,5.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,163.825,1.1,0.7,1.770026,ref tree,2,cr_1,163.8251000000018,diff gps,N,Y,"c(1043073.9965137, 574465.108592748)"
ip.1.cr2,6.9000001,3.2,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,139.603,1.2,0.7,1.670977,infect perim,1,cr_2,139.60289999999804,diff gps,N,Y,"c(1041615.99722017, 579398.974045824)"
ip.2.cr2,6.6999998,3.0999999,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.561,1,0.5,1.084373,infect perim,2,cr_2,136.56059999999707,diff gps,N,Y,"c(1041606.22554333, 579400.417431555)"
te.222.cr2,9.8999996,3.8,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.464,1.2,0.7,1.178866,tran end,222,cr_2,141.46420000000217,diff gps,N,Y,"c(1041602.24826149, 579404.210782412)"
te.221.cr2,6.5,2.8,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.103,0.8,0.6,1.332301,tran end,221,cr_2,140.1024999999936,diff gps,N,Y,"c(1041588.09418344, 579409.718046836)"
ip.3.cr2,21.7999992,13.8000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,136.417,0.9,0.5,0.760988,infect perim,3,cr_2,136.41680000000633,diff gps,N,Y,"c(1041586.45002704, 579403.422181708)"
ip.4.cr2,8.6000004,2.8,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.895,0.9,0.6,0.96082,infect perim,4,cr_2,136.89479999999458,diff gps,N,Y,"c(1041572.98375002, 579405.895353813)"
te.219.cr2,8,2.7,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,146.262,1.1,0.6,1.108688,tran end,219,cr_2,146.2624000000069,diff gps,N,Y,"c(1041571.43989542, 579414.822901725)"
ip.5.cr2,7,3.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.972,1,0.6,1.805355,infect perim,5,cr_2,141.9722000000038,diff gps,N,Y,"c(1041560.87256178, 579398.937979775)"
ed.1.cr2,7.3000002,2,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.029,1.3,0.8,1.176573,edge,1,cr_2,140.02880000000005,diff gps,N,Y,"c(1041559.61174518, 579392.728506672)"
sm.029.cr2,13.8000002,6,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,140.125,1.6,0.9,2.370085,stem map,29,cr_2,140.12519999999495,diff gps,Y,Y,"c(1041563.44063818, 579384.451646091)"
ts.219.cr2,8.3999996,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238,1.1,0.7,1.118786,tran start,219,cr_2,130.2378000000026,diff gps,N,N,"c(1041573.63318183, 579391.203186023)"
sm.030.cr2,5.8000002,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,134.374,1.1,0.6,0.366099,stem map,30,cr_2,134.3744000000006,diff gps,Y,Y,"c(1041580.33123923, 579385.400713357)"
ts.221.cr2,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.628,1.1,0.7,0.843787,tran start,221,cr_2,136.62780000000203,diff gps,N,N,"c(1041586.14459287, 579386.98428234)"
sm.031.cr2,6.3000002,4.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.519,1,0.9,1.214645,stem map,31,cr_2,146.51940000000468,diff gps,Y,Y,"c(1041590.92172244, 579377.587455546)"
ts.222.cr2,12.6999998,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.333,1.5,0.9,1.895627,tran start,222,cr_2,128.33310000000347,diff gps,N,N,"c(1041600.40665525, 579382.794852061)"
sm.035.cr2,7.3000002,2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.54,1,0.7,1.044438,stem map,35,cr_2,142.53979999999865,diff gps,Y,Y,"c(1041605.20206715, 579371.104766888)"
ed.2.cr2,14.8999996,8.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.029,1.3,1,1.56424,edge,2,cr_2,146.02880000000002,diff gps,N,Y,"c(1041613.65051728, 579377.921795742)"
lf.1.cr2,7,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.309,1.3,1.1,1.617948,landscape feat,1,cr_2,141.30899999999383,diff gps,N,Y,"c(1041609.87649624, 579378.31651372)"
lf.1.cr2,3.7,2.5999999,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.024,1.2,1.1,0.39922,landscape feat,1,cr_2,142.02419999999984,diff gps,N,Y,"c(1041590.13412268, 579389.369754874)"
lf.1.cr2,5.1999998,3.3,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.359,1.2,1.3,1.099641,landscape feat,1,cr_2,144.35899999999674,diff gps,N,Y,"c(1041573.22349541, 579402.596720436)"
lf.1.cr2,5.9000001,3,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.117,0.8,0.9,0.28078,landscape feat,1,cr_2,144.11710000000315,diff gps,N,Y,"c(1041558.11912465, 579399.767175092)"
ed.2.ph1,8.1000004,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,278.775,3.3,2.2,0.918379,edge,2,ph_1,278.77449999999953,diff gps,N,Y,"c(1048576.69691813, 451664.174292598)"
ip.1.ph1,6.8000002,4.8000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.847,1.9,1.6,1.711343,infect perim,1,ph_1,262.84739999999874,diff gps,N,Y,"c(1048572.3426695, 451658.453081065)"
te.266.ph1,8,5.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,263.077,1.6,1.2,0.776874,tran end,266,ph_1,263.0767000000051,diff gps,N,Y,"c(1048561.67500745, 451642.411681979)"
te.259.ph1,5.9000001,3.5,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,265.401,1.3,0.9,1.063079,tran end,259,ph_1,265.4005999999936,diff gps,N,Y,"c(1048559.2550946, 451621.016906258)"
ip.2.ph1,5.3000002,3.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,258.796,0.9,0.8,0.533256,infect perim,2,ph_1,258.7963000000018,diff gps,N,Y,"c(1048567.22025942, 451622.919193919)"
ip.3.ph1,5.1999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.017,1,0.9,0.951348,infect perim,3,ph_1,262.0167999999976,diff gps,N,Y,"c(1048567.92382913, 451608.674299875)"
te.258.ph1,12,6.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,261.856,1.7,1,0.641216,tran end,258,ph_1,261.8561999999947,diff gps,N,Y,"c(1048567.10659211, 451607.370155129)"
ed.1.ph1,4.4000001,2.5,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,264.623,1.6,1,0.560336,edge,1,ph_1,264.6229000000021,diff gps,N,Y,"c(1048588.7018541, 451601.743110936)"
sm.036.ph1,4.1999998,2.2,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,269.127,0.8,0.7,0.433807,stem map,36,ph_1,269.12669999999343,diff gps,Y,Y,"c(1048588.02097977, 451607.943512654)"
ts.258.ph1,4.3000002,2.5,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509,0.9,0.7,0.828031,tran start,258,ph_1,260.50930000000517,diff gps,N,N,"c(1048585.4930524, 451615.397400741)"
sm.037.ph1,5.6999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,266.66,1.3,0.9,1.309719,stem map,37,ph_1,266.6603000000032,diff gps,Y,Y,"c(1048585.00651072, 451625.855980676)"
ts.259.ph1,5.5,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.705,1.6,1.2,1.405187,tran start,259,ph_1,268.7051999999967,diff gps,N,N,"c(1048576.88422726, 451626.340752417)"
sm.038.ph1,28.2000008,12.3000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,275.549,2.8,1.6,1.106742,stem map,38,ph_1,275.54869999999937,diff gps,Y,Y,"c(1048579.73978805, 451634.124203023)"
ts.266.ph1,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072,2.6,1.5,0.636763,tran start,266,ph_1,273.07240000000456,diff gps,N,N,"c(1048577.54348726, 451644.482208373)"
sm.039.ph1,12.1999998,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,293.019,2.6,1.7,1.294754,stem map,39,ph_1,293.0194000000047,diff gps,Y,Y,"c(1048580.96365962, 451647.290215453)"
sm.052.cr3,8,3.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,86.047,2,1,1.181212,stem map,52,cr_3,86.04730000000563,diff gps,Y,Y,"c(1040196.75283371, 583739.16959149)"
ed.2.cr3,6,3.9000001,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,88.824,0.9,0.6,0.809964,edge,2,cr_3,88.8237999999983,diff gps,N,Y,"c(1040195.22031329, 583730.337647615)"
ts.324.cr3,6.6999998,3.7,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,91.338,0.9,0.6,1.624804,tran start,324,cr_3,91.33779999999388,diff gps,N,N,"c(1040207.09834042, 583736.031706295)"
sm.051.cr3,141.3000031,99.9000015,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.469,1.8,0.9,2.557142,stem map,51,cr_3,84.46920000000682,diff gps,Y,Y,"c(1040212.62519814, 583740.473324283)"
ts.252.cr3,9.8000002,5.5,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.684,1.2,0.9,0.78322,tran start,252,cr_3,84.68409999999858,diff gps,N,N,"c(1040220.38987624, 583740.755198855)"
sm.050.cr3,4.6999998,2.5999999,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,88.749,1.9,1.3,1.486633,stem map,50,cr_3,88.74850000000151,diff gps,Y,Y,"c(1040224.81965053, 583746.400057661)"
ts.249.cr3,4.3000002,2.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,83.358,0.9,0.6,0.79277,tran start,249,cr_3,83.35839999999735,diff gps,N,N,"c(1040237.10428349, 583737.842177852)"
sm.049.cr3,5.9000001,2.8,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,85.452,1.3,0.8,1.992271,stem map,49,cr_3,85.45239999999467,diff gps,Y,Y,"c(1040243.0995896, 583743.985239125)"
ed.1.cr3,4.4000001,2.3,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,87.571,0.8,0.6,0.22173,edge,1,cr_3,87.57080000000133,diff gps,N,Y,"c(1040247.72348921, 583741.48167519)"
te.249.cr3,6.3000002,5.4000001,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,95.606,1.4,1.1,1.852927,tran end,249,cr_3,95.60619999999471,diff gps,N,Y,"c(1040246.4983719, 583688.484402228)"
te.252.cr3,5.9000001,2.4000001,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,98.083,1.8,1,1.533903,tran end,252,cr_3,98.08269999999902,diff gps,N,Y,"c(1040234.29832519, 583690.627892036)"
te.324.cr3,5.6999998,4.3000002,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,97.822,1.4,1,2.010032,tran end,324,cr_3,97.82210000000487,diff gps,N,Y,"c(1040213.37787684, 583683.372324491)"
ts.168.ph2,6.6999998,3,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,71.466,1,0.6,0.713031,tran start,168,ph_2,71.46630000000005,r adj,Y,Y,"c(1046851.02086966, 455092.695406801)"
ts.235.ph2,6.5,3.0999999,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,69.338,1,0.6,0.945372,tran start,235,ph_2,69.33789999999863,r adj,Y,Y,"c(1046846.00549894, 455082.921804965)"
ts.320.ph3,4.0999999,1.6,L1  Postprocessed Carrier Float,6/13/2024 0:00:00,mistletoe11.cor,63.043,0.6,0.4,0.199507,tran start,320,ph_3,63.04309999999532,r adj,Y,Y,"c(1050211.26251317, 447251.726077847)"
ts.321.ph3,5.5999999,1.9,L1  Postprocessed Carrier Float,6/13/2024 0:00:00,mistletoe11.cor,59.247,0.7,0.5,0.238845,tran start,321,ph_3,59.247099999993225,r adj,Y,Y,"c(1050217.86119651, 447238.85852535)"
ts.322.ph3,6.1999998,2.2,L1L2  Postprocessed Carrier Float,6/13/2024 0:00:00,mistletoe11.cor,58.066,1.2,0.6,1.035543,tran start,322,ph_3,58.06570000000647,r adj,Y,Y,"c(1050223.34248847, 447226.095281152)"
ts.2.mi1,13.6000004,6.3000002,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,196.072,0.7,0.4,1.462814,tran start,140,mi_1,196.07200000000012,r adj,Y,Y,"c(1264055.57208468, 476903.190961781)"
ts.3.mi1,6.6999998,3.5999999,L1  Postprocessed Carrier Float,6/28/2023 0:00:00,mistletoe.cor,193.51,1.1,0.6,1.219199,tran start,141,mi_1,193.5100999999995,r adj,Y,Y,"c(1264066.44872355, 476910.862521528)"
ts.1.mi2,6.4000001,3.3,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.52,1,0.7,2.061388,tran start,122,mi_2,201.51989999999932,r adj,Y,Y,"c(1267911.67029977, 475532.745774283)"
ts.2.mi2,6.3000002,2.4000001,L1L2  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,198.975,1.1,0.5,0.519435,tran start,124,mi_2,198.97500000000582,r adj,Y,Y,"c(1267903.13160753, 475544.238566821)"
ts.3.mi2,5.5999999,1.5,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.912,1,0.5,1.244079,tran start,129,mi_2,201.91229999999632,r adj,Y,Y,"c(1267897.62967786, 475557.591775147)"
ts.100.mk1,3.8,2.0999999,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,252.757,1,0.5,0.561144,tran start,100,mk_1,252.75680000000284,r adj,Y,Y,"c(1248460.94860539, 480757.217899436)"
ts.102.mk1,6.4000001,2.8,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,255.434,1.5,0.9,1.147207,tran start,102,mk_1,255.43409999999858,r adj,Y,Y,"c(1248487.25434698, 480757.050709928)"
ts.110.mk2,5.0999999,2.7,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,395.472,0.8,0.4,0.518472,tran start,110,mk_2,395.4716000000044,r adj,Y,Y,"c(1247619.7118693, 483354.487916407)"
ts.109.mk2,5.3000002,3,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,391.462,0.6,0.5,0.735873,tran start,109,mk_2,391.4616999999998,r adj,Y,Y,"c(1247637.03203729, 483357.451922179)"
ts.103.mk2,6.0999999,3.7,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,393.662,1.1,0.7,2.688099,tran start,103,mk_2,393.6622000000061,r adj,Y,Y,"c(1247648.35314748, 483357.33403552)"
ts.121.mk3,5.6999998,2.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,199.442,0.7,0.4,0.892916,tran start,121,mk_3,199.44199999999546,r adj,Y,Y,"c(1249938.11089088, 479319.521497269)"
ts.120.mk3,6,5,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,195.397,0.3,0.3,1.004288,tran start,120,mk_3,195.3966999999975,r adj,Y,Y,"c(1249932.45027986, 479307.311330548)"
ts.115.mk3,3.5,1.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.379,0.4,0.3,0.88995899999999994,tran start,115,mk_3,193.37880000000587,r adj,Y,Y,"c(1249927.07529246, 479293.411224266)"
ts.136.mi1,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012,1.2,0.8,1.143828,tran start,136,mi_1,198.0121000000072,r adj,Y,Y,"c(1264044.88260679, 476892.071876516)"
ts.166.cr1,5.4000001,3.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.059,0.8,0.6,1.597858,tran start,166,cr_1,103.05860000000393,r adj,Y,Y,"c(1043648.73287954, 574052.96583247)"
ts.165.cr1,4.5999999,2.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.758,0.9,0.6,1.620118,tran start,165,cr_1,94.75819999999658,r adj,Y,Y,"c(1043662.42997487, 574064.736405948)"
ts.164.cr1,10,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548,0.8,0.5,1.378511,tran start,164,cr_1,100.54839999999967,r adj,Y,Y,"c(1043673.57442166, 574072.507325401)"
ts.219.cr2,8.3999996,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238,1.1,0.7,1.118786,tran start,219,cr_2,130.2378000000026,r adj,Y,Y,"c(1041567.16815025, 579390.596631001)"
ts.221.cr2,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.628,1.1,0.7,0.843787,tran start,221,cr_2,136.62780000000203,r adj,Y,Y,"c(1041583.82243827, 579385.491776112)"
ts.222.cr2,12.6999998,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.333,1.5,0.9,1.895627,tran start,222,cr_2,128.33310000000347,r adj,Y,Y,"c(1041597.97651632, 579379.984511688)"
ts.258.ph1,4.3000002,2.5,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509,0.9,0.7,0.828031,tran start,258,ph_1,260.50930000000517,r adj,Y,Y,"c(1048581.87870841, 451609.974877794)"
ts.259.ph1,5.5,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.705,1.6,1.2,1.405187,tran start,259,ph_1,268.7051999999967,r adj,Y,Y,"c(1048574.02721089, 451623.621628923)"
ts.266.ph1,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072,2.6,1.5,0.636763,tran start,266,ph_1,273.07240000000456,r adj,Y,Y,"c(1048576.44712374, 451645.016404644)"
ts.324.cr3,6.6999998,3.7,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,91.338,0.9,0.6,1.624804,tran start,324,cr_3,91.33779999999388,r adj,Y,Y,"c(1040204.52181978, 583733.597519895)"
ts.252.cr3,9.8000002,5.5,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.684,1.2,0.9,0.78322,tran start,252,cr_3,84.68409999999858,r adj,Y,Y,"c(1040225.44226813, 583740.853087439)"
ts.249.cr3,4.3000002,2.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,83.358,0.9,0.6,0.79277,tran start,249,cr_3,83.35839999999735,r adj,Y,Y,"c(1040237.64231483, 583738.709597631)"
ts.250.ph2,4.6999998,2.4000001,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,68.953,0.6,0.5,0.8312,tran start,250,ph_2,68.95260000000417,diff gps,Y,Y,"c(1046844.28631041, 455066.290581652)"
ts.101.mk1,5.6999998,2.4000001,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,247.18,1.4,0.8,1.002424,tran start,101,mk_1,247.17979999999807,diff gps,Y,Y,"c(1248468.48306837, 480760.624063359)"
ts.250.ph2,4.6999998,2.4000001,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,68.953,0.6,0.5,0.8312,tran end,250,ph_2,68.95260000000417,r adj,N,Y,"c(1046831.99902975, 455074.894228198)"
ts.101.mk1,5.6999998,2.4000001,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,247.18,1.4,0.8,1.002424,tran end,101,mk_1,247.17979999999807,r adj,N,Y,"c(1248468.48306837, 480739.324063359)"
ed.2.mi2,6,4.5,L1  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,206.381,0.5,0.4,1.284625,stem map,20,mi_2,206.3813999999984,diff gps,Y,Y,"c(1267890.99080893, 475568.337271124)"
