site_id,tree_type,crown_class_2,height_cv_est,dbh_cv_est,HT_BR,CL,CR,MCW,LCW,DACB,HLCW,CV,CV_l,CV_m,CV_u
mk_1,regen,I,12.742925373134328,9.113793103448275,7.8003497068897865,4.942575666244542,0.3878682109105718,3.0101977837457907,2.57857994995888,1.7559488569466983,9.556298563836485,12.202982971884547,5.636695571788217,5.323709884879763,1.2425775174018796
mk_1,regen,S,8.354865671641791,6.46,5.348530131579012,3.0063355400627794,0.3598305057455236,2.5288337842164,2.1899597833687667,1.0680608273181036,6.416590958897116,5.3537884404875715,2.472975309722938,2.335659777339077,0.5451533584579844
mk_1,mature,I,25.393432465923173,13.805172413793104,14.868795224428565,10.524637241494608,0.4144629622489276,3.844442151856186,3.1430083417129375,3.739087872785789,18.607883097214355,38.60554417368096,17.832336608523008,16.842170267501857,3.931037301760602
mk_1,mature,S,13.791821561338288,12.518181818181818,8.386418352636012,5.4054032087022765,0.39192815718083895,3.617707952292644,3.0885557295524353,1.9203775979556577,10.30679595059167,19.146546684856308,8.844006023954892,8.3529297696363,1.9496108862318475
mk_2,regen,C,23.7,22.755555555555556,13.922593223574978,9.777406776425021,0.41254880913185743,5.376829258619259,4.425273265179202,3.473619305460517,17.396212529035495,71.09766656887994,32.84081468896584,31.017280849998418,7.239571033042801
mk_2,mature,C,38.885714285714286,52.87826086956522,22.407580685830016,16.47813359988427,0.4237580279176704,9.963306116693307,7.711653659489991,5.854186524030884,28.2617672098609,363.8769354294847,168.07886366655706,158.74604110642363,37.05203065684542
mk_2,regen,I,17.120597014925373,13.026315789473685,10.246364974634519,6.874232040290854,0.40151824345249437,3.707419848147507,3.128645378604339,2.4422084169541316,12.688573391588651,24.985517190473807,11.541092407096324,10.900256521789295,2.5441682575675952
mk_2,regen,S,11.225074626865672,8.28,6.952253640458478,4.2728209864071935,0.38064967302585095,2.8596943641935995,2.460700297605857,1.5180051118408835,8.470258752299362,9.606907681270545,4.437539092673986,4.191138306359559,0.978230283846845
mk_2,mature,I,23.510518085796896,32.92857142857143,13.81672058327054,9.693797502526357,0.4123174771032606,7.024194684229592,5.7853969555038205,3.4439154387225384,17.26063602199308,120.47910824531594,55.65065998253347,52.560576416397645,12.267871847570023
mk_2,mature,S,12.769162683660824,14.4125,7.815009751631313,4.954152932029511,0.3879779007255308,3.9508794981032813,3.3841042092874933,1.7600619121621242,9.575071663793437,21.06727386190586,9.731211586597468,9.190871957363337,2.14519031240685
mk_3,regen,C,15.3125,15.642857142857142,9.236094386532187,6.076405613467813,0.39682648904279594,4.165409519739796,3.5378492561904764,2.15876462229671,11.394859008828897,28.240792528073374,13.04474082851472,12.320412684993233,2.8756390098750004
mk_3,mature,C,38.8,54.670833333333334,22.35968800024814,16.440311999751856,0.4237193814369035,10.208497419680365,7.904220669409072,5.840749644151842,28.200437644399983,381.3990820636963,176.17254097396145,166.390305248358,38.83623583992838
mk_3,regen,I,11.061567164179104,6.5,6.860894172949874,4.20067299122923,0.37975387473416555,2.5361399752500002,2.183273042628493,1.4923730935940085,8.353267266543883,7.435093854819932,3.4343537726283286,3.243656310009585,0.7570837790195687
mk_3,regen,S,7.252487562189055,5.875,4.732578569381494,2.5199089928075606,0.34745443838402995,2.4218034228281247,2.099557497149836,0.895248067874742,5.627826637256236,4.124695343805086,1.9052433379525084,1.7994519350787606,0.42000007047416676
mk_3,mature,I,23.458694754233786,33.85714285714286,13.787764400486372,9.670930353747414,0.41225355694617327,7.169563344918368,5.9063276494448145,3.4357914267758436,17.223555827262217,125.27222819843475,57.86465619026921,54.651637275313476,12.755934734084452
mk_3,mature,S,12.741016109045848,14.4525,7.799282909401826,4.941733199644022,0.3878602112539123,3.9578771505866817,3.390396335627532,1.7556495538375316,9.554932463239357,21.0926773856285,9.742945760938694,9.201954574664994,2.147777044479924
ph_1,regen,C,19.625,23.066666666666666,11.645695129870136,7.979304870129864,0.4065887831913307,5.4286969411733335,4.538799679740658,2.834807641211037,14.480502771081174,61.037756932318146,28.194028878247078,26.628514557021035,6.215213498960789
ph_1,mature,C,27.616666666666667,42.16551724137931,16.111022884191087,11.50564378247558,0.4166195696732256,8.433027928127657,6.833561191592183,4.087610066600099,20.198632950791186,199.50628191170486,92.15420350264561,87.03720776740657,20.314870643765534
ph_1,regen,I,14.176865671641792,13.014285714285714,8.60156097858505,5.575304693056742,0.393267794319947,3.7052988127977553,3.1592917608285482,1.9807384983022684,10.582299476887318,20.663293871739103,9.54460866935088,9.014630437587329,2.1040547593688794
ph_1,regen,S,9.295024875621891,7.071875,5.873842205032105,3.4211826705897863,0.3680660048110833,2.6404259760634865,2.2827929462951935,1.2154435673804334,7.089285772412538,6.620042584104412,3.057872391071492,2.8880796019194914,0.6740905973361043
ph_1,mature,I,16.69718952223599,21.466666666666665,10.009786885563402,6.687402636672589,0.40051067443217536,5.160948741493333,4.3619402751412935,2.3758335347306705,12.385620420294073,47.246362446268954,21.823628097529703,20.61183951056407,4.8108948364140245
ph_1,mature,S,9.068669971086328,14.372222222222222,5.747366855182346,3.321303115903982,0.3662392750528252,3.943831682700648,3.4111906391203726,1.1799593579872076,6.927326213169554,14.350663171076926,6.628733297014624,6.260663272010356,1.4612665982794129
ph_2,regen,C,20.2375,18.49375,11.987928278923931,8.24957172107607,0.40763788615570445,4.65685993084957,3.884445049422076,2.930825345346695,14.918753624270625,46.22116019826319,21.35007560741635,20.164581708954543,4.706502880169341
ph_2,mature,C,44.2000008,90.93333333333334,25.376927638904494,18.823073161095504,0.42586137602729424,14.499301308373333,10.978986518891416,6.687273201942399,32.064200840846894,842.4934040728698,389.1572128196031,367.54869444704576,85.78749680436572
ph_2,regen,I,14.619328358208955,10.218181818181819,8.848786119095552,5.770542239113404,0.394720064952448,3.2085068494135536,2.7316232719165106,2.050100541289819,10.89888666038537,15.988573143028026,7.385302400417933,6.975222779261628,1.628047959145353
ph_2,regen,S,9.585124378109454,5.98,6.035934721399872,3.549189656709581,0.3702810226245196,2.4410384430515997,2.109115830394531,1.2609206093392127,7.296855330739085,5.862482315817589,2.707946752446559,2.5575840907097502,0.5969514781718643
ph_2,mature,I,26.72356512639405,22.46,15.612004186146526,11.111560940247523,0.41579635380583907,5.3274680030964,4.33246614400591,3.947604255241737,19.559608441388264,77.44562754975132,35.77300951737998,33.78666131029477,7.8859567254829335
ph_2,mature,S,14.514250572490704,13.23,8.790074116643378,5.724176455847326,0.394383191006536,3.7433103194540998,3.188075997325555,2.0336281694688796,10.823702286112258,21.603385716908026,9.978847704623082,9.424757720974398,2.1997802878341948
ph_3,regen,C,14.36,22.572222222222223,8.703886918003631,5.656113081996368,0.3938797410860981,5.346220412533982,4.555606127451643,2.0094472946408497,10.713334212644481,43.58749354781533,20.13355525460387,19.01561041227341,4.438327879313241
ph_3,mature,C,23.740000000000002,38.554545454545455,13.944943143513187,9.795056856486815,0.41259717171385063,7.892129232342892,6.494412140854982,3.47988984940407,17.424832992917256,153.40451026170268,70.8592748128428,66.92471086200753,15.62052458836136
ph_3,regen,I,10.373492537313433,9.116,6.476433852400889,3.897058684912545,0.3756746988436953,3.0105952437822237,2.596400732272736,1.3845080389888798,7.860941891389769,9.75510318181108,4.5059922670798445,4.255790519095653,0.9933203972702513
ph_3,regen,S,6.801353233830845,5.083333333333333,4.480508166376924,2.320845067453921,0.34123283818133804,2.276433214645833,1.9736554936922601,0.8245266271143544,5.305034793491279,3.3569148091239107,1.5505968424463796,1.4644977012047717,0.34182026522888953
ph_3,mature,I,14.353335398595624,26.36,8.700163085308434,5.65317231328719,0.39385774499774556,5.9719964946384,5.088954980727426,2.0084025277415396,10.708565613049974,54.36268726776223,25.110738856703804,23.716428679640607,5.535519729550911
ph_3,mature,S,7.795662949194548,12.333333333333334,5.0360767296809295,2.7595862195136185,0.3539899348520116,3.5850105223333335,3.1067608798264104,0.9803981962066032,6.0164749258875325,9.89033720984065,4.568458391034691,4.314788121029831,1.0070906994334579
cr_3,regen,C,21.535714285714285,23.807843137254903,12.713302912632704,8.82241137308158,0.40966420969533046,5.551885823440046,4.608018174223399,3.134338088514693,15.847641001147398,69.56121298050569,32.13110943367341,30.34698300773695,7.083120541272903
cr_3,mature,C,32.28,51.74814814814815,18.716651050320394,13.563348949679607,0.4201780963345603,9.807125413535472,7.798792629832822,4.818650981352674,23.53530203167307,306.31845009545634,141.491949610317,133.63540399480095,31.19109649062569
cr_3,regen,I,15.557142857142857,13.91842105263158,9.372788093297114,6.184354763845743,0.39752509960440957,3.8643167060049097,3.2793165012516847,2.197115716951477,11.56990381024859,24.695199513445182,11.406991395199784,10.773601662964573,2.514606451306949
cr_3,regen,S,10.2,6.844444444444444,6.379495244430097,3.8205047555699023,0.3745592897617552,2.5989901782992595,2.2423877631566143,1.3573107245113192,7.736805968941416,7.133351914446791,3.2949757645606974,3.112017467515161,0.7263586889309868
cr_3,mature,I,19.516666666666666,23.7625,11.585164096704156,7.931502569962509,0.40639637420815594,5.544364768004531,4.637404805223273,2.8178249180305803,14.402989014734736,63.33692290712026,29.256039593374325,27.631555587786856,6.449327727941808
cr_3,mature,S,10.6,10.85,6.602994443812168,3.9970055561878315,0.3770759958667766,3.3214270014525,2.8628147279146434,1.4200161639468507,8.02301060775902,12.163896418862002,5.618641051770753,5.306657868239951,1.2385975010296169
