site_id,tree_type,crown_class_2,height_cv_est,dbh_cv_est,HT_BR,CL,CR,MCW,LCW,DACB,HLCW,CV,CV_l,CV_m,CV_u
cr_1,regen,C,22.325,20.981578947368423,13.15431472569911,9.170685274300888,0.4107809753326266,5.079282365153331,4.202895130854388,3.2580693574008763,16.412384083099987,60.152041636519336,27.784906985787202,26.242109750669666,6.125024901945515
cr_1,mature,C,30.03333333333333,47.423809523809524,17.46133054712443,12.572002786208902,0.4186016465996305,9.198066203713129,7.381370849912062,4.4664554298564365,21.927785976980864,254.34897685607152,117.48666332550374,110.96304603014691,25.899267500659544
cr_1,regen,I,16.12731343283582,12.138095238095238,9.691369761243593,6.435943671592227,0.3990710355072781,3.550439309288639,3.0068960681818493,2.2864977082065705,11.977867469450164,21.607302123038078,9.980656736819862,9.426466304036143,2.200179078705073
cr_1,regen,S,10.573830845771143,7.573076923076923,6.588372481265529,3.9854583645056136,0.3769171667900799,2.731563342409305,2.354556826395492,1.4159137931579093,8.004286274423439,8.20442416463756,3.789716126286673,3.5792866486135284,0.8354213911121774
cr_1,mature,I,18.158319564918077,22.857142857142858,10.826190372394743,7.332129192523334,0.40378897211882026,5.393775967346939,4.534435630876523,2.604885538227765,13.431075910622507,55.97937774436557,25.8575064359103,24.421730910127085,5.700140400080599
cr_1,mature,S,9.862247005369682,14.61,6.190776434708165,3.6714705706615165,0.37227526025889607,3.9854153216109003,3.4413485640135155,1.3043633496389169,7.4951397843470815,16.145401655355492,7.4577432604111875,7.043641255497031,1.6440171352029367
cr_2,regen,C,26.725,29.446153846153845,15.612805918901888,11.112194081098114,0.4157977205275253,6.471569604374911,5.262855760861643,3.9478291911917265,19.560635110093614,114.2863146801452,52.79013873485285,49.85888975757562,11.63728618884086
cr_2,mature,C,31.875,50.817241379310346,18.490358110946048,13.384641889053952,0.41991033377424164,9.677544345195017,7.7084226037387875,4.755161723924197,23.245519834870244,295.3175549112915,136.41051195423995,128.83612053086915,30.070922426459447
cr_2,regen,I,19.30582089552239,15.68,11.467354444094555,7.838466451427836,0.40601570344236515,4.1718630660096,3.4921958470664256,2.7847719761987673,14.252126420293322,35.4960283442073,16.396016148662547,15.485603585145068,3.614408615966571
cr_2,regen,S,12.657810945273631,7.1571428571428575,7.752792190682964,4.905018754590667,0.3875092443549395,2.655948080414081,2.275727927052966,1.7426060129434262,9.49539820362639,9.43263058179937,4.357038533334909,4.115107657190426,0.9604843928546682
cr_2,mature,I,19.27180142503098,29.775,11.448346133048974,7.823455291982006,0.4059535027078783,6.524257156843125,5.4620446668688665,2.779438961582447,14.22778509463142,86.66835934606448,40.03309343385164,37.81019789223471,8.825068023790104
cr_2,mature,S,10.467007434944238,15.271428571428572,6.528685114277841,3.938322320666397,0.37626058308874966,4.100800460218164,3.5357811462070377,1.3991677708631507,7.927852885140991,18.2824116744664,8.44485230902189,7.975939643318627,1.8616197173197644
mi_1,regen,C,22.377777777777776,21.66896551724138,13.183804203395356,9.19397357438242,0.4108528409604855,5.194939089310631,4.2977146696363135,3.266342991770842,16.4501471951662,63.05650335097676,29.126510635213187,27.509218912782224,6.420773804955285
mi_1,mature,C,38.5,62.75333333333334,22.19206360071159,16.30793639928841,0.4235827636178807,11.275328291888933,8.741026779185685,5.793720564575192,27.985784165286784,462.67431016256666,213.7144862113258,201.8476795538432,47.11214439548277
mi_1,regen,I,16.165439469320066,12.057142857142857,9.712672607818194,6.452766861501873,0.39917051891774413,3.536094060764082,2.9943407161434896,2.2924744828857704,12.005147090703964,21.483245011082268,9.923353356548612,9.372344777018638,2.1875468740579844
mi_1,regen,S,10.598828081813156,5.433333333333334,6.602339636870916,3.9964884449422406,0.3770688998909166,2.3407771172233334,2.017576038986974,1.4198324498346298,8.022172086705545,6.040736060168411,2.790284168940571,2.6353496030134793,0.6151022938925005
mi_1,mature,I,23.277313093762906,27.1375,13.686417760741792,9.590895333021114,0.41202759504020975,6.098725312342031,5.027734975698738,3.407357384962411,17.093775145704203,90.02339367929837,41.5828216616565,39.2738752138313,9.166696807770146
mi_1,mature,S,12.642503097893432,16.45625,7.7442389615986205,4.898264136294811,0.38744417132956754,4.306429768866446,3.690105485273998,1.7402062997014573,9.484445261300078,24.7668764869033,11.440099798273241,10.804871673965065,2.5219050106795797
mi_2,regen,C,17.0499997,16.004761904761903,10.206918866223656,6.8430808337763445,0.40135372165293026,4.228233226945782,3.569068522161399,2.431141327815722,12.638060194039378,32.36778030334754,14.951043068925623,14.120864730222827,3.295872509275372
mi_2,mature,C,34.9000015,37.6475,20.180571644394952,14.71942985560505,0.42176014965515257,7.754272638412181,6.100803614022928,5.229371844800806,25.409943489195758,203.4307284711964,93.96694966488775,88.74929857125262,20.714480237210402
mi_2,regen,I,12.31671620119403,7.833333333333333,7.562206185144906,4.754510016049124,0.38602091161183066,2.778791640583333,2.3834841625898533,1.689134773401772,9.251340958546677,10.029557751202187,4.632765930493982,4.37552489120511,1.0212669311837548
mi_2,regen,S,8.075422743482587,5.6863636363636365,5.192391954787603,2.8830307886949837,0.3570129862268554,2.3872201384303513,2.068107181578486,1.0242543482996669,6.21664630308727,4.578749049470427,2.114975867019232,1.9975387717045594,0.46623441505054775
mi_2,mature,I,21.100734075020654,21.77777777777778,12.470258590540027,8.630475484480627,0.4090130444654769,5.213205358814815,4.334171212483719,3.0661490253714323,15.53640761591146,60.20025422534529,27.807176924755645,26.2631431189962,6.129934183477983
mi_2,mature,S,11.460347456629492,19.38,7.083711863179898,4.376635593449594,0.38189379597891965,4.8080296579476,4.134461707394549,1.5548873272848371,8.638599190464735,27.779844569715227,12.831823763732,12.119318148866752,2.8287026525026238
mk_1,regen,C,17.64,15.406666666666666,10.53658035293661,7.10341964706339,0.4026881886090357,4.124340275373733,3.473880870765768,2.5236318980122103,13.06021225094882,31.83089060365722,14.703047656570995,13.886639622621232,3.2412033294570874
mk_1,mature,C,42,66.33076923076923,24.147681595304707,17.852318404695293,0.4250552001117927,11.727294222647396,8.961167275376278,6.342393159636096,30.490074754940803,532.3230454331397,245.8860231794991,232.23284530073687,54.20417695695574
