X,Y,tree_id,flag_id,site_id,plot_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes,dist_m,az_deg,outside_10,assessed_by,tree_type,dmr,dmr_f,ht_corr,Dec,corr_az_deg,tr_az,tr_leng,dist_y_h,plot_x_utm,plot_y_utm,sim_tree,tree_type_2
1043626.9004887384,574095.201888303,s509,NA,cr_1,165,Hw,0.5,NA,DS,5.926471310083814,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,46.80267086395818,NA,NA,NA,regen,NA,DU,NA,NA,310.6121111078693,310,32.8,46.8,1043662.4299748716,574064.7364059482,Y,sim regen
1043632.0162861734,574093.5200391408,s510,NA,cr_1,165,Hw,2.5,NA,DS,4.702329442301966,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,41.87469402873291,NA,NA,NA,regen,NA,DU,NA,NA,313.42270387304535,310,32.8,41.8,1043662.4299748716,574064.7364059482,Y,sim regen
1043632.5093135071,574087.8847109297,s511,NA,cr_1,165,Hw,-1.5,NA,SN,5.3923052039303165,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,37.82975019743059,NA,NA,NA,regen,NA,DU,NA,NA,307.72755026721705,310,32.8,37.8,1043662.4299748716,574064.7364059482,Y,sim regen
1043614.2159515184,574079.9708631092,s525,NA,cr_1,166,Hw,-1.5,NA,DS,8.104508579560266,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,43.82567740491868,NA,NA,NA,regen,NA,DU,NA,NA,308.0385823322297,310,32.8,43.8,1043648.7328795416,574052.9658324696,Y,sim regen
1043612.1908352985,574086.8917665398,s526,NA,cr_1,166,Hw,2.5,NA,DS,6.354222083884,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,49.8627115187291,NA,NA,NA,regen,NA,DU,NA,NA,312.8738815964166,310,32.8,49.8,1043648.7328795416,574052.9658324696,Y,sim regen
1043611.7945613556,574083.3080579911,s527,NA,cr_1,166,Hw,-0.5,NA,DS,6.097768216141659,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,47.80261499123243,NA,NA,NA,regen,NA,DU,NA,NA,309.4006936198502,310,32.8,47.8,1043648.7328795416,574052.9658324696,Y,sim regen
1043609.7429416932,574082.4187567146,s528,NA,cr_1,166,Hw,-2.5,NA,SN,6.946916858976424,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,48.86399492468866,NA,NA,NA,regen,NA,DU,NA,NA,307.0673291622918,310,32.8,48.8,1043648.7328795416,574052.9658324696,Y,sim regen
1041575.2316146698,579433.4474249432,s534,NA,cr_2,219,Hw,0.5,NA,DS,5.394531289336647,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,43.602866878222585,NA,NA,NA,regen,NA,DU,NA,NA,10.657032889994744,10,24.6,43.6,1041567.168150247,579390.5966310007,Y,sim regen
1041573.7258623837,579430.6666498618,s535,NA,cr_2,219,Hw,-0.5,NA,DS,4.378629259937709,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,40.60307870100493,NA,NA,NA,regen,NA,DU,NA,NA,9.294422621042422,10,24.6,40.6,1041567.168150247,579390.5966310007,Y,sim regen
1041590.2659877852,579413.3968055813,s541,NA,cr_2,221,Hw,1.5,NA,DS,5.521207829016384,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,28.63930865087354,NA,NA,NA,regen,NA,DU,NA,NA,13.002272587892305,10,24.6,28.6,1041583.8224382744,579385.4917761117,Y,sim regen
1041593.5653031608,579432.1081528885,s542,NA,cr_2,221,Hw,1.5,NA,DS,4.907215048637902,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,47.623628589178296,NA,NA,NA,regen,NA,DU,NA,NA,11.804941966073473,10,24.6,47.6,1041583.8224382744,579385.4917761117,Y,sim regen
1041602.9143135407,579405.1087660766,s548,NA,cr_2,222,Hw,0.5,NA,DS,4.656019335528255,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,25.60488234692751,NA,NA,NA,regen,NA,DU,NA,NA,11.118915930567189,10,24.6,25.6,1041597.976516316,579379.9845116884,Y,sim regen
1041605.1146585374,579411.82877217,s549,NA,cr_2,222,Hw,1.5,NA,DS,4.897096142776493,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,32.63449095665504,NA,NA,NA,regen,NA,DU,NA,NA,12.634450764401635,10,24.6,32.6,1041597.976516316,579379.9845116884,Y,sim regen
1048534.521112173,451602.13216914266,s603,NA,ph_1,258,Hw,0.5,NA,DS,7.61313384261884,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,48.00260409602796,NA,NA,NA,regen,NA,DU,NA,NA,260.5968094512292,260,15,48,1048581.8787084064,451609.97487779416,Y,sim regen
1048547.6709093174,451602.4199799463,s604,NA,ph_1,258,Hw,-1.5,NA,DS,8.320019610708744,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,35.03212811120672,NA,NA,NA,regen,NA,DU,NA,NA,257.5459683254729,260,15,35,1048581.8787084064,451609.97487779416,Y,sim regen
1048535.1586235706,451604.27543282637,s605,NA,ph_1,258,Hw,2.5,NA,DS,6.557627284458789,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,47.06644239795483,NA,NA,NA,regen,NA,DU,NA,NA,263.044778444194,260,15,47,1048581.8787084064,451609.97487779416,Y,sim regen
1048552.0740035495,451606.24264409364,s606,NA,ph_1,258,Hw,1.5,NA,DS,7.034028836671363,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,30.03747659175118,NA,NA,NA,regen,NA,DU,NA,NA,262.8624052261118,260,15,30,1048581.8787084064,451609.97487779416,Y,sim regen
1048552.7685962601,451602.3034130816,s607,NA,ph_1,258,Hw,-2.5,NA,DS,8.128062467244842,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,30.103986446980738,NA,NA,NA,regen,NA,DU,NA,NA,255.2363583092738,260,15,30,1048581.8787084064,451609.97487779416,Y,sim regen
1048533.1890080646,451603.928136471,s608,NA,ph_1,258,Hw,2.5,NA,SN,16.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,49.063734060913056,NA,NA,NA,regen,NA,DU,NA,NA,262.92072152100036,260,15,49,1048581.8787084064,451609.97487779416,Y,sim regen
1048551.2898084851,451620.1201247134,s662,NA,ph_1,259,Hw,0.5,NA,DS,7.96793873059691,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,23.005434140654682,NA,NA,NA,regen,NA,DU,NA,NA,261.2453642667683,260,15,23,1048574.0272108932,451623.6216289232,Y,sim regen
1048534.7217248615,451616.18329794006,s663,NA,ph_1,259,Hw,-0.5,NA,DS,8.928658182490722,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,40.00312487793922,NA,NA,NA,regen,NA,DU,NA,NA,259.2838400545296,260,15,40,1048574.0272108932,451623.6216289232,Y,sim regen
1048527.3071260575,451617.92218395544,s664,NA,ph_1,259,Hw,2.5,NA,DS,7.026627061858508,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,47.06644239795483,NA,NA,NA,regen,NA,DU,NA,NA,263.044778444194,260,15,47,1048574.0272108932,451623.6216289232,Y,sim regen
1048528.9865265212,451614.156601121,s665,NA,ph_1,259,Hw,-1.5,NA,DS,7.88075380841118,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,46.02445002387318,NA,NA,NA,regen,NA,DU,NA,NA,258.1323211605658,260,15,46,1048574.0272108932,451623.6216289232,Y,sim regen
1048545.2073137894,451620.0630434004,s666,NA,ph_1,259,Hw,1.5,NA,DS,7.082396753049398,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,29.038767191463208,NA,NA,NA,regen,NA,DU,NA,NA,262.9609361341638,260,15,29,1048574.0272108932,451623.6216289232,Y,sim regen
1048559.6892150422,451618.5548868757,s667,NA,ph_1,259,Hw,-2.5,NA,SN,16.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,15.20690632574555,NA,NA,NA,regen,NA,DU,NA,NA,250.53767779197437,260,15,15,1048574.0272108932,451623.6216289232,Y,sim regen
1048556.0266331976,451639.89258128376,s721,NA,ph_1,266,Hw,-1.5,NA,DS,6.199250227072738,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,21.0535032714273,NA,NA,NA,regen,NA,DU,NA,NA,255.91438322002512,260,15,21,1048576.4471237443,451645.0164046443,Y,sim regen
1048560.1395123872,451639.60236624145,s722,NA,ph_1,266,Hw,-2.5,NA,DS,6.068974353458925,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,17.18284027743958,NA,NA,NA,regen,NA,DU,NA,NA,251.63411387596742,260,15,17,1048576.4471237443,451645.0164046443,Y,sim regen
1048549.9441385018,451639.83549997077,s723,NA,ph_1,266,Hw,-0.5,NA,DS,8.140462815161678,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,27.004629232781554,NA,NA,NA,regen,NA,DU,NA,NA,258.9390883097358,260,15,27,1048576.4471237443,451645.0164046443,Y,sim regen
1048546.8160670651,451640.2993631908,s724,NA,ph_1,266,Hw,0.5,NA,DS,8.378709722217081,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,30.004166377354995,NA,NA,NA,regen,NA,DU,NA,NA,260.9548412538722,260,15,30,1048576.4471237443,451645.0164046443,Y,sim regen
1048534.013566276,451638.04193688114,s725,NA,ph_1,266,Hw,0.5,NA,DS,6.388979291653872,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,43.00290687848904,NA,NA,NA,regen,NA,DU,NA,NA,260.66619997018313,260,15,43,1048576.4471237443,451645.0164046443,Y,sim regen
1048560.1395123872,451639.60236624145,s726,NA,ph_1,266,Hw,-2.5,NA,SN,16.5,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,17.18284027743958,NA,NA,NA,regen,NA,DU,NA,NA,251.63411387596742,260,15,17,1048576.4471237443,451645.0164046443,Y,sim regen
1264058.7080034758,476874.2573204886,s1,NA,mi_1,136,Dr,-1.5,NA,LS,7.9,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,22.54994456755936,NA,NA,NA,regen,NA,-,NA,NA,142.18592516570965,146,21.5,22.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264061.2146197588,476872.32940067444,s2,NA,mi_1,136,Ep,-2.5,NA,LS,10.881968599743605,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,25.622255950637914,NA,NA,NA,regen,NA,-,NA,NA,140.40066066347944,146,21.5,25.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264055.951046089,476871.1915113022,s3,NA,mi_1,136,Fd,2.5,NA,LS,17.112192135365394,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,23.632604596192948,NA,NA,NA,regen,NA,-,NA,NA,152.0724564072077,146,21.5,23.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264070.4900615793,476849.63653441577,s4,NA,mi_1,136,Fd,2.5,NA,LS,16.01308306162661,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,49.563091106185055,NA,NA,NA,regen,NA,-,NA,NA,148.89126959622055,146,21.5,49.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264061.2536268893,476865.1184036252,s5,NA,mi_1,136,Fd,1.5,NA,LS,17.846123382855424,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,31.535694062442957,NA,NA,NA,regen,NA,-,NA,NA,148.72631099390625,146,21.5,31.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264067.0958970278,476861.82175690035,s6,NA,mi_1,136,Fd,-1.5,NA,LS,22.76052310148649,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,NA,NA,37.52998800959041,NA,NA,NA,regen,NA,-,NA,NA,143.70938995736148,146,21.5,37.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264062.102168027,476862.0720980041,s7,NA,mi_1,136,Fd,2.5,NA,LS,11.15,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,34.590461112855955,NA,NA,NA,regen,NA,-,NA,NA,150.14462374110428,146,21.5,34.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264059.0168552755,476868.43455391546,s15,NA,mi_1,136,Mv,1.5,NA,LL,4.6593101703573945,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,27.54087870784082,NA,NA,NA,regen,NA,-,NA,NA,149.1221304621157,146,21.5,27.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264058.1488105722,476875.0863580612,s16,NA,mi_1,136,Mv,-1.5,NA,LL,4.333647279873679,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,21.552262062252307,NA,NA,NA,regen,NA,-,NA,NA,142.0090869015702,146,21.5,21.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264074.0760565384,476853.26153650566,s17,NA,mi_1,136,Mv,-2.5,NA,LS,4.65,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,48.56439024635232,NA,NA,NA,regen,NA,-,NA,NA,143.04922089099364,146,21.5,48.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264066.0165183514,476856.2688349962,s18,NA,mi_1,136,Mv,2.5,NA,DS,3.974861034054754,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,41.57523301197481,NA,NA,NA,regen,NA,-,NA,NA,149.4473868518652,146,21.5,41.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264062.102168027,476862.0720980041,s19,NA,mi_1,136,Mv,2.5,NA,SN,4.328689126642571,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,34.590461112855955,NA,NA,NA,regen,NA,-,NA,NA,150.14462374110428,146,21.5,34.5,1264044.8826067888,476892.0718765159,Y,sim regen
1264069.1471402613,476880.38267675304,s20,NA,mi_1,140,Dr,1.5,NA,LS,7.9,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,26.542418879973994,NA,NA,NA,regen,NA,-,NA,NA,149.23970029610214,146,21.5,26.5,1264055.572084678,476903.19096178096,Y,sim regen
1264081.7192288067,476863.53208063287,s21,NA,mi_1,140,Ep,0.5,NA,LS,11.921947403574249,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,47.502631506054485,NA,NA,NA,regen,NA,-,NA,NA,146.60309119438054,146,21.5,47.5,1264055.572084678,476903.19096178096,Y,sim regen
1264069.127636696,476883.98817527766,s22,NA,mi_1,140,Fd,-0.5,NA,LS,17.492566569471343,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,23.50531854708632,NA,NA,NA,regen,NA,-,NA,NA,144.7811247648687,146,21.5,23.5,1264055.572084678,476903.19096178096,Y,sim regen
1264083.1074592827,476863.2622359638,s23,NA,mi_1,140,Fd,-0.5,NA,LS,14.147860968072706,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,48.5025772511111,NA,NA,NA,regen,NA,-,NA,NA,145.40934278535332,146,21.5,48.5,1264055.572084678,476903.19096178096,Y,sim regen
1264080.0416500962,476866.0191933505,s24,NA,mi_1,140,Fd,0.5,NA,LS,19.71389077712743,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,44.50280890011326,NA,NA,NA,regen,NA,-,NA,NA,146.64374571417537,146,21.5,44.5,1264055.572084678,476903.19096178096,Y,sim regen
1264072.502297682,476875.4084513177,s25,NA,mi_1,140,Fd,1.5,NA,LS,23.817541485337564,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,NA,NA,32.53459696999488,NA,NA,NA,regen,NA,-,NA,NA,148.64254529406472,146,21.5,32.5,1264055.572084678,476903.19096178096,Y,sim regen
1264069.667326034,476886.7646362297,s26,NA,mi_1,140,Fd,-2.5,NA,LS,11.15,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,21.644860821913362,NA,NA,NA,regen,NA,-,NA,NA,139.36748538486154,146,21.5,21.5,1264055.572084678,476903.19096178096,Y,sim regen
1264079.2126125237,476865.46000044706,s34,NA,mi_1,140,Mv,1.5,NA,LL,4.643350009433839,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,44.52527372178637,NA,NA,NA,regen,NA,-,NA,NA,147.93058744116698,146,21.5,44.5,1264055.572084678,476903.19096178096,Y,sim regen
1264073.890528158,476875.1386066486,s35,NA,mi_1,140,Mv,0.5,NA,LL,4.744378921541127,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,33.50373113550191,NA,NA,NA,regen,NA,-,NA,NA,146.85509739626673,146,21.5,33.5,1264055.572084678,476903.19096178096,Y,sim regen
1264079.5019607581,476863.24273239844,s36,NA,mi_1,140,Mv,2.5,NA,LS,4.65,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,46.56715580750021,NA,NA,NA,regen,NA,-,NA,NA,149.07745539942437,146,21.5,46.5,1264055.572084678,476903.19096178096,Y,sim regen
1264078.0552195862,476874.3290726414,s37,NA,mi_1,140,Mv,-2.5,NA,DS,4.227574336452415,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,36.585516259853435,NA,NA,NA,regen,NA,-,NA,NA,142.08175113593262,146,21.5,36.5,1264055.572084678,476903.19096178096,Y,sim regen
1264076.6864926754,476870.99341878586,s38,NA,mi_1,140,Mv,0.5,NA,SN,4.656831299049671,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,38.50324661635691,NA,NA,NA,regen,NA,-,NA,NA,146.7440592028887,146,21.5,38.5,1264055.572084678,476903.19096178096,Y,sim regen
1264092.036674775,476872.0326779521,s39,NA,mi_1,141,Dr,0.5,NA,LS,7.9,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,46.502688094345686,NA,NA,NA,regen,NA,-,NA,NA,146.61605990839922,146,21.5,46.5,1264066.44872355,476910.8625215276,Y,sim regen
1264092.8462087824,476876.19736938016,s40,NA,mi_1,141,Ep,-2.5,NA,LS,11.899779195908065,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,43.57177985806869,NA,NA,NA,regen,NA,-,NA,NA,142.71075732150817,146,21.5,43.5,1264066.44872355,476910.8625215276,Y,sim regen
1264080.8723202709,476885.00793087855,s41,NA,mi_1,141,Fd,2.5,NA,LS,16.497179732502996,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,29.605742686174924,NA,NA,NA,regen,NA,-,NA,NA,150.84400037508067,146,21.5,29.5,1264066.44872355,476910.8625215276,Y,sim regen
1264091.7278229755,476877.85544452525,s42,NA,mi_1,141,Fd,-2.5,NA,LS,19.82300354440538,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,41.57523301197481,NA,NA,NA,regen,NA,-,NA,NA,142.5526131481348,146,21.5,41.5,1264066.44872355,476910.8625215276,Y,sim regen
1264081.4315131744,476884.178893306,s43,NA,mi_1,141,Fd,2.5,NA,LS,19.478113603917887,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,30.602287496198713,NA,NA,NA,regen,NA,-,NA,NA,150.6858998395027,146,21.5,30.5,1264066.44872355,476910.8625215276,Y,sim regen
1264080.5634684712,476890.8306974518,s44,NA,mi_1,141,Fd,-0.5,NA,LS,23.77406253920854,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,NA,NA,24.50510150968569,NA,NA,NA,regen,NA,-,NA,NA,144.83086067209257,146,21.5,24.5,1264066.44872355,476910.8625215276,Y,sim regen
1264087.8329762165,476880.05320900853,s45,NA,mi_1,141,Fd,-0.5,NA,LS,11.15,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,37.50333318519835,NA,NA,NA,regen,NA,-,NA,NA,145.23610153907,146,21.5,37.5,1264066.44872355,476910.8625215276,Y,sim regen
1264092.885215913,476868.9863723309,s53,NA,mi_1,141,Mv,1.5,NA,LL,4.930871829463981,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,49.52272205765753,NA,NA,NA,regen,NA,-,NA,NA,147.7357045889284,146,21.5,49.5,1264066.44872355,476910.8625215276,Y,sim regen
1264083.648781223,476884.4682415404,s54,NA,mi_1,141,Mv,0.5,NA,LL,4.848020504325855,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,31.50396800404673,NA,NA,NA,regen,NA,-,NA,NA,146.90938044919915,146,21.5,31.5,1264066.44872355,476910.8625215276,Y,sim regen
1264086.695086844,476885.31678267824,s55,NA,mi_1,141,Mv,-2.5,NA,LS,4.65,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,NA,NA,32.59601202601324,NA,NA,NA,regen,NA,-,NA,NA,141.60129464500446,146,21.5,32.5,1264066.44872355,476910.8625215276,Y,sim regen
1264092.036674775,476872.0326779521,s56,NA,mi_1,141,Mv,0.5,NA,DS,4.133206852652039,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,46.502688094345686,NA,NA,NA,regen,NA,-,NA,NA,146.61605990839922,146,21.5,46.5,1264066.44872355,476910.8625215276,Y,sim regen
1264088.1028208854,476881.4414394846,s57,NA,mi_1,141,Mv,-1.5,NA,SN,4.284253883175343,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,36.53080891521566,NA,NA,NA,regen,NA,-,NA,NA,143.6467031338917,146,21.5,36.5,1264066.44872355,476910.8625215276,Y,sim regen
1267940.2172148202,475544.32004061417,s58,NA,mi_2,122,Cw,0.5,NA,LS,8.3,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,30.80405817420815,NA,NA,NA,regen,NA,-,NA,NA,67.93004459671843,67,15.8,30.8,1267911.6702997696,475532.7457742834,Y,sim regen
1267948.1110273728,475548.75712562405,s59,NA,mi_2,122,Ep,-0.5,NA,LL,9.8,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,39.80314057960753,NA,NA,NA,regen,NA,-,NA,NA,66.28024163848703,67,15.8,39.8,1267911.6702997696,475532.7457742834,Y,sim regen
1267951.1242304652,475546.77707332064,s60,NA,mi_2,122,Ep,2.5,NA,SN,6.4,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,41.87469402873291,NA,NA,NA,regen,NA,-,NA,NA,70.42270387304532,67,15.8,41.8,1267911.6702997696,475532.7457742834,Y,sim regen
1267952.965240172,475547.5585355776,s61,NA,mi_2,122,Fd,2.5,NA,LS,11.2,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,43.871289016850184,NA,NA,NA,regen,NA,-,NA,NA,70.26676257991748,67,15.8,43.8,1267911.6702997696,475532.7457742834,Y,sim regen
1267947.3295651157,475550.59813533095,s62,NA,mi_2,122,Fd,-2.5,NA,DS,8.9,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,39.87844029046271,NA,NA,NA,regen,NA,-,NA,NA,63.405741089528256,67,15.8,39.8,1267911.6702997696,475532.7457742834,Y,sim regen
1267928.2256625085,475552.17446025385,s107,NA,mi_2,124,Cw,2.5,NA,LS,8.3,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,26.319004540445672,NA,NA,NA,regen,NA,-,NA,NA,72.45065187590707,67,16.2,26.2,1267903.131607527,475544.2385668211,Y,sim regen
1267932.8281867758,475554.1281158963,s108,NA,mi_2,124,Ep,2.5,NA,LL,9.8,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,31.3,NA,NA,NA,regen,NA,-,NA,NA,71.58122008527705,67,16.2,31.2,1267903.131607527,475544.2385668211,Y,sim regen
1267945.8542973206,475561.8300925306,s109,NA,mi_2,124,Ep,0.5,NA,SN,6.4,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,46.20270554848493,NA,NA,NA,regen,NA,-,NA,NA,67.62005998608558,67,16.2,46.2,1267903.131607527,475544.2385668211,Y,sim regen
1267944.5430613388,475562.35986625555,s110,NA,mi_2,124,Fd,-0.5,NA,LS,11.2,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,45.20276540212999,NA,NA,NA,regen,NA,-,NA,NA,66.36622297949759,67,16.2,45.2,1267903.131607527,475544.2385668211,Y,sim regen
1267923.9012234344,475554.6842862822,s111,NA,mi_2,124,Fd,-1.5,NA,DS,8.9,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,23.248440807933765,NA,NA,NA,regen,NA,-,NA,NA,63.30068050771282,67,16.2,23.2,1267903.131607527,475544.2385668211,Y,sim regen
1267928.9155782885,475571.415032168,s156,NA,mi_2,129,Cw,-0.5,NA,LS,8.3,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,34.20365477547685,NA,NA,NA,regen,NA,-,NA,NA,66.16240207771209,67,16.2,34.2,1267897.6296778647,475557.5917751469,Y,sim regen
1267929.4453520135,475572.7262681499,s157,NA,mi_2,129,Ep,-1.5,NA,LL,9.8,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,NA,NA,35.2319457311117,NA,NA,NA,regen,NA,-,NA,NA,64.55989478568392,67,16.2,35.2,1267897.6296778647,475557.5917751469,Y,sim regen
1267941.802646237,475576.8852679668,s158,NA,mi_2,129,Ep,-0.5,NA,SN,6.4,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,48.20259329123279,NA,NA,NA,regen,NA,-,NA,NA,66.40566675852847,67,16.2,48.2,1267897.6296778647,475557.5917751469,Y,sim regen
1267942.5841084938,475575.0442582599,s159,NA,mi_2,129,Fd,1.5,NA,LS,11.2,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,NA,NA,NA,NA,48.223334600585225,NA,NA,NA,regen,NA,-,NA,NA,68.7824883944767,67,16.2,48.2,1267897.6296778647,475557.5917751469,Y,sim regen
1267921.9422705895,475567.3686782866,s160,NA,mi_2,129,Fd,0.5,NA,DS,8.9,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,NA,NA,26.20477055804916,NA,NA,NA,regen,NA,-,NA,NA,68.09329819399399,67,16.2,26.2,1267897.6296778647,475557.5917751469,Y,sim regen
