Comment,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,pt_type,pt_id,site_id,Z,origin,plot_x_utm,plot_y_utm,stem_map,graph
ts.103.mk2,6.0999999,3.7,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,393.662,1.1,0.7,2.688099,tran start,103,mk_2,393.6622000000061,diff gps,1247648.483433974,483364.40415518126,N,N
sm.009.mk2,5.5,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,392.747,1.1,0.7,1.259965,stem map,9,mk_2,392.7473000000027,diff gps,1247656.4977663867,483352.03104794654,Y,Y
ed.1.mk2,5.1999998,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,384.621,0.6,0.5,1.621162,edge,1,mk_2,384.62080000000424,diff gps,1247664.35180719,483353.2379604905,N,Y
sm.006.mk2,2.9000001,1.9,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,394.771,0.3,0.2,0.634866,stem map,6,mk_2,394.7704999999987,diff gps,1247623.2209362572,483348.93635096075,Y,Y
ed.2.mk3,5.5999999,2.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.087,0.9,0.5,1.591515,edge,2,mk_3,202.0868000000046,diff gps,1249940.7664612245,479335.9238479468,N,Y
ts.121.mk3,5.6999998,2.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,199.442,0.7,0.4,0.892916,tran start,121,mk_3,199.44199999999546,diff gps,1249939.257227108,479323.2872705547,N,N
sm.013.mk3,4,2,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.859,0.2,0.1,1.397974,stem map,13,mk_3,195.8591000000015,diff gps,1249948.2878756095,479326.652634135,Y,Y
sm.012.mk3,4.8000002,2.4000001,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,198.497,0.3,0.2,0.86861,stem map,12,mk_3,198.49739999999292,diff gps,1249946.4323662007,479312.4789770284,Y,Y
ts.120.mk3,6,5,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,195.397,0.3,0.3,1.004288,tran start,120,mk_3,195.3966999999975,diff gps,1249934.1654464537,479309.1831625271,N,N
sm.011.mk3,4.0999999,1.9,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,196.57,0.6,0.4,0.928595,stem map,11,mk_3,196.57050000000163,diff gps,1249940.9067651061,479302.6725564993,Y,Y
ts.115.mk3,3.5,1.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.379,0.4,0.3,0.88995899999999994,tran start,115,mk_3,193.37880000000587,diff gps,1249927.4763492998,479294.08410956094,N,N
sm.010.mk3,10.3000002,3.4000001,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.724,0.3,0.2,1.659963,stem map,10,mk_3,203.72410000000673,diff gps,1249925.993815415,479278.31629901304,Y,Y
ed.1.mk3,6.9000001,3.2,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,200.964,0.2,0.3,1.221166,edge,1,mk_3,200.9643999999971,diff gps,1249917.3991453236,479285.7319567427,N,Y
ip.2.mk3,21.2999992,21,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.838,0.4,0.2,1.756282,infect perim,2,mk_3,195.83759999999896,diff gps,1249924.8287972144,479293.44245231606,N,Y
ip.3.mk3,3.7,2.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,197.654,0.4,0.2,1.317728,infect perim,3,mk_3,197.65350000000035,diff gps,1249924.9618869205,479295.879387885,N,Y
te.115.mk3,4.4000001,3.0999999,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.704,0.6,0.4,0.51941,tran end,115,mk_3,203.7036999999982,diff gps,1249909.1358626885,479305.9725482218,N,Y
te.120.mk3,7.5999999,3.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.474,1.3,1.1,0.661949,tran end,120,mk_3,201.47389999999723,diff gps,1249920.1629991939,479315.91497709317,N,Y
ip.4.mk3,5.5999999,4.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.828,0.9,0.7,1.21077,infect perim,4,mk_3,202.8283999999985,diff gps,1249928.7153961086,479310.6331724226,N,Y
ip.5.mk3,7.1999998,3.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.588,0.8,0.6,0.552115,infect perim,5,mk_3,203.5880000000034,diff gps,1249939.0787554486,479313.3446645588,N,Y
te.121.mk3,7,4.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,209.891,0.8,0.4,0.844689,tran end,121,mk_3,209.8905999999988,diff gps,1249925.823610212,479328.12514381413,N,Y
lf.1.mk3,6.8000002,4.0999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.532,1.1,0.9,0.680368,landscape feat,1,mk_3,208.53190000000177,diff gps,1249936.8143722776,479312.03054354235,N,Y
lf.1.mk3,6.5999999,3.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.103,1.3,1,1.341404,landscape feat,1,mk_3,208.10319999999774,diff gps,1249932.608508928,479313.9905839605,N,Y
lf.1.mk3,5.6999998,2.7,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,196.909,2.5,2,0.229794,landscape feat,1,mk_3,196.9085999999952,diff gps,1249925.2012824086,479313.61419892847,N,Y
lf.1.mk3,5.9000001,3.3,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.992,1.3,0.8,0.410261,landscape feat,1,mk_3,201.99240000000282,diff gps,1249925.1234092412,479304.5986976695,N,Y
lf.1.mk3,5.1999998,2.3,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.621,1.6,0.8,0.2131,landscape feat,1,mk_3,203.62140000000366,diff gps,1249924.9254966504,479296.8471204983,N,Y
lf.1.mk3,5.6999998,3.3,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,200.977,1.3,0.6,1.284023,landscape feat,1,mk_3,200.9771999999939,diff gps,1249913.0424994633,479292.7719205596,N,Y
lf.1.mk3,141.3000031,99.9000015,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,204.567,1.3,0.6,1.337038,landscape feat,1,mk_3,204.56660000000556,diff gps,1249919.6333080702,479290.52712005813,N,Y
lf.1.mk3,3.2,1.9,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,214.495,1.1,0.9,0.127838,landscape feat,1,mk_3,214.4948000000004,diff gps,1249926.5585179261,479294.4942249072,N,Y
lf.1.mk3,5.5,3.2,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,201.329,1.1,0.6,0.945315,landscape feat,1,mk_3,201.32910000000265,diff gps,1249933.7852426786,479304.6065643953,N,Y
re.4.mi1,12.8999996,8.6999998,L1  Postprocessed Carrier Float,8/4/2023 0:00:00,mistletoe6.cor,210.8,1.4,1.1,3.143199,residual,4,mi_1,210.7997000000032,diff gps,1264041.3355833138,476885.10262999014,N,Y
ts.136.mi1,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012,1.2,0.8,1.143828,tran start,136,mi_1,198.0121000000072,diff gps,1264042.54204749,476890.0295341271,N,N
te.136.mi1,4.4000001,1.8,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,192.795,0.8,0.4,0.924831,tran end,136,mi_1,192.7954000000027,diff gps,1264056.9052542134,476874.247568706,N,Y
rf.1.mi1,20.1000004,13.6999998,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,203.52,0.4,0.2,2.359871,ref tree,1,mi_1,203.51989999999932,diff gps,1264050.4221019452,476948.2828546357,N,Y
rf.2.mi1,6.5999999,2.5999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,197.528,1.4,0.7,1.292999,ref tree,2,mi_1,197.52790000000095,diff gps,1264045.25183061,476967.9747458015,N,Y
ed.2.cr1,5.8000002,3.5999999,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.488,0.9,0.8,1.599013,edge,2,cr_1,99.48850000000675,diff gps,1043645.5636874118,574040.0973782844,N,Y
sm.028.cr1,4.8000002,2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,87.773,1.2,1,1.143088,stem map,28,cr_1,87.77349999999569,diff gps,1043648.4756319323,574041.7598195075,Y,Y
ts.166.cr1,5.4000001,3.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.059,0.8,0.6,1.597858,tran start,166,cr_1,103.05860000000393,diff gps,1043648.8474272744,574052.2876520341,N,N
sm.027.cr1,6.3000002,2.5,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,90.803,1,0.6,1.090715,stem map,27,cr_1,90.80280000000492,diff gps,1043659.1900604691,574056.315897099,Y,Y
ts.165.cr1,4.5999999,2.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.758,0.9,0.6,1.620118,tran start,165,cr_1,94.75819999999658,diff gps,1043662.3582377069,574059.0768028416,N,N
sm.026.cr1,13.6000004,3.3,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,94.84,0.9,0.5,1.260808,stem map,26,cr_1,94.83990000000631,diff gps,1043669.5846192265,574063.7887718065,Y,Y
ts.164.cr1,10,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548,0.8,0.5,1.378511,tran start,164,cr_1,100.54839999999967,diff gps,1043672.527472624,574067.4094452903,N,N
sm.025.cr1,6.0999999,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,86.845,1.1,0.8,1.679241,stem map,25,cr_1,86.84500000000116,diff gps,1043680.4004683623,574071.5041839147,Y,Y
ed.1.cr1,5.8000002,2.7,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,89.616,1.1,0.6,1.187031,edge,1,cr_1,89.61569999999483,diff gps,1043685.3694206892,574077.4456743002,N,Y
ip.1.cr1,6.6999998,2.9000001,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,92.621,1.3,0.7,2.43135,infect perim,1,cr_1,92.62129999999888,diff gps,1043684.9498969903,574085.3584110027,N,Y
ip.2.cr1,5.4000001,2.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,95.928,1.1,0.8,1.579001,infect perim,2,cr_1,95.92840000000433,diff gps,1043677.0244170252,574088.1676647266,N,Y
ip.3.cr1,4.6999998,3.3,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,102.195,1,0.6,2.372063,infect perim,3,cr_1,102.19500000000698,diff gps,1043657.3047008805,574088.9311275154,N,Y
ip.4.cr1,6.6999998,3.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,113.331,1.2,0.7,2.165835,infect perim,4,cr_1,113.33150000000025,diff gps,1043650.6063111329,574079.0252278475,N,Y
te.164.cr1,5.1999998,2.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.002,1,0.6,1.146661,tran end,164,cr_1,99.00179999999817,diff gps,1043648.4481639278,574093.5907589984,N,Y
te.165.cr1,4.5,2.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,107.418,1.1,0.9,1.986381,tran end,165,cr_1,107.41849999999975,diff gps,1043637.3037171374,574085.8198395459,N,Y
ip.5.cr1,6,3.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.52,0.8,0.7,1.666257,infect perim,5,cr_1,104.52039999999397,diff gps,1043638.0558972451,574080.6358375209,N,Y
ip.6.cr1,5.3000002,3.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,102.621,1,1,1.455219,infect perim,6,cr_1,102.62089999999444,diff gps,1043628.5332516714,574074.3268747865,N,Y
te.166.cr1,6.9000001,4.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519,0.9,0.8,0.557537,tran end,166,cr_1,104.51900000000025,diff gps,1043623.6066218073,574074.0492660673,N,Y
ip.7.cr1,5.8000002,3.9000001,L1L2  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,113.775,0.9,0.5,1.372481,infect perim,7,cr_1,113.77509999999893,diff gps,1043623.881924685,574072.7996347506,N,Y
ip.8.cr1,4.5,3.7,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,109.663,0.9,0.6,1.508332,infect perim,8,cr_1,109.66270000000077,diff gps,1043619.9718201954,574068.0098694445,N,Y
ip.9.cr1,10,8.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,112.532,0.9,0.7,1.898387,infect perim,9,cr_1,112.53160000000209,diff gps,1043620.3123258525,574056.5636146906,N,Y
re.1.cr1,6.3000002,2.9000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.072,2.3,1.2,1.358724,residual,1,cr_1,105.07150000000547,diff gps,1043641.5858770987,574065.5675704718,N,Y
lf.1.cr1,12.8000002,8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,106.997,2.7,1.5,0,landscape feat,1,cr_1,106.99739999999292,diff gps,1043640.6098908359,574053.096708703,N,Y
lf.1.cr1,3.0999999,2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.503,0.9,0.6,0.988717,landscape feat,1,cr_1,94.50260000000708,diff gps,1043653.0869157988,574063.5158858089,N,Y
lf.1.cr1,6.5,3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,96.976,0.9,0.6,1.041442,landscape feat,1,cr_1,96.97560000000522,diff gps,1043668.212475467,574075.7742907029,N,Y
lf.1.cr1,9.3000002,3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.473,0.9,0.6,0.945541,landscape feat,1,cr_1,104.47329999999783,diff gps,1043673.5285392434,574094.285348382,N,Y
re.2.cr1,8,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.059,0.5,0.4,1.116904,residual,2,cr_1,105.05899999999383,diff gps,1043638.1685485502,574055.6150278635,N,Y
rf.1.cr1,4.9000001,3.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,175.381,1.6,1.7,0.063525,ref tree,1,cr_1,175.38120000000345,diff gps,1043066.6233898385,574452.6481502178,N,Y
rf.2.cr1,11,5.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,163.825,1.1,0.7,1.770026,ref tree,2,cr_1,163.8251000000018,diff gps,1043073.9965136952,574465.1085927483,N,Y
ip.1.cr2,6.9000001,3.2,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,139.603,1.2,0.7,1.670977,infect perim,1,cr_2,139.60289999999804,diff gps,1041615.9972201687,579398.9740458244,N,Y
ip.2.cr2,6.6999998,3.0999999,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.561,1,0.5,1.084373,infect perim,2,cr_2,136.56059999999707,diff gps,1041606.2255433323,579400.4174315553,N,Y
te.222.cr2,9.8999996,3.8,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.464,1.2,0.7,1.178866,tran end,222,cr_2,141.46420000000217,diff gps,1041602.2482614865,579404.2107824124,N,Y
te.221.cr2,6.5,2.8,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.103,0.8,0.6,1.332301,tran end,221,cr_2,140.1024999999936,diff gps,1041588.094183445,579409.7180468357,N,Y
ip.3.cr2,21.7999992,13.8000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,136.417,0.9,0.5,0.760988,infect perim,3,cr_2,136.41680000000633,diff gps,1041586.4500270418,579403.4221817078,N,Y
ip.4.cr2,8.6000004,2.8,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.895,0.9,0.6,0.96082,infect perim,4,cr_2,136.89479999999458,diff gps,1041572.9837500217,579405.8953538133,N,Y
te.219.cr2,8,2.7,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,146.262,1.1,0.6,1.108688,tran end,219,cr_2,146.2624000000069,diff gps,1041571.4398954175,579414.8229017248,N,Y
ip.5.cr2,7,3.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.972,1,0.6,1.805355,infect perim,5,cr_2,141.9722000000038,diff gps,1041560.8725617838,579398.937979775,N,Y
ed.1.cr2,7.3000002,2,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.029,1.3,0.8,1.176573,edge,1,cr_2,140.02880000000005,diff gps,1041559.611745178,579392.7285066722,N,Y
sm.029.cr2,13.8000002,6,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,140.125,1.6,0.9,2.370085,stem map,29,cr_2,140.12519999999495,diff gps,1041563.4406381834,579384.4516460913,Y,Y
ts.219.cr2,8.3999996,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238,1.1,0.7,1.118786,tran start,219,cr_2,130.2378000000026,diff gps,1041573.6331818332,579391.2031860228,N,N
sm.030.cr2,5.8000002,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,134.374,1.1,0.6,0.366099,stem map,30,cr_2,134.3744000000006,diff gps,1041580.331239231,579385.400713357,Y,Y
ts.221.cr2,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.628,1.1,0.7,0.843787,tran start,221,cr_2,136.62780000000203,diff gps,1041586.144592872,579386.9842823403,N,N
sm.031.cr2,6.3000002,4.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.519,1,0.9,1.214645,stem map,31,cr_2,146.51940000000468,diff gps,1041590.9217224421,579377.5874555461,Y,Y
ts.222.cr2,12.6999998,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.333,1.5,0.9,1.895627,tran start,222,cr_2,128.33310000000347,diff gps,1041600.4066552455,579382.7948520608,N,N
sm.035.cr2,7.3000002,2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.54,1,0.7,1.044438,stem map,35,cr_2,142.53979999999865,diff gps,1041605.2020671457,579371.1047668881,Y,Y
ed.2.cr2,14.8999996,8.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.029,1.3,1,1.56424,edge,2,cr_2,146.02880000000002,diff gps,1041613.6505172787,579377.9217957415,N,Y
lf.1.cr2,7,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.309,1.3,1.1,1.617948,landscape feat,1,cr_2,141.30899999999383,diff gps,1041609.8764962365,579378.3165137206,N,Y
lf.1.cr2,3.7,2.5999999,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.024,1.2,1.1,0.39922,landscape feat,1,cr_2,142.02419999999984,diff gps,1041590.1341226789,579389.3697548736,N,Y
lf.1.cr2,5.1999998,3.3,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.359,1.2,1.3,1.099641,landscape feat,1,cr_2,144.35899999999674,diff gps,1041573.2234954068,579402.5967204361,N,Y
lf.1.cr2,5.9000001,3,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.117,0.8,0.9,0.28078,landscape feat,1,cr_2,144.11710000000315,diff gps,1041558.1191246462,579399.7671750917,N,Y
ed.2.ph1,8.1000004,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,278.775,3.3,2.2,0.918379,edge,2,ph_1,278.77449999999953,diff gps,1048576.696918126,451664.17429259804,N,Y
ip.1.ph1,6.8000002,4.8000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.847,1.9,1.6,1.711343,infect perim,1,ph_1,262.84739999999874,diff gps,1048572.3426695043,451658.45308106457,N,Y
te.266.ph1,8,5.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,263.077,1.6,1.2,0.776874,tran end,266,ph_1,263.0767000000051,diff gps,1048561.675007449,451642.4116819793,N,Y
te.259.ph1,5.9000001,3.5,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,265.401,1.3,0.9,1.063079,tran end,259,ph_1,265.4005999999936,diff gps,1048559.2550945982,451621.0169062582,N,Y
ip.2.ph1,5.3000002,3.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,258.796,0.9,0.8,0.533256,infect perim,2,ph_1,258.7963000000018,diff gps,1048567.2202594229,451622.91919391917,N,Y
ip.3.ph1,5.1999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.017,1,0.9,0.951348,infect perim,3,ph_1,262.0167999999976,diff gps,1048567.9238291272,451608.67429987516,N,Y
te.258.ph1,12,6.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,261.856,1.7,1,0.641216,tran end,258,ph_1,261.8561999999947,diff gps,1048567.1065921112,451607.3701551292,N,Y
ed.1.ph1,4.4000001,2.5,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,264.623,1.6,1,0.560336,edge,1,ph_1,264.6229000000021,diff gps,1048588.7018540977,451601.7431109359,N,Y
sm.036.ph1,4.1999998,2.2,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,269.127,0.8,0.7,0.433807,stem map,36,ph_1,269.12669999999343,diff gps,1048588.0209797686,451607.9435126535,Y,Y
ts.258.ph1,4.3000002,2.5,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509,0.9,0.7,0.828031,tran start,258,ph_1,260.50930000000517,diff gps,1048585.4930524048,451615.3974007414,N,N
sm.037.ph1,5.6999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,266.66,1.3,0.9,1.309719,stem map,37,ph_1,266.6603000000032,diff gps,1048585.0065107183,451625.8559806762,Y,Y
ts.259.ph1,5.5,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.705,1.6,1.2,1.405187,tran start,259,ph_1,268.7051999999967,diff gps,1048576.8842272628,451626.34075241676,N,N
sm.038.ph1,28.2000008,12.3000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,275.549,2.8,1.6,1.106742,stem map,38,ph_1,275.54869999999937,diff gps,1048579.7397880454,451634.1242030231,Y,Y
ts.266.ph1,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072,2.6,1.5,0.636763,tran start,266,ph_1,273.07240000000456,diff gps,1048577.543487261,451644.482208373,N,N
sm.039.ph1,12.1999998,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,293.019,2.6,1.7,1.294754,stem map,39,ph_1,293.0194000000047,diff gps,1048580.963659624,451647.29021545337,Y,Y
sm.052.cr3,8,3.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,86.047,2,1,1.181212,stem map,52,cr_3,86.04730000000563,diff gps,1040196.752833707,583739.16959149,Y,Y
ed.2.cr3,6,3.9000001,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,88.824,0.9,0.6,0.809964,edge,2,cr_3,88.8237999999983,diff gps,1040195.2203132887,583730.3376476148,N,Y
ts.324.cr3,6.6999998,3.7,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,91.338,0.9,0.6,1.624804,tran start,324,cr_3,91.33779999999388,diff gps,1040207.0983404205,583736.0317062954,N,N
sm.051.cr3,141.3000031,99.9000015,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.469,1.8,0.9,2.557142,stem map,51,cr_3,84.46920000000682,diff gps,1040212.6251981396,583740.4733242827,Y,Y
ts.252.cr3,9.8000002,5.5,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,84.684,1.2,0.9,0.78322,tran start,252,cr_3,84.68409999999858,diff gps,1040220.3898762434,583740.7551988551,N,N
sm.050.cr3,4.6999998,2.5999999,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,88.749,1.9,1.3,1.486633,stem map,50,cr_3,88.74850000000151,diff gps,1040224.8196505285,583746.4000576611,Y,Y
ts.249.cr3,4.3000002,2.5999999,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,83.358,0.9,0.6,0.79277,tran start,249,cr_3,83.35839999999735,diff gps,1040237.1042834879,583737.8421778519,N,N
sm.049.cr3,5.9000001,2.8,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,85.452,1.3,0.8,1.992271,stem map,49,cr_3,85.45239999999467,diff gps,1040243.0995895951,583743.9852391253,Y,Y
ed.1.cr3,4.4000001,2.3,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,87.571,0.8,0.6,0.22173,edge,1,cr_3,87.57080000000133,diff gps,1040247.7234892141,583741.4816751896,N,Y
te.249.cr3,6.3000002,5.4000001,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,95.606,1.4,1.1,1.852927,tran end,249,cr_3,95.60619999999471,diff gps,1040246.4983718954,583688.4844022276,N,Y
te.252.cr3,5.9000001,2.4000001,Postprocessed Code,7/19/2024 0:00:00,mistletoecr3.cor,98.083,1.8,1,1.533903,tran end,252,cr_3,98.08269999999902,diff gps,1040234.2983251868,583690.6278920355,N,Y
te.324.cr3,5.6999998,4.3000002,L1  Postprocessed Carrier Float,7/19/2024 0:00:00,mistletoecr3.cor,97.822,1.4,1,2.010032,tran end,324,cr_3,97.82210000000487,diff gps,1040213.3778768384,583683.3723244914,N,Y
ts.168.ph2,6.6999998,3,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,71.466,1,0.6,0.713031,tran start,168,ph_2,71.46630000000005,r adj,1046851.0208696637,455092.69540680054,Y,Y
ts.235.ph2,6.5,3.0999999,Postprocessed Code,6/11/2024 0:00:00,mistletoe11.cor,69.338,1,0.6,0.945372,tran start,235,ph_2,69.33789999999863,r adj,1046846.0054989413,455082.92180496495,Y,Y
ts.320.ph3,4.0999999,1.6,L1  Postprocessed Carrier Float,6/13/2024 0:00:00,mistletoe11.cor,63.043,0.6,0.4,0.199507,tran start,320,ph_3,63.04309999999532,r adj,1050211.2625131672,447251.72607784736,Y,Y
ts.321.ph3,5.5999999,1.9,L1  Postprocessed Carrier Float,6/13/2024 0:00:00,mistletoe11.cor,59.247,0.7,0.5,0.238845,tran start,321,ph_3,59.247099999993225,r adj,1050217.8611965121,447238.8585253495,Y,Y
ts.322.ph3,6.1999998,2.2,L1L2  Postprocessed Carrier Float,6/13/2024 0:00:00,mistletoe11.cor,58.066,1.2,0.6,1.035543,tran start,322,ph_3,58.06570000000647,r adj,1050223.3424884726,447226.09528115246,Y,Y
ts.2.mi1,13.6000004,6.3000002,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,196.072,0.7,0.4,1.462814,tran start,140,mi_1,196.07200000000012,r adj,1264055.5720846779,476903.19096178096,Y,Y
ts.3.mi1,6.6999998,3.5999999,L1  Postprocessed Carrier Float,6/28/2023 0:00:00,mistletoe.cor,193.51,1.1,0.6,1.219199,tran start,141,mi_1,193.5100999999995,r adj,1264066.44872355,476910.8625215276,Y,Y
ts.1.mi2,6.4000001,3.3,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.52,1,0.7,2.061388,tran start,122,mi_2,201.51989999999932,r adj,1267911.6702997696,475532.7457742834,Y,Y
