tt_var,median_C,min_C,max_C,median_I,min_I,max_I,median_S,min_S,max_S
mature.sp,378.6976931838699,0,1684.986808142029,17.832336608523008,0,180.04678736651593,9.978847704623082,0,47.01184795515619
regen.sl_ni_rm,26.70072510250099,0.02195082192599363,1452.569708693331,26.893385946668733,0.022748653460159685,1006.4139706552941,23.507140319250535,0.033920177660463034,1310.484998834157
regen.sl_i_tot_rm,14.174046363584333,0,468.2204899425509,13.668887747631484,0,229.35068361113332,10.445278575636605,0,542.940124051484
regen.p_int,0.5658367415775002,0,1,0.45067164285231226,0,1,0.5166196750764593,0,1
