SITE_IDENTIFIER,schedule,IP_UTM,IP_NRTH,IP_EAST,BC_ALBERS_X,BC_ALBERS_Y,Longitude,Latitude,TSA,TSA_DESC,TFL,FIZ,BEC_ZONE,BEC_SBZ,BEC_VAR,owner,SAMPLE_ESTABLISHMENT_TYPE,TOTAL_PERIOD,MGMT_UNIT,OWN_SCHED_DESCRIP,GRID_BASE,GRID_SIZE,SITE_STATUS_CODE
4020408,,,,,,,,,22,Okanagan TSA,,G,ICH,mw,,,PSP_R,33,TSA22_Okanagan,,,,A
4020409,,,,,,,,,22,Okanagan TSA,,G,ICH,mw,,,PSP_R,33,TSA22_Okanagan,,,,A
4020410,,,,,,,,,22,Okanagan TSA,,G,ICH,mw,,,PSP_R,33,TSA22_Okanagan,,,,A
4020411,,,,,,,,,22,Okanagan TSA,,G,ICH,mw,,,PSP_R,33,TSA22_Okanagan,,,,A
4020412,,,,,,,,,22,Okanagan TSA,,G,ICH,mw,,,PSP_R,33,TSA22_Okanagan,,,,A
4020413,,,,,,,,,22,Okanagan TSA,,G,ICH,mw,,,PSP_R,33,TSA22_Okanagan,,,,A
4020461,C,11,5566631,380639,1521559.42503176,607469.919331729,-118.673875425286,50.239774801655,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020462,C,11,5566553,380613,1521543.43427178,607389.232258508,-118.674215308278,50.2390683430347,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020463,C,11,5566317,380525,1521485.79263161,607143.93012696,-118.675374432522,50.2369289604777,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,66,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020464,C,11,5566231,380536,1521507.51212502,607059.950731105,-118.675193152561,50.2361580577674,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020465,C,11,5566567,380495,1521424.615522,607388.304991318,-118.675873735835,50.2391703539152,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,72,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020466,C,11,5566495,380466,1521404.89454017,607313.19661354,-118.676257527664,50.2385172219922,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,72,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020467,C,11,5566412,380437,1521386.55580181,607227.169993118,-118.676637839905,50.2377652007228,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020468,C,11,5566333,380412,1521371.68246204,607145.616225541,-118.676963336382,50.2370499468272,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,66,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020469,C,11,5566569,380377,1521307.30479269,607375.466960851,-118.677528383031,50.2391644631823,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,66,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020470,C,11,5566494,380334,1521274.07230665,607295.622242689,-118.678107441445,50.238481522294,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,66,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020471,C,11,5566415,380319,1521269.1192325,607215.324636411,-118.678292753791,50.2377682894149,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,66,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020472,C,11,5566345,380298,1521257.08296578,607143.20654011,-118.678565001277,50.2371347495699,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020473,C,11,5566554,380266,1521199.07455417,607346.63463029,-118.679079540097,50.2390071401215,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020474,C,11,5566494,380228,1521168.91719468,607282.306685176,-118.679593229468,50.2384600521417,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020475,N,10,5566526,380793,1094730.47598235,581245.366270471,-124.671683741184,50.2388619481558,39,Sunshine Coast TSA,,B,MH,mm,1,60,PSP_R,43,TSA39_SunshineCoast,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,IA
4020476,C,11,5566342,380170,1521130.4800019,607124.149756138,-118.680358160965,50.237081844969,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_R,43,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020525,C,11,5566037,395781,1536655.61089233,608783.64601098,-118.46144483539,50.2372984774819,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020526,C,11,5566032,395979,1536852.66669674,608803.586502886,-118.458667899873,50.2372884023424,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020527,C,11,5566033,396183,1537054.91993842,608830.237632686,-118.45580849917,50.2373332593697,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020528,C,11,5566038,396384,1537253.6937476,608860.482227699,-118.452992239097,50.2374134833239,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020529,C,11,5565952,397346,1538218.87270368,608896.124036605,-118.439483504014,50.2368081301839,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020530,C,11,5565951,397538,1538409.4733994,608919.283256015,-118.436791779745,50.2368324532111,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020531,C,11,5565959,397764,1538632.67149907,608955.653214127,-118.433625865655,50.236943513495,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020532,B,11,5566465,390975,1531833.98254708,608604.120657972,-118.528936728423,50.240279474449,22,Okanagan TSA,,G,ICH,xm,1,79,PSP_G,51,TSA22_Okanagan,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020533,B,11,5566465,390778,1531638.54992319,608579.352760576,-118.531698355645,50.240243100815,22,Okanagan TSA,,G,ICH,xm,1,79,PSP_G,51,TSA22_Okanagan,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020534,B,11,5566464,390576,1531438.28289839,608552.964050652,-118.534529780356,50.2401967454176,22,Okanagan TSA,,G,ICH,xm,1,79,PSP_G,51,TSA22_Okanagan,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020535,B,11,5566521,390401,1531257.50658391,608587.540525552,-118.536999473887,50.2406767741066,22,Okanagan TSA,,G,ICH,xm,1,79,PSP_G,30,TSA22_Okanagan,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020536,C,11,5570569,396989,1537283.70138115,613434.139626697,-118.445743910854,50.2782564937135,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020537,C,11,5570632,396792,1537080.34738061,613471.895032404,-118.44852503049,50.2787884950605,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020538,C,11,5570303,395790,1536127.75605101,613019.279369265,-118.462492623943,50.2756544908961,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020539,C,11,5570339,395647,1535981.36861215,613037.027786115,-118.464508734531,50.2759528921262,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020540,C,11,5570488,395414,1535731.48151369,613155.624499944,-118.467818757934,50.2772512637502,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020541,C,11,5570621,395256,1535558.00885563,613267.772785109,-118.470072276226,50.278419003634,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,52,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020542,C,11,5571037,395916,1536160.38454671,613763.726080152,-118.460926938597,50.2822758907999,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,47,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020543,C,11,5570990,395740,1535991.70642505,613694.934191971,-118.463383467681,50.2818222609655,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,47,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020544,C,11,5570942,395544,1535803.31393174,613622.634432206,-118.4661202907,50.2813560492868,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,47,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020545,C,11,5570912,395352,1535616.62430987,613568.705770981,-118.468805917088,50.281052314723,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,47,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020546,C,11,5571752,395872,1536026.76122384,614467.934698456,-118.461741237087,50.2886964645515,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020547,C,11,5571670,395692,1535858.52084981,614363.896496431,-118.464244561257,50.2879274347571,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020548,C,11,5571590,395515,1535693.00450616,614262.221361658,-118.466706258845,50.2871768642194,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020549,C,11,5571419,395267,1535468.50693759,614061.285527235,-118.470138965752,50.2855954953116,22,Okanagan TSA,,G,ICH,mw,2,62,PSP_G,47,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020599,C,11,5558808,390909,1532731.45004333,600995.829404848,-118.527662441391,50.1714268218956,22,Okanagan TSA,,G,ICH,dw,4,62,PSP_G,0,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020600,C,11,5558687,390728,1532567.09086696,600852.980935235,-118.530161381197,50.170305606013,22,Okanagan TSA,,G,ICH,dw,4,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020601,C,11,5558606,390557,1532407.62277217,600751.090698106,-118.532531731026,50.1695458072173,22,Okanagan TSA,,G,ICH,dw,4,62,PSP_G,51,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020602,C,11,5558913,390766,1532576.3731066,601082.066847607,-118.529694337625,50.1723444839036,22,Okanagan TSA,,G,ICH,dw,4,62,PSP_G,0,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020603,C,11,5559050,390606,1532400.4065889,601197.928091981,-118.531973491558,50.1735466686354,22,Okanagan TSA,,G,ICH,dw,4,62,PSP_G,0,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020642,C,11,5558629,389560,1531415.5828018,600648.591235219,-118.546494040598,50.1695675879521,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,10,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020643,,,,,,,,,22,Okanagan TSA,,G,ESSF,mv,,,PSP_G,10,TSA22_Okanagan,,,,IA
4020644,,,,,,,,,22,Okanagan TSA,,G,ESSF,mv,,,PSP_G,10,TSA22_Okanagan,,,,IA
4020645,,,,,,,,,22,Okanagan TSA,,G,ESSF,mv,,,PSP_G,10,TSA22_Okanagan,,,,IA
4020646,,,,,,,,,22,Okanagan TSA,,G,ESSF,mv,,,PSP_G,10,TSA22_Okanagan,,,,IA
4020647,,,,,,,,,22,Okanagan TSA,,G,ESSF,mv,,,PSP_G,10,TSA22_Okanagan,,,,IA
4020707,C,11,5576452,366063,1505866.91379337,615388.178524385,-118.881651888782,50.3249303418068,22,Okanagan TSA,,G,ICH,dw,4,62,PSP_G,28,TSA22_Okanagan,Crown - Forest Management Unit,,,A
4020708,B,11,5577055,362829,1502583.41779984,615580.932008884,-118.927277956087,50.3296064636451,22,Okanagan TSA,,G,ICH,xm,1,79,PSP_G,10,TSA22_Okanagan,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020748,C,11,5559618,358731,1500706.05984424,597759.852058528,-118.978317313264,50.1719095300449,22,Okanagan TSA,,G,ICH,xm,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020749,C,11,5559686,358912,1500877.09551467,597850.033900959,-118.975809419293,50.1725638729505,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020750,C,11,5559077,357822,1499872.11546509,597108.964782864,-118.990836628177,50.1668293946466,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020751,C,11,5558869,357841,1499917.0479249,596904.916832208,-118.99049307262,50.1649643736824,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,17,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020752,C,11,5558830,358636,1500710.63607701,596965.885057684,-118.97935416016,50.1648039973601,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020753,C,11,5558905,358899,1500962.14560271,597073.294373852,-118.975701803693,50.1655408077796,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020754,C,11,5558967,359085,1501138.89560377,597158.14796624,-118.973122014996,50.1661423495884,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020755,C,11,5559026,359278,1501322.96616333,597240.90235307,-118.970443095718,50.1667185317099,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,30,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020756,C,11,5557777,357924,1500136.32454156,595831.571827,-118.988924212457,50.155168968397,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020757,C,11,5557961,357920,1500109.28330042,596013.679569806,-118.989048813029,50.156821872715,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,20,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020758,C,11,5558184,357929,1500090.24846708,596236.122791641,-118.989006090381,50.1588284391756,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,17,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020759,C,11,5558392,357914,1500049.2845386,596440.670894154,-118.989293570541,50.1606944265152,22,Okanagan TSA,,G,ICH,mk,1,62,PSP_G,17,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020760,C,11,5552005,372600,1515420.94949237,591944.228008589,-118.781658022619,50.1066174370919,22,Okanagan TSA,,G,ESSF,dc,1,62,PSP_G,10,TSA22_Okanagan,Crown - Forest Management Unit,,,IA
4020803,B,11,5554032,443222,1585236.62198233,602845.88639981,-117.794491330213,50.1358008007954,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,51,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020804,B,11,5553831,443220,1585260.01952341,602646.138251929,-117.794489379288,50.1339930208168,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,52,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020805,B,11,5553629,443213,1585278.58219751,602444.766770757,-117.794557232691,50.1321757686894,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,30,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020806,B,11,5552694,445031,1587200.50285662,601746.302603136,-117.768987700912,50.1239385172297,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,30,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020807,B,11,5552477,445020,1587216.99423616,601529.540666622,-117.769110299164,50.1219860061377,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,30,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020808,B,11,5552274,445007,1587229.73290947,601326.421669326,-117.769262879998,50.1201592117575,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,51,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020809,B,11,5551766,446866,1589138.44033539,601056.974925053,-117.743190115724,50.1157600587411,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,51,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020810,B,11,5551661,446687,1588974.09409939,600930.158646142,-117.745678914527,50.1147997316935,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,51,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020811,B,11,5551567,446525,1588825.22596819,600816.406970335,-117.747931404819,50.113939807468,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,30,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020812,B,11,5551459,446352,1588667.2112343,600687.371727485,-117.750335682036,50.1129529423036,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,20,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020884,B,11,5565496,447189,1587724.41612862,614725.657940528,-117.740579076637,50.239263143404,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,0,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,IA
4020885,B,11,5564757,447496,1588122.3578246,614030.876658974,-117.736171984603,50.2326447124999,1,Arrow TSA,,G,ICH,mw,2,79,PSP_G,27,TSA01_Arrow,Crown Tenure - Community Forest Agreement/Schedule B,,,A
4020978,U,11,5582609,436403,1574863.1374572,630352.37663866,-117.894699153771,50.3920890227577,1,Arrow TSA,TFL23,G,ICH,mw,2,69,PSP_R,40,TFL23_Interfor,Crown - Misc. Reserves,,,IA
4020979,B,11,5578757,437739,1576674.79043228,626696.797475012,-117.875268716305,50.3575932521119,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,40,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4020980,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
4020981,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
4020982,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,19,TSA01_Arrow,,,,IA
4020983,B,11,5585216,436734,1574862.23759433,632982.391928322,-117.890482364139,50.4155677666185,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,40,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020984,B,11,5580199,437424,1576180.22896576,628088.61196304,-117.879936198127,50.3705269214203,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,41,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020985,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,10,TSA01_Arrow,,,,IA
4020986,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,10,TSA01_Arrow,,,,IA
4020987,B,11,5574142,438951,1578459.85783032,622268.280045088,-117.857484977834,50.3162197430314,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,41,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020988,B,11,5574353,439508,1578985.75421079,622548.04260811,-117.849696181557,50.3181746058373,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,59,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020989,B,11,5574394,439498,1578970.65639976,622587.481836379,-117.849843203137,50.3185422746061,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,42,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020990,B,11,5574406,439481,1578952.27699816,622597.248798912,-117.85008389084,50.3186484399436,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,58,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020991,,,,,,,,,1,Arrow TSA,,G,ESSF,mv,,,PSP_R,31,TSA01_Arrow,,,,IA
4020992,B,11,5577859,437119,1576173.17456767,625727.063730566,-117.883833675175,50.3494521319974,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,39,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020993,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,24,TSA01_Arrow,,,,IA
4020994,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,17,TSA01_Arrow,,,,IA
4020995,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,21,TSA01_Arrow,,,,IA
4020996,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,21,TSA01_Arrow,,,,IA
4020997,B,11,5573133,439359,1578992.01561764,621318.130437193,-117.851592856932,50.307188355526,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,59,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4020998,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
4020999,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,19,TSA01_Arrow,,,,IA
4021001,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
4021002,B,11,5573236,432785,1572457.55303525,620590.870445065,-117.943918442881,50.3074017633802,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,59,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021003,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
4021004,B,11,5573024,430220,1569939.81053878,620056.880179544,-117.979894763128,50.3051974043391,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,41,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021005,B,11,5573954,430587,1570186.51388872,621026.38236596,-117.974912898258,50.3136035329567,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,59,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021006,B,11,5574322,430547,1570100.39287874,621386.654531953,-117.975542336394,50.3169079721365,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,41,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021007,B,11,5574204,433227,1572773.83464646,621607.569556873,-117.937883430607,50.316156594392,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,43,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4021008,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,13,TSA01_Arrow,,,,IA
4021009,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
4021010,B,11,5572998,433564,1573260.36795569,620452.879814006,-117.932938410331,50.305349871526,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,41,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4021011,B,11,5577083,431542,1570738.9550585,624253.070844606,-117.962069803138,50.3418520466011,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,41,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4021012,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,10,TSA01_Arrow,,,,IA
4021013,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,10,TSA01_Arrow,,,,IA
4021014,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,10,TSA01_Arrow,,,,IA
4021015,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,21,TSA01_Arrow,,,,IA
4021016,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,21,TSA01_Arrow,,,,IA
4021017,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,21,TSA01_Arrow,,,,IA
4021018,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,21,TSA01_Arrow,,,,IA
4021019,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,16,TSA01_Arrow,,,,IA
4021020,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,16,TSA01_Arrow,,,,IA
4021026,B,11,5569579,431101,1571248.51777299,616748.206249545,-117.966897090997,50.2743224684841,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,58,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021027,B,11,5571489,430734,1570643.41284183,618597.92675437,-117.972396513784,50.2914548418889,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,39,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021028,,,,,,,,,1,Arrow TSA,,G,ICH,mw,2,,PSP_R,30,TSA01_Arrow,,,,A
4021029,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,16,TSA01_Arrow,,,,IA
4021030,B,11,5575301,427546,1566999.8976895,621980.059023254,-118.017875705652,50.3253499958179,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,59,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021031,,,,,,,,,1,Arrow TSA,TFL23,G,ICH,mw,2,,PSP_R,42,TFL23_Interfor,,,,A
4021032,B,11,5561380,430259,1571447.71383136,608503.472821198,-117.977203095807,50.2004951248129,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,31,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021033,B,11,5573570,426483,1566163.79953848,620127.640643429,-118.032469563016,50.3096530023881,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,56,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021034,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,12,TSA01_Arrow,,,,IA
4021035,B,11,5573453,426441,1566136.89571929,620006.198959415,-118.033036511849,50.3085956866406,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,56,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021036,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,12,TSA01_Arrow,,,,IA
4021037,B,11,5573459,426548,1566242.28298368,620025.646456365,-118.031535267915,50.3086629799374,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,56,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021038,B,11,5573483,426411,1566103.3510061,620032.197398572,-118.033463595696,50.3088617060465,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,56,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021039,B,11,5573630,426445,1566118.53415611,620182.411478265,-118.033014831177,50.3101877889228,1,Arrow TSA,TFL23,G,ICH,mw,2,72,PSP_R,37,TFL23_Interfor,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4021040,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,12,TSA01_Arrow,,,,IA
4021041,,,,,,,,,1,Arrow TSA,,G,ICH,mw,,,PSP_R,20,TSA01_Arrow,,,,IA
