FEATURE_ID,MAP_ID,POLYGON_ID,OPENING_IND,OPENING_SOURCE,OPENING_NUMBER,FEATURE_CLASS_SKEY,INVENTORY_STANDARD_CD,POLYGON_AREA,NON_PRODUCTIVE_DESCRIPTOR_CD,NON_PRODUCTIVE_CD,INPUT_DATE,COAST_INTERIOR_CD,SURFACE_EXPRESSION,MODIFYING_PROCESS,SITE_POSITION_MESO,ALPINE_DESIGNATION,SOIL_NUTRIENT_REGIME,ECOSYS_CLASS_DATA_SRC_CD,BCLCS_LEVEL_1,BCLCS_LEVEL_2,BCLCS_LEVEL_3,BCLCS_LEVEL_4,BCLCS_LEVEL_5,INTERPRETATION_DATE,PROJECT,REFERENCE_YEAR,SPECIAL_CRUISE_NUMBER,SPECIAL_CRUISE_NUMBER_CD,INVENTORY_REGION,COMPARTMENT,COMPARTMENT_LETTER,FIZ_CD,FOR_MGMT_LAND_BASE_IND,ATTRIBUTION_BASE_DATE,PROJECTED_DATE,SHRUB_HEIGHT,SHRUB_CROWN_CLOSURE,SHRUB_COVER_PATTERN,HERB_COVER_TYPE,HERB_COVER_PATTERN,HERB_COVER_PCT,BRYOID_COVER_PCT,NON_VEG_COVER_PATTERN_1,NON_VEG_COVER_PCT_1,NON_VEG_COVER_TYPE_1,NON_VEG_COVER_PATTERN_2,NON_VEG_COVER_PCT_2,NON_VEG_COVER_TYPE_2,NON_VEG_COVER_PATTERN_3,NON_VEG_COVER_PCT_3,NON_VEG_COVER_TYPE_3,LAND_COVER_CLASS_CD_1,EST_COVERAGE_PCT_1,SOIL_MOISTURE_REGIME_1,LAND_COVER_CLASS_CD_2,EST_COVERAGE_PCT_2,SOIL_MOISTURE_REGIME_2,LAND_COVER_CLASS_CD_3,EST_COVERAGE_PCT_3,SOIL_MOISTURE_REGIME_3,AVAIL_LABEL_HEIGHT,AVAIL_LABEL_WIDTH,FULL_LABEL,LABEL_CENTRE_X,LABEL_CENTRE_Y,LABEL_HEIGHT,LABEL_WIDTH,LINE_1_OPENING_NUMBER,LINE_1_OPENING_SYMBOL_CD,LINE_2_POLYGON_ID,LINE_3_TREE_SPECIES,LINE_4_CLASSES_INDEXES,LINE_5_VEGETATION_COVER,LINE_6_SITE_PREP_HISTORY,LINE_7_ACTIVITY_HIST_SYMBOL,LINE_7A_STAND_TENDING_HISTORY,LINE_7B_DISTURBANCE_HISTORY,LINE_8_PLANTING_HISTORY,PRINTABLE_IND,SMALL_LABEL,OPENING_ID,ORG_UNIT_NO,ORG_UNIT_CODE,ADJUSTED_IND,BEC_ZONE_CODE,BEC_SUBZONE,BEC_VARIANT,BEC_PHASE,CFS_ECOZONE,EARLIEST_NONLOGGING_DIST_TYPE,EARLIEST_NONLOGGING_DIST_DATE,STAND_PERCENTAGE_DEAD,FREE_TO_GROW_IND,HARVEST_DATE,LAYER_ID,FOR_COVER_RANK_CD,NON_FOREST_DESCRIPTOR,INTERPRETED_DATA_SRC_CD,QUAD_DIAM_125,QUAD_DIAM_175,QUAD_DIAM_225,EST_SITE_INDEX_SPECIES_CD,EST_SITE_INDEX,EST_SITE_INDEX_SOURCE_CD,CROWN_CLOSURE,CROWN_CLOSURE_CLASS_CD,REFERENCE_DATE,SITE_INDEX,DBH_LIMIT,BASAL_AREA,DATA_SOURCE_BASAL_AREA_CD,VRI_LIVE_STEMS_PER_HA,DATA_SRC_VRI_LIVE_STEM_HA_CD,VRI_DEAD_STEMS_PER_HA,TREE_COVER_PATTERN,VERTICAL_COMPLEXITY,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,SPECIES_CD_3,SPECIES_PCT_3,SPECIES_CD_4,SPECIES_PCT_4,SPECIES_CD_5,SPECIES_PCT_5,SPECIES_CD_6,SPECIES_PCT_6,PROJ_AGE_1,PROJ_AGE_CLASS_CD_1,PROJ_AGE_2,PROJ_AGE_CLASS_CD_2,DATA_SOURCE_AGE_CD,PROJ_HEIGHT_1,PROJ_HEIGHT_CLASS_CD_1,PROJ_HEIGHT_2,PROJ_HEIGHT_CLASS_CD_2,DATA_SOURCE_HEIGHT_CD,LIVE_VOL_PER_HA_SPP1_125,LIVE_VOL_PER_HA_SPP1_175,LIVE_VOL_PER_HA_SPP1_225,LIVE_VOL_PER_HA_SPP2_125,LIVE_VOL_PER_HA_SPP2_175,LIVE_VOL_PER_HA_SPP2_225,LIVE_VOL_PER_HA_SPP3_125,LIVE_VOL_PER_HA_SPP3_175,LIVE_VOL_PER_HA_SPP3_225,LIVE_VOL_PER_HA_SPP4_125,LIVE_VOL_PER_HA_SPP4_175,LIVE_VOL_PER_HA_SPP4_225,LIVE_VOL_PER_HA_SPP5_125,LIVE_VOL_PER_HA_SPP5_175,LIVE_VOL_PER_HA_SPP5_225,LIVE_VOL_PER_HA_SPP6_125,LIVE_VOL_PER_HA_SPP6_175,LIVE_VOL_PER_HA_SPP6_225,DEAD_VOL_PER_HA_SPP1_125,DEAD_VOL_PER_HA_SPP1_175,DEAD_VOL_PER_HA_SPP1_225,DEAD_VOL_PER_HA_SPP2_125,DEAD_VOL_PER_HA_SPP2_175,DEAD_VOL_PER_HA_SPP2_225,DEAD_VOL_PER_HA_SPP3_125,DEAD_VOL_PER_HA_SPP3_175,DEAD_VOL_PER_HA_SPP3_225,DEAD_VOL_PER_HA_SPP4_125,DEAD_VOL_PER_HA_SPP4_175,DEAD_VOL_PER_HA_SPP4_225,DEAD_VOL_PER_HA_SPP5_125,DEAD_VOL_PER_HA_SPP5_175,DEAD_VOL_PER_HA_SPP5_225,DEAD_VOL_PER_HA_SPP6_125,DEAD_VOL_PER_HA_SPP6_175,DEAD_VOL_PER_HA_SPP6_225,LIVE_STAND_VOLUME_125,LIVE_STAND_VOLUME_175,LIVE_STAND_VOLUME_225,DEAD_STAND_VOLUME_125,DEAD_STAND_VOLUME_175,DEAD_STAND_VOLUME_225,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA,FEATURE_AREA_SQM,FEATURE_LENGTH_M,GEOMETRY_AREA,GEOMETRY_LEN,site_id,tree_type,Shape_Length,Shape_Area
2412082,092G028,1512,Y,,0,843,I,15.400000000000000,,,5/11/2005 0:00:00,C,,,,,,,N,L,U,EL,ES,5/11/2005 0:00:00,FRASER_TSA_UPDATE,2000,,,9,20,,C,Y,1/1/2000 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,144,144,{0\1512,1249810,479455,60,72,0,{,1512,,,,,,,,,Y,{0\1512,,15,DCK,N,CWH,dm,,,13,,,,N,,1,1,,7,,,,FD,34.0000000,E,,,1/1/2000 0:00:00,34.0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153631.353000000002794,1973.319700000000012,0.000000000000000,0.000000000000000,mk_3,regen,0.021995302533481,0.000018984451237
18255499,092K023,28220902,Y,11,114,843,V,19.600000000000001,,,,C,N,N,M,N,C,0,V,T,U,TC,DE,8/8/2020 0:00:00,NORTH_ISLAND_VRI,2017,,,4,21,,B,Y,1/1/2017 0:00:00,1/1/2021 0:00:00,1.0000000,5,3,HE,3,5,,2,2,RZ,,,,,,,TC,100,4,,,,,,,198,198,{114\28220902\HwFdc(Cw)\237-32/0\$L85,1041689,579583,150,162,114,{,28220902,HwFdc(Cw),237-32/0,,,$,,L85,,Y,{114\28220902,-361910000,43,DCR,N,CWH,xm,2,,13,,,,Y,5/30/1985 0:00:00,1,1,,0,22.990000000000002,26.827000000000002,,,,,75,7,1/1/2017 0:00:00,32.0999985,,45.549712999999997,0,1171,0,0,8,2,HW,45.0000000,FDC,40.0000000,CW,10.0000000,BA,5.0000000,,,,,39,2,39,2,0,24.7999992,3,24.3999996,3,22,159.909000000000020,143.201999999999998,,127.079000000000008,123.244000000000000,,26.141000000000002,23.983000000000001,,18.440000000000001,16.382000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,331.569000000000017,306.811000000000035,,,,,166.447000000000003,37.423000000000002,19.216000000000001,26.129000000000001,196322.895900000003166,1787.527800000000070,0.000000000000000,0.000000000000000,cr_2,regen,0.021879272915300,0.000024735773159
18256096,092K023,20073152,Y,11,128,843,V,21.900000000000002,,,,C,N,N,L,N,C,0,V,T,U,TC,DE,8/8/2020 0:00:00,NORTH_ISLAND_VRI,2017,,,4,1,,B,Y,1/1/2017 0:00:00,1/1/2021 0:00:00,1.0000000,5,3,,,,,2,2,RZ,,,,,,,TC,100,5,,,,,,,166,166,{128\20073152\HwFdcCw(Dr)\237-29/0\$L87,1040282,583516,150,198,128,{,20073152,HwFdcCw(Dr),237-29/0,,,$,,L87,,Y,{128\20073152,28946,43,DCR,N,CWH,xm,2,,13,,,,Y,4/29/1987 0:00:00,1,1,,11,22.814000000000000,26.661000000000001,,,,,75,7,1/1/2017 0:00:00,29.3999996,,50.653110999999996,0,1265,0,0,9,2,HW,40.0000000,FDC,30.0000000,CW,20.0000000,DR,10.0000000,,,,,39,2,39,2,11,22.0000000,3,23.2999992,3,11,138.893000000000001,124.106999999999999,,101.535000000000011,99.820000000000007,,50.215000000000003,45.288000000000004,,38.908000000000001,37.475999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,329.550999999999988,306.691000000000031,,,,,167.927000000000021,37.600000000000001,19.269000000000002,26.355000000000000,219278.699200000002747,2331.233000000000175,0.000000000000000,0.000000000000000,cr_3,regen,0.026783019713462,0.000027648265561
2418596,092G038,1017,N,9,,843,V,91.100000000000009,,,,C,N,N,M,N,C,0,V,T,U,TC,OP,6/6/1996 0:00:00,FRASER_TSA_UPDATE,1996,,,9,20,,C,Y,1/1/1996 0:00:00,1/1/2021 0:00:00,1.0000000,20,7,HE,7,20,,2,5,RZ,,,,,,,TC,100,4,,,,,,,158,158,"1017\HwCw(Fd)\345-33/33\sl,he",1248940,483153,120,162,,,1017,HwCw(Fd),345-33/33,"sl,he",,,,,,Y,1017,,15,DCK,N,CWH,vm,2,,13,,,,N,,1,1,,0,21.379000000000001,25.279000000000000,,HW,33.0000000,A,55,5,1/1/1996 0:00:00,33.0000000,,37.385410000000000,0,1345,0,0,9,1,HW,60.0000000,CW,25.0000000,FD,15.0000000,,,,,,,50,3,50,3,0,31.2000008,4,26.5000000,3,0,222.081000000000017,186.531000000000006,,80.004000000000005,67.627000000000010,,60.649000000000001,54.667999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.734000000000037,308.826000000000022,,,,,169.213000000000022,37.754000000000005,19.315000000000001,26.551000000000002,911012.016700000036508,10823.585699999999633,0.000000000000000,0.000000000000000,mk_2,regen,0.115171750309465,0.000112658595146
14142159,092F004,79453060,Y,4,60,843,V,7.100000000000001,,,,C,U,N,M,N,C,0,V,T,U,TC,OP,11/13/2016 0:00:00,SOUTH_ISLAND_VRI,2014,,,5,9,A,B,Y,1/1/2014 0:00:00,1/1/2021 0:00:00,1.0000000,40,8,HE,3,10,,2,1,ES,,,,,,,TC,100,3,,,,,,,62,62,"{60\79453060\CwHw\214-21/21\sl,he\$L91",1050456,447454,180,162,60,{,79453060,CwHw,214-21/21,"sl,he",,$,,L91,,Y,{60\79453060,-399750000,1619,DSI,N,CWH,vh,1,,13,,,,Y,1/1/1991 0:00:00,1,1,,7,16.807000000000002,20.696000000000002,,CW,21.0000000,E,45,4,1/1/2014 0:00:00,21.0000000,,10.502269999999999,0,947,0,0,9,1,CW,70.0000000,HW,20.0000000,BA,5.0000000,DR,5.0000000,,,,,28,2,28,2,7,9.1000004,1,11.6000004,2,22,11.959000000000001,8.302000000000000,,2.687000000000000,1.667000000000000,,2.733000000000000,2.276000000000000,,3.375000000000000,3.342000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,20.754000000000001,15.587000000000002,,,,,33.669000000000004,18.272000000000002,13.964000000000000,8.545000000000000,70984.775299999993877,1807.232700000000023,0.000000000000000,0.000000000000000,ph_3,regen,0.019041748599266,0.000008730131629
2411793,092G028,456,N,9,,843,V,34.399999999999999,,,,C,N,N,M,N,C,0,V,T,U,TC,DE,6/6/1996 0:00:00,FRASER_TSA_UPDATE,1996,,,9,20,,C,Y,1/1/1996 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,TC,100,4,,,,,,,112,112,456\Fd(Hw)\447-27/27,1250136,478159,90,162,,,456,Fd(Hw),447-27/27,,,,,,,Y,456,,15,DCK,N,CWH,dm,,,13,,,,N,,1,1,,0,32.939000000000000,33.995000000000005,,FD,27.0000000,H,75,7,1/1/1996 0:00:00,27.1000004,,67.117783000000003,0,856,0,0,9,1,FD,90.0000000,HW,10.0000000,,,,,,,,,80,4,80,4,0,33.0000000,4,34.0000000,4,0,543.939000000000078,540.137000000000057,,70.256000000000000,68.216999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.195000000000050,608.354000000000042,,,,,292.441000000000031,65.875000000000000,33.599000000000004,51.883000000000003,343777.729200000001583,5457.374900000000707,0.000000000000000,0.000000000000000,mk_3,mature,0.059633798877771,0.000042474547106
18058005,092F004,78823148,Y,4,60,843,V,4.600000000000001,,,,C,U,N,M,N,C,0,V,T,U,TC,OP,12/4/2016 0:00:00,SOUTH_ISLAND_VRI,2014,,,5,9,A,B,Y,1/1/2014 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,TC,100,4,,,,,,,65,65,{60\78823148\HwCw\226-31/31\$L91,1050267,447361,150,162,60,{,78823148,HwCw,226-31/31,,,$,,L91,,Y,{60\78823148,-399750000,1619,DSI,N,CWH,vh,1,,13,,,,Y,1/1/1991 0:00:00,1,1,,0,17.237000000000002,20.876000000000001,,HW,31.0000000,E,60,6,1/1/2014 0:00:00,31.0000000,,41.418208999999997,0,3078,7,0,9,1,HW,65.0000000,CW,30.0000000,BA,5.0000000,,,,,,,28,2,28,2,7,16.6000004,2,13.3000002,2,22,86.709000000000003,59.161000000000001,,37.075000000000003,27.052000000000000,,8.716000000000001,6.308000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.500000000000000,92.521000000000001,,,,,75.758000000000010,25.209000000000000,15.482000000000001,12.109999999999999,45785.865499999999884,1247.767800000000079,0.000000000000000,0.000000000000000,ph_3,regen,0.013054305280453,0.000005631134271
2411927,092G028,645,N,9,,843,V,12.100000000000000,,,,C,N,N,L,N,C,0,V,T,U,TC,DE,6/6/1996 0:00:00,FRASER_TSA_UPDATE,1996,,,9,20,,C,Y,1/1/1996 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,TC,100,4,,,,,,,114,114,645\Fd\347-32/33,1249669,479108,90,162,,,645,Fd,347-32/33,,,,,,,Y,645,,15,DCK,N,CWH,dm,,,13,,,,N,,1,1,,0,21.324999999999999,24.634000000000000,,FD,33.0000000,H,70,7,1/1/1996 0:00:00,32.4000015,,36.173228999999999,0,1237,0,0,9,1,FD,100.0000000,,,,,,,,,,,55,3,,,0,31.3999996,4,,,0,303.574000000000012,258.028999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.574000000000012,258.028999999999996,,,,,146.972000000000008,42.248000000000005,26.083000000000002,27.957000000000001,120613.631699999998091,1953.878500000000031,0.000000000000000,0.000000000000000,mk_3,mature,0.023136246010626,0.000014903371933
7285633,092G029,35620514,N,,,843,F,9.100000000000000,,,4/6/1995 0:00:00,C,,,,,,,V,T,U,TC,DE,1/1/1988 0:00:00,INCOSADA_ROLLOVER,1988,,,9,17,,C,Y,1/1/1988 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,35620514\Hw(Cw)\857-24/0,1263976,477023,90,144,,,35620514,Hw(Cw),857-24/0,,,,,,,Y,35620514,,15,DCK,N,CWH,dm,,,13,,,,N,,1,1,,4,45.798999999999999,46.556000000000004,,,,,70,7,1/1/1988 0:00:00,24.2000008,,70.076117999999994,,413,4,,,,HW,90.0000000,CW,10.0000000,,,,,,,,,163,8,,,4,45.0999985,5,,,4,836.239000000000033,835.779999999999973,,56.770000000000003,56.766000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.009000000000015,892.546000000000049,,,,,436.337000000000046,61.562000000000005,24.973000000000003,65.890000000000001,91201.416500000006636,2384.620400000000245,0.000000000000000,0.000000000000000,mi_1,mature,0.026834832031514,0.000011263346533
18255975,092K023,26480656,N,4,,843,V,9.300000000000001,,,,C,N,N,L,N,C,0,V,T,U,TC,OP,8/8/2020 0:00:00,NORTH_ISLAND_VRI,2017,,,4,21,,B,Y,1/1/2017 0:00:00,1/1/2021 0:00:00,1.0000000,15,3,HE,3,10,,2,2,RI,,,,,,,TC,100,5,,,,,,,50,50,"26480656\HwFdc(Cw)\846-19/0\sl,he",1040927,579011,120,162,,,26480656,HwFdc(Cw),846-19/0,"sl,he",,,,,,Y,26480656,,43,DCR,N,CWH,xm,2,,13,,,,N,,1,1,,0,42.276000000000003,43.365000000000002,,,,,60,6,1/1/2017 0:00:00,19.3999996,,65.421218999999994,0,374,0,0,8,3,HW,50.0000000,FDC,35.0000000,CW,10.0000000,DR,5.0000000,,,,,144,8,144,8,0,35.5000000,4,36.4000015,4,22,352.165000000000020,351.790000000000020,,222.948000000000008,222.945999999999998,,42.097000000000001,42.071000000000005,,30.010000000000002,30.005000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,647.220000000000027,646.812000000000012,,,,,320.213000000000022,52.855000000000004,23.297000000000001,49.124000000000002,93365.202099999994971,2870.794499999999971,0.000000000000000,0.000000000000000,cr_2,mature,0.035727470436811,0.000011762635019
14084416,092F014,58097669,Y,4,34,843,V,14.400000000000000,,,,C,N,N,M,N,D,0,V,T,U,TC,OP,9/7/2016 0:00:00,SOUTH_ISLAND_VRI,2014,,,5,9,B,B,Y,1/1/2014 0:00:00,1/1/2021 0:00:00,,,,,,,,2,3,RZ,,,,,,,TC,100,4,,,,,,,117,117,{34\58097669\HwDr(Cw)\226-25/25\$L89,1046783,455200,150,162,34,{,58097669,HwDr(Cw),226-25/25,,,$,,L89,,Y,{34\58097669,5894,1619,DSI,N,CWH,vm,1,,13,,,,Y,1/1/1989 0:00:00,1,1,,0,20.190000000000001,24.076000000000001,,HW,25.0000000,E,60,6,1/1/2014 0:00:00,25.0000000,,39.111430999999996,0,1460,0,0,8,1,HW,65.0000000,DR,25.0000000,CW,10.0000000,,,,,,,32,2,32,2,0,15.1000004,2,21.0000000,3,22,97.962000000000003,80.268000000000001,,67.505000000000010,67.426000000000002,,10.955000000000000,8.565000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.421999999999997,156.259000000000015,,,,,103.364000000000004,29.209000000000000,16.672000000000001,16.416000000000000,144314.415100000012899,1892.428300000000036,0.000000000000000,0.000000000000000,ph_2,regen,0.019614233137612,0.000017773530045
14141382,092F004,69165746,N,,,843,V,26.000000000000000,,,,C,N,N,M,N,C,0,V,T,U,TC,OP,10/20/2016 0:00:00,SOUTH_ISLAND_VRI,2014,,,5,9,B,B,Y,1/1/2014 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,TC,100,4,,,,,,,134,134,69165746\HwCw(Ba)\955-14/0,1048278,452002,90,144,,,69165746,HwCw(Ba),955-14/0,,,,,,,Y,69165746,,1619,DSI,N,CWH,vm,1,,13,,,,N,,1,1,,0,43.001000000000005,44.014000000000003,,,,,55,5,1/1/2014 0:00:00,14.1000004,,70.000473000000000,0,400,0,10,9,4,HW,50.0000000,CW,35.0000000,BA,15.0000000,,,,,,,397,9,357,9,0,38.0999985,5,40.0000000,5,22,356.117000000000019,355.747999999999990,,165.792000000000002,165.784000000000020,,118.388000000000005,118.109999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.297000000000025,639.642000000000053,,,,,365.752000000000010,56.515000000000001,24.067000000000000,55.758000000000003,259573.209399999992456,4435.777200000000448,0.000000000000000,0.000000000000000,ph_1,mature,0.050876393524460,0.000031950103853
18203692,092K014,39277756,Y,11,21,843,V,13.700000000000001,,,,C,N,N,M,N,C,0,V,T,U,TC,OP,7/7/2020 0:00:00,NORTH_ISLAND_VRI,2017,,,4,21,,B,Y,1/1/2017 0:00:00,1/1/2021 0:00:00,1.0000000,5,3,HE,3,10,,2,3,RZ,,,,,,,TC,100,4,,,,,,,93,93,{21\39277756\HwFdcCw(Dr)\236-32/0\he\$L90,1043670,574234,180,198,21,{,39277756,HwFdcCw(Dr),236-32/0,he,,$,,L90,,Y,{21\39277756,5805,43,DCR,N,CWH,xm,2,,13,,,,Y,12/1/1990 0:00:00,1,1,,0,21.911000000000001,25.797000000000001,,,,,60,6,1/1/2017 0:00:00,32.4000015,,51.206798999999997,0,1440,0,0,8,2,HW,40.0000000,FDC,30.0000000,CW,20.0000000,DR,10.0000000,,,,,34,2,34,2,0,22.1000004,3,22.8999996,3,0,135.018000000000001,117.259000000000000,,99.317999999999998,96.454000000000008,,50.640000000000001,44.840000000000003,,39.227000000000004,37.233000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,324.203000000000031,295.786000000000001,,,,,163.284000000000020,37.042999999999999,19.102000000000000,25.646000000000001,136881.704999999987194,2683.310400000000300,0.000000000000000,0.000000000000000,cr_1,regen,0.033559325588478,0.000017229303380
7286314,092G029,35930437,N,,,843,F,2.500000000000000,,,4/6/1995 0:00:00,C,,,,,,,V,T,U,TC,OP,1/1/1989 0:00:00,INCOSADA_ROLLOVER,1989,,,9,17,,C,Y,1/1/1989 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,35930437\CwHwFd\536-19/0,1263987,476807,90,144,,,35930437,CwHwFd,536-19/0,,,,,,,Y,35930437,,15,DCK,N,CWH,dm,,,13,,,,N,,1,1,,0,37.015000000000001,39.957000000000001,,,,,60,6,1/1/1989 0:00:00,20.0000000,,59.358128000000001,,883,0,,,,CW,40.0999985,HW,39.9000015,FD,20.0000000,,,,,,,92,5,,,0,27.7999992,3,,,0,158.617000000000019,156.711000000000013,,188.959000000000003,177.918000000000006,,116.269999999999996,116.243000000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.846000000000004,450.872000000000014,,,,,207.789000000000016,45.505000000000003,20.883000000000003,29.958000000000002,24559.866799999999785,809.515100000000075,0.000000000000000,0.000000000000000,mi_1,mature,0.008731202886386,0.000003033018503
18256423,092K023,19403423,N,4,,843,V,9.200000000000001,,,,C,N,N,M,N,C,0,V,T,U,TC,DE,8/8/2020 0:00:00,NORTH_ISLAND_VRI,2017,,,4,1,,B,Y,1/1/2017 0:00:00,1/1/2021 0:00:00,1.0000000,5,3,,,,,2,2,RZ,,,,,,,TC,100,5,,,,,,,106,106,19403423\HwFdc(Cw)\647-24/0,1040163,583830,90,162,,,19403423,HwFdc(Cw),647-24/0,,,,,,,Y,19403423,,43,DCR,N,CWH,xm,2,,13,,,,N,,1,1,,0,39.547000000000004,40.963000000000001,,,,,75,7,1/1/2017 0:00:00,24.2999992,,71.614716000000001,0,463,0,0,8,3,HW,50.0000000,FDC,40.0000000,CW,10.0000000,,,,,,,104,6,104,6,0,36.7000008,4,37.7000008,5,22,422.151000000000010,421.322000000000003,,297.838999999999999,297.826999999999998,,51.758000000000003,51.703000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.748000000000047,770.852000000000089,,,,,365.162000000000035,56.469000000000001,24.058000000000000,55.673000000000002,92488.547000000005937,1941.994300000000067,0.000000000000000,0.000000000000000,cr_3,mature,0.023292374350931,0.000011662436922
14085734,092F014,58997575,N,,,843,V,6.700000000000000,,,,C,N,N,M,N,C,0,V,T,U,TC,OP,9/15/2016 0:00:00,SOUTH_ISLAND_VRI,2014,,,5,9,B,B,Y,1/1/2014 0:00:00,1/1/2021 0:00:00,1.5000000,10,8,HE,8,10,,,,,,,,,,,TC,100,4,,,,,,,67,67,"58997575\CwHw(Ba)\954-21/0\sl,he",1046921,454863,120,144,,,58997575,CwHw(Ba),954-21/0,"sl,he",,,,,,Y,58997575,,1619,DSI,N,CWH,vm,1,,13,,,,N,,1,1,,0,123.671000000000006,123.671000000000006,,,,,45,4,1/1/2014 0:00:00,21.6000004,,90.000030999999993,0,155,0,10,8,4,CW,65.0000000,HW,20.0000000,BA,15.0000000,,,,,,,432,9,417,9,0,45.0000000,5,44.2000008,5,22,366.674000000000035,366.674000000000035,,185.490000000000009,185.484000000000009,,147.421999999999997,147.414000000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.586000000000013,699.572000000000003,,,,,378.713000000000022,66.882000000000005,25.816000000000003,56.283000000000001,67379.568100000004051,1714.989800000000059,0.000000000000000,0.000000000000000,ph_2,mature,0.018753638934928,0.000008298145795
17569414,092G029,59689583,N,11,,843,I,6.100000000000001,,,,C,,,,,,,V,T,U,TC,OP,2/25/2009 0:00:00,BACKLOG_FG_2019,2004,,,9,15,,C,Y,1/1/2004 0:00:00,1/1/2021 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,94,94,59689583\HwFdc\223-30/30\$L94,1267993,475341,120,162,,,59689583,HwFdc,223-30/30,,,$,,L94,,Y,59689583,4601,15,DCK,N,CWH,vm,1,,13,,,,Y,7/31/1994 0:00:00,1,1,,11,17.869000000000000,21.585000000000001,,HW,30.0000000,E,30,3,1/1/2004 0:00:00,30.0000000,,25.652870000000000,11,1445,11,,,,HW,60.0000000,FDC,30.0000000,CW,5.0000000,EP,5.0000000,,,,,26,2,26,2,11,14.6999998,2,16.0000000,2,11,48.283000000000001,34.545000000000002,,32.947000000000003,29.338000000000001,,3.115000000000000,2.246000000000000,,4.250000000000000,2.991000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,88.594999999999999,69.120000000000005,,,,,64.817000000000007,23.601000000000003,15.082000000000001,10.393000000000001,61289.062500000000000,1077.582900000000109,0.000000000000000,0.000000000000000,mi_2,regen,0.013456558422670,0.000007566628977
