Comment,site_id,pt_type,pt_id,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Latitude,Longitude,ORIG_FID,lat_num,long_num,x_nad,y_nad
tsa.165.cr1,cr_1,adj tran start,165,,,,,,,,,,50.1806181362511,-125.38857346593,17,50.180618136251063,-125.388573465929980,329470.072800000198185,5561443.218399999663234
tsa.166.cr1,cr_1,adj tran start,166,,,,,,,,,,50.1805134052476,-125.388766686699,18,50.180513405247616,-125.388766686699071,329455.906200000084937,5561432.017400000244379
tsa.222.cr2,cr_2,adj tran start,222,,,,,,,,,,50.2285442814035,-125.416868148976,19,50.228544281403529,-125.416868148976235,327622.984400000423193,5566836.298200000077486
tsa.221.cr2,cr_2,adj tran start,221,,,,,,,,,,50.2285948254054,-125.41706592004,20,50.228594825405430,-125.417065920039519,327609.062599999830127,5566842.374800000339746
tsa.219.cr2,cr_2,adj tran start,219,,,,,,,,,,50.2286419374072,-125.417298785099,21,50.228641937407204,-125.417298785098509,327592.625699999742210,5566848.151100000366569
tsa.266.ph1,ph_1,adj tran start,266,,,,,,,,,,49.0790767203913,-125.335849451088,22,49.079076720391335,-125.335849451088109,329428.497899999842048,5438873.727700000628829
tsa.259.ph1,ph_1,adj tran start,259,,,,,,,,,,49.0788843273921,-125.335885278869,23,49.078884327392117,-125.335885278869128,329425.222699999809265,5438852.423100000247359
tsa.258.ph1,ph_1,adj tran start,258,,,,,,,,,,49.0787608153926,-125.335779688371,24,49.078760815392620,-125.335779688370522,329432.509600000455976,5438838.456599999219179
ed.1.mi1,mi_1,edge,1,27.7999992,16.2999992,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,195.659999999999997,0.900000000000000,0.700000000000000,2.110134000000000,49.247403243,-122.375329298,,49.247403243000001,-122.375329297999997,545464.252299999818206,5455146.139399999752641
ts.2.mi1,mi_1,tran start,140,13.6000004,6.3000002,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,196.072000000000003,0.700000000000000,0.400000000000000,1.462814000000000,49.247596543,-122.375177671,,49.247596543000000,-122.375177671000003,545475.110000000335276,5455167.719499999657273
ts.3.mi1,mi_1,tran start,141,6.6999998,3.5999999,L1  Postprocessed Carrier Float,6/28/2023 0:00:00,mistletoe.cor,193.509999999999991,1.100000000000000,0.600000000000000,1.219199000000000,49.247676962,-122.375014351,,49.247676962000000,-122.375014351000004,545486.922299999743700,5455176.757799999788404
ed.2.mi1,mi_1,edge,2,11.1000004,5.1999998,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,196.008000000000010,0.100000000000000,0.100000000000000,1.816816000000000,49.247731867,-122.374870862,,49.247731866999999,-122.374870861999995,545497.314799999818206,5455182.947899999096990
sm.1.mi1,mi_1,stem map,21,4.5999999,3.3000000,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,201.188999999999993,0.000000000000000,0.000000000000000,0.000000000000000,49.247458645,-122.375410823,,49.247458645000002,-122.375410822999996,545458.268099999986589,5455152.249399999156594
sm.2.mi1,mi_1,stem map,22,4.1999998,1.7000000,L1  Postprocessed Carrier Float,6/28/2023 0:00:00,mistletoe.cor,199.412000000000006,0.100000000000000,0.000000000000000,0.005349000000000,49.247573644,-122.375329306,,49.247573643999999,-122.375329305999998,545464.095200000330806,5455165.082599999383092
sm.3.mi1,mi_1,stem map,23,9.5000000,4.5000000,L1L2  Postprocessed Carrier Float,6/29/2023 0:00:00,mistletoe.cor,194.290999999999997,0.400000000000000,0.400000000000000,0.746783000000000,49.247651324,-122.375142355,,49.247651324000003,-122.375142354999994,545477.629999999888241,5455173.830700000748038
sm.4.mi1,mi_1,stem map,24,6.3000002,2.8000000,Postprocessed Code,6/29/2023 0:00:00,mistletoe.cor,189.597000000000008,1.100000000000000,0.700000000000000,0.940151000000000,49.247741450,-122.375003978,,49.247741449999999,-122.375003977999995,545487.617999999783933,5455183.933199999853969
ip.3.mi1,mi_1,infect perim,3,5.4000001,3.3000000,Postprocessed Code,6/29/2023 0:00:00,mistletoe2.cor,194.092999999999989,1.000000000000000,0.700000000000000,1.226014000000000,49.247582623,-122.375103638,,49.247582623000000,-122.375103637999999,545480.510800000280142,5455166.216600000858307
ip.2.mi1,mi_1,infect perim,2,6.9000001,4.1999998,Postprocessed Code,6/29/2023 0:00:00,mistletoe2.cor,191.983000000000004,0.200000000000000,0.200000000000000,0.531237000000000,49.247603764,-122.374949951,,49.247603763999997,-122.374949951000005,545491.676500000059605,5455168.659199999645352
ip.4.mi1,mi_1,infect perim,4,3.5999999,1.7000000,L1  Postprocessed Carrier Float,6/29/2023 0:00:00,mistletoe2.cor,197.258999999999986,0.500000000000000,0.300000000000000,1.068613000000000,49.247568044,-122.375095011,,49.247568043999998,-122.375095010999999,545481.152099999599159,5455164.600999999791384
ip.5.mi1,mi_1,infect perim,5,4.3000002,2.7000000,Postprocessed Code,6/29/2023 0:00:00,mistletoe2.cor,195.645999999999987,1.000000000000000,0.600000000000000,1.331345000000000,49.247508459,-122.375108393,,49.247508459000002,-122.375108393000005,545480.232900000177324,5455157.968900000676513
ip.7.mi1,mi_1,infect perim,7,5.3000002,2.8000000,L1L2  Postprocessed Carrier Float,6/29/2023 0:00:00,mistletoe2.cor,203.903999999999996,0.500000000000000,0.400000000000000,2.419503000000000,49.247347797,-122.375211920,,49.247347797000003,-122.375211919999998,545472.845900000073016,5455140.046099999919534
ip.1.mi1,mi_1,infect perim,1,3.2000000,2.3000000,Postprocessed Code,6/29/2023 0:00:00,mistletoe2.cor,189.508000000000010,0.700000000000000,0.300000000000000,1.466002000000000,49.247592448,-122.374741244,,49.247592447999999,-122.374741244000006,545506.876299999654293,5455167.526799999177456
ip.6.mi1,mi_1,infect perim,6,5.0000000,2.9000001,L1L2  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,193.937999999999988,0.700000000000000,0.600000000000000,1.290463000000000,49.247358301,-122.375074201,,49.247358300999998,-122.375074201000004,545482.859299999661744,5455141.296599999070168
te.2.mi1,mi_1,tran end,140,6.8000002,2.5999999,L1L2  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,193.186000000000007,0.300000000000000,0.100000000000000,1.714266000000000,49.247451153,-122.374973452,,49.247451153000000,-122.374973452000006,545490.106300000101328,5455151.679500000551343
re.1.mi1,mi_1,residual,1,11.8999996,5.5000000,L1  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,195.296999999999997,0.000000000000000,0.000000000000000,0.000000000000000,49.247572973,-122.375159120,,49.247572972999997,-122.375159120000006,545476.481700000353158,5455165.110400000587106
te.3.mi1,mi_1,tran end,141,11.3000002,9.1000004,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,194.236999999999995,0.700000000000000,0.800000000000000,2.322006000000000,49.247515097,-122.374819014,,49.247515096999997,-122.374819013999996,545501.287399999797344,5455158.880899999290705
re.2.mi1,mi_1,residual,2,6.0000000,3.4000001,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,192.753999999999991,0.300000000000000,0.200000000000000,0.030191000000000,49.247623624,-122.374911100,,49.247623623999999,-122.374911100000006,545494.485799999907613,5455170.890399999916553
re.3.mi1,mi_1,residual,3,6.1999998,2.5999999,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,193.259999999999991,0.700000000000000,0.600000000000000,1.354394000000000,49.247634424,-122.374989254,,49.247634423999997,-122.374989253999999,545488.787899999879301,5455172.043999999761581
ed.1.mi2,mi_2,edge,1,9.8999996,3.5000000,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,212.891999999999996,1.000000000000000,0.500000000000000,2.130901000000000,49.233365806,-122.323136710,,49.233365806000002,-122.323136710000000,549276.734799999743700,5453618.299200000241399
ts.1.mi2,mi_2,tran start,122,6.4000001,3.3000000,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.520000000000010,1.000000000000000,0.700000000000000,2.061388000000000,49.233508468,-122.323244345,,49.233508467999997,-122.323244345000006,549268.757100000046194,5453634.088700000196695
ts.2.mi2,mi_2,tran start,124,6.3000002,2.4000001,L1L2  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,198.974999999999994,1.100000000000000,0.500000000000000,0.519435000000000,49.233630498,-122.323359340,,49.233630497999997,-122.323359339999996,549260.264200000092387,5453647.579600000753999
ts.3.mi2,mi_2,tran start,129,5.5999999,1.5000000,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.912000000000006,1.000000000000000,0.500000000000000,1.244079000000000,49.233754179,-122.323450541,,49.233754179000002,-122.323450541000000,549253.501899999566376,5453661.269700000062585
ed.2.mi2,mi_2,edge,2,6.0000000,4.5000000,L1  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,206.381000000000000,0.500000000000000,0.400000000000000,1.284625000000000,49.233839514,-122.323519001,,49.233839514000003,-122.323519000999994,549248.433299999684095,5453670.711699999868870
sm.1.mi2,mi_2,stem map,14,5.9000001,2.7000000,Postprocessed Code,7/4/2023 0:00:00,mistletoe3.cor,211.313999999999993,0.400000000000000,0.300000000000000,1.866687000000000,49.233388492,-122.323284477,,49.233388492000003,-122.323284477000001,549265.954900000244379,5453620.724999999627471
sm.2.mi2,mi_2,stem map,15,16.7999992,10.0000000,L1  Postprocessed Carrier Float,7/4/2023 0:00:00,mistletoe3.cor,201.087999999999994,0.900000000000000,0.600000000000000,1.247015000000000,49.233459477,-122.323244214,,49.233459476999997,-122.323244213999999,549268.815399999730289,5453628.642400000244379
sm.3.mi2,mi_2,stem map,16,6.9000001,3.8000000,L1L2  Postprocessed Carrier Float,7/4/2023 0:00:00,mistletoe3.cor,204.236999999999995,0.300000000000000,0.300000000000000,1.228354000000000,49.233514312,-122.323342715,,49.233514311999997,-122.323342714999995,549261.589999999850988,5453634.674200000241399
sm.4.mi2,mi_2,stem map,17,16.6000004,8.1000004,L1  Postprocessed Carrier Float,7/4/2023 0:00:00,mistletoe3.cor,197.432999999999993,0.900000000000000,0.700000000000000,1.870514000000000,49.233582209,-122.323395964,,49.233582208999998,-122.323395963999999,549257.645999999716878,5453642.187599999830127
sm.5.mi2,mi_2,stem map,18,4.4000001,2.7000000,Postprocessed Code,7/4/2023 0:00:00,mistletoe3.cor,209.574999999999989,0.700000000000000,0.500000000000000,1.161710000000000,49.233584559,-122.323429158,,49.233584559000001,-122.323429157999996,549255.227199999615550,5453642.427200000733137
sm.6.mi2,mi_2,stem map,19,4.1999998,2.4000001,L1  Postprocessed Carrier Float,7/4/2023 0:00:00,mistletoe3.cor,202.205999999999989,1.300000000000000,0.600000000000000,0.682987000000000,49.233708565,-122.323474289,,49.233708565000001,-122.323474289000004,549251.818500000052154,5453656.183399999514222
sm.7.mi2,mi_2,stem map,20,4.8000002,1.7000000,Postprocessed Code,7/4/2023 0:00:00,mistletoe3.cor,209.003999999999991,0.500000000000000,0.500000000000000,0.971758000000000,49.233810415,-122.323501522,,49.233810415000001,-122.323501522000001,549249.734600000083447,5453667.488199999555945
ip.1.mi2,mi_2,infect perim,1,6.0999999,4.6999998,Postprocessed Code,7/5/2023 0:00:00,mistletoe3.cor,210.820999999999998,0.700000000000000,0.400000000000000,1.656084000000000,49.233443215,-122.323007310,,49.233443215000001,-122.323007309999994,549286.077999999746680,5453626.989000000059605
ip.2.mi2,mi_2,infect perim,2,16.3999996,9.6999998,Postprocessed Code,7/5/2023 0:00:00,mistletoe3.cor,212.603000000000009,0.700000000000000,0.500000000000000,2.012870000000000,49.233483521,-122.323120741,,49.233483520999997,-122.323120740999997,549277.780199999921024,5453631.395800000056624
ip.3.mi2,mi_2,infect perim,3,4.3000002,2.5999999,L1L2  Postprocessed Carrier Float,7/5/2023 0:00:00,mistletoe3.cor,204.824000000000012,0.800000000000000,0.400000000000000,1.310785000000000,49.233608194,-122.323120297,,49.233608193999999,-122.323120297000003,549277.688500000163913,5453645.255799999460578
ip.4.mi2,mi_2,infect perim,4,4.9000001,3.0000000,Postprocessed Code,7/5/2023 0:00:00,mistletoe3.cor,202.885999999999996,0.700000000000000,0.400000000000000,0.838995000000000,49.233630745,-122.323211707,,49.233630744999999,-122.323211706999999,549271.011500000022352,5453647.703199999406934
ip.6.mi2,mi_2,infect perim,6,4.8000002,3.0999999,L1L2  Postprocessed Carrier Float,7/5/2023 0:00:00,mistletoe3.cor,207.084000000000003,0.700000000000000,0.400000000000000,0.554108000000000,49.233800323,-122.323244899,,49.233800322999997,-122.323244899000002,549268.426500000059605,5453666.533399999141693
ip.7.mi2,mi_2,infect perim,7,3.9000001,2.3000000,Postprocessed Code,7/5/2023 0:00:00,mistletoe3.cor,203.151000000000010,0.600000000000000,0.400000000000000,1.523957000000000,49.233821240,-122.323311257,,49.233821239999997,-122.323311257000000,549263.575000000186265,5453668.815400000661612
ip.8.mi2,mi_2,infect perim,8,4.1999998,3.5000000,L1  Postprocessed Carrier Float,7/5/2023 0:00:00,mistletoe3.cor,207.425000000000011,0.600000000000000,0.300000000000000,1.140826000000000,49.233884587,-122.323282129,,49.233884586999999,-122.323282129000006,549265.632399999536574,5453675.876700000837445
te.1.mi2,mi_2,tran end,122,4.4000001,2.5999999,Postprocessed Code,7/6/2023 0:00:00,mistletoe3.cor,205.325999999999993,0.900000000000000,0.400000000000000,0.654495000000000,49.233558642,-122.323057421,,49.233558641999998,-122.323057421000001,549282.315100000239909,5453639.788100000470877
ip.5.mi2,mi_2,infect perim,5,4.9000001,2.9000001,L1L2  Postprocessed Carrier Float,7/6/2023 0:00:00,mistletoe3.cor,207.907000000000011,0.600000000000000,0.300000000000000,0.933282000000000,49.233683089,-122.323170653,,49.233683089000003,-122.323170653000005,549273.948099999688566,5453653.549000000581145
te.2.mi2,mi_2,tran end,124,3.0999999,1.6000000,Postprocessed Code,7/6/2023 0:00:00,mistletoe3.cor,205.026000000000010,0.400000000000000,0.100000000000000,0.908012000000000,49.233667164,-122.323161053,,49.233667164000003,-122.323161053000007,549274.662899999879301,5453651.784900000318885
te.3.mi2,mi_2,tran end,129,4.0000000,2.8000000,L1  Postprocessed Carrier Float,7/6/2023 0:00:00,mistletoe3.cor,204.216000000000008,0.400000000000000,0.300000000000000,0.542793000000000,49.233789756,-122.323226915,,49.233789756000000,-122.323226915000006,549269.746299999766052,5453665.370300000533462
ed.1.mk1,mk_1,edge,1,7.3000002,4.0999999,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,258.067000000000007,0.100000000000000,0.100000000000000,0.855453000000000,49.289140675,-122.586453504,,49.289140674999999,-122.586453504000005,530073.439699999988079,5459680.627900000661612
ts.100.mk1,mk_1,tran start,100,3.8000000,2.0999999,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,252.757000000000005,1.000000000000000,0.500000000000000,0.561144000000000,49.289218996,-122.586356530,,49.289218996000002,-122.586356530000003,530080.443699999712408,5459689.373500000685453
ts.101.mk1,mk_1,tran start,101,5.6999998,2.4000001,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,247.180000000000007,1.400000000000000,0.800000000000000,1.002424000000000,49.289261468,-122.586207194,,49.289261467999999,-122.586207193999996,530091.277300000190735,5459694.154600000008941
ts.102.mk1,mk_1,tran start,102,6.4000001,2.8000000,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,255.433999999999997,1.500000000000000,0.900000000000000,1.147207000000000,49.289201368,-122.586022843,,49.289201368000001,-122.586022842999995,530104.719499999657273,5459687.546700000762939
ed.2.mk1,mk_1,edge,2,6.9000001,3.4000001,L1L2  Postprocessed Carrier Float,7/7/2023 0:00:00,mistletoe3.cor,246.064999999999998,0.500000000000000,0.400000000000000,1.111432000000000,49.289183563,-122.585845863,,49.289183563000002,-122.585845863000003,530117.599899999797344,5459685.637800000607967
sm.001.mk1,mk_1,stem map,001,6.8000002,3.2000000,L1  Postprocessed Carrier Float,7/11/2023 0:00:00,mistletoe4.cor,256.560999999999979,1.000000000000000,0.600000000000000,1.488958000000000,49.289239728,-122.586478525,,49.289239727999998,-122.586478525000004,530071.559899999760091,5459691.629799999296665
sm.002.mk1,mk_1,stem map,002,6.4000001,3.5000000,Postprocessed Code,7/11/2023 0:00:00,mistletoe4.cor,258.024999999999977,0.600000000000000,0.500000000000000,1.395227000000000,49.289257412,-122.586291430,,49.289257411999998,-122.586291430000003,530085.154299999587238,5459693.670099999755621
sm.003.mk1,mk_1,stem map,003,5.0000000,2.7000000,L1  Postprocessed Carrier Float,7/11/2023 0:00:00,mistletoe4.cor,262.201000000000022,1.600000000000000,0.900000000000000,2.177956000000000,49.289258323,-122.586149784,,49.289258322999999,-122.586149784000000,530095.453999999910593,5459693.827899999916553
sm.004.mk1,mk_1,stem map,004,14.6999998,6.9000001,Postprocessed Code,7/11/2023 0:00:00,mistletoe4.cor,252.613000000000000,1.500000000000000,1.100000000000000,1.296439000000000,49.289237009,-122.585889931,,49.289237008999997,-122.585889930999997,530114.362800000235438,5459691.561799999326468
ip.2.mk1,mk_1,infect perim,2,4.5000000,2.2000000,Postprocessed Code,7/12/2023 0:00:00,mistletoe4.cor,253.181000000000012,1.600000000000000,1.000000000000000,0.304472000000000,49.289028869,-122.586325505,,49.289028868999999,-122.586325505000005,530082.815499999560416,5459668.249399999156594
ip.3.mk1,mk_1,infect perim,3,6.8000002,3.3000000,Postprocessed Code,7/12/2023 0:00:00,mistletoe4.cor,249.656000000000006,0.900000000000000,0.700000000000000,0.788919000000000,49.289111502,-122.586245655,,49.289111501999997,-122.586245654999999,530088.571800000034273,5459677.467499999329448
re.1.ip.4.mk1,mk_1,infect perim,1,5.0000000,2.8000000,Postprocessed Code,7/12/2023 0:00:00,mistletoe4.cor,256.375999999999976,1.700000000000000,1.000000000000000,1.602954000000000,49.289033512,-122.586099398,,49.289033512000003,-122.586099398000002,530099.254700000397861,5459668.855499999597669
ip.5.mk1,mk_1,infect perim,5,6.1999998,4.4000001,Postprocessed Code,7/12/2023 0:00:00,mistletoe4.cor,254.727000000000004,0.500000000000000,0.600000000000000,1.791165000000000,49.289112954,-122.586072463,,49.289112953999997,-122.586072462999994,530101.165000000037253,5459677.697899999096990
ip.1.mk1,mk_1,infect perim,1,4.3000002,2.5999999,Postprocessed Code,7/12/2023 0:00:00,mistletoe4.cor,263.738000000000000,1.000000000000000,0.700000000000000,0.925592000000000,49.289144705,-122.586383671,,49.289144704999998,-122.586383670999993,530078.515300000086427,5459681.103700000792742
te.100.mk1,mk_1,tran end,100,13.0000000,5.4000001,L1  Postprocessed Carrier Float,7/18/2023 0:00:00,mistletoe5.cor,256.786999999999978,0.000000000000000,0.000000000000000,0.005338000000000,49.289042650,-122.586326908,,49.289042649999999,-122.586326908000004,530082.705099999904633,5459669.780899999663234
te.101.mk1,mk_1,tran end,101,10.6999998,4.6999998,Postprocessed Code,7/18/2023 0:00:00,mistletoe5.cor,249.253999999999991,1.000000000000000,0.800000000000000,1.397100000000000,49.289104606,-122.586206224,,49.289104606000002,-122.586206223999994,530091.443300000391901,5459676.716600000858307
te.102.mk1,mk_1,tran end,102,7.0000000,3.2000000,Postprocessed Code,7/18/2023 0:00:00,mistletoe5.cor,247.824000000000012,1.600000000000000,1.100000000000000,0.759221000000000,49.289029735,-122.585966157,,49.289029735000000,-122.585966157000001,530108.946100000292063,5459668.488700000569224
rf.1.mk1,mk_1,ref tree,1,6.9000001,3.0000000,Postprocessed Code,7/18/2023 0:00:00,mistletoe5.cor,252.848000000000013,1.100000000000000,0.600000000000000,1.492497000000000,49.289418988,-122.585765449,,49.289418988000001,-122.585765448999993,530123.303999999538064,5459711.842199999839067
rf.2.mk1,mk_1,ref tree,2,141.3000031,99.9000015,Postprocessed Code,7/18/2023 0:00:00,mistletoe5.cor,253.881000000000000,0.100000000000000,0.200000000000000,3.960165000000000,49.289419129,-122.585597283,,49.289419129000002,-122.585597282999998,530135.532499999739230,5459711.924799999222159
ed.2.mk2,mk_2,edge,2,4.4000001,2.5999999,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,399.591000000000008,0.900000000000000,0.700000000000000,0.677491000000000,49.312924151,-122.596286082,,49.312924150999997,-122.596286082000006,529344.310300000011921,5462320.787399999797344
ip.1.mk2,mk_2,infect perim,1,7.0000000,3.5999999,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,389.634000000000015,0.500000000000000,0.400000000000000,1.341589000000000,49.313095084,-122.596384525,,49.313095083999997,-122.596384525000005,529337.053700000047684,5462339.751900000497699
ip.2.mk2,mk_2,infect perim,2,5.4000001,3.2000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,391.362000000000023,0.000000000000000,0.000000000000000,0.004915000000000,49.313064125,-122.596265930,,49.313064124999997,-122.596265930000001,529345.691899999976158,5462336.356300000101328
lf.1.mk2,mk_2,landscape feat,1,4.4000001,2.5999999,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,390.107000000000028,0.100000000000000,0.000000000000000,0.016463000000000,49.313061475,-122.596273019,,49.313061474999998,-122.596273018999995,529345.178100000135601,5462336.058900000527501
lf.1.mk2,mk_2,landscape feat,1,4.0000000,2.4000001,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,395.747000000000014,0.800000000000000,0.600000000000000,0.712236000000000,49.313015947,-122.596202624,,49.313015946999997,-122.596202624000000,529350.321700000204146,5462331.024800000712276
lf.1.mk2,mk_2,landscape feat,1,3.9000001,2.3000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,396.836999999999989,1.000000000000000,0.800000000000000,0.971240000000000,49.312999040,-122.596128858,,49.312999040000001,-122.596128858000000,529355.693300000391901,5462329.174000000581145
lf.1.mk2,mk_2,landscape feat,1,4.1999998,2.5999999,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,388.803999999999974,1.000000000000000,0.700000000000000,0.923963000000000,49.313033492,-122.596087391,,49.313033492000002,-122.596087390999998,529358.686800000257790,5462333.019999999552965
lf.1.mk2,mk_2,landscape feat,1,4.6999998,2.2000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,394.173999999999978,1.100000000000000,0.900000000000000,1.702614000000000,49.313142835,-122.596216243,,49.313142835000001,-122.596216243000001,529349.256500000134110,5462345.125800000503659
ip.3.mk2,mk_2,infect perim,3,4.5999999,2.3000000,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,384.285000000000025,1.000000000000000,0.600000000000000,1.679182000000000,49.313219531,-122.596139884,,49.313219531000001,-122.596139883999996,529354.760900000110269,5462353.681800000369549
re.1.mk2,mk_2,residual,1,6.6999998,5.0999999,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,395.620999999999981,1.200000000000000,0.800000000000000,1.474678000000000,49.313082497,-122.595991744,,49.313082497000003,-122.595991744000003,529365.609500000253320,5462338.505100000649691
ip.4.mk2,mk_2,infect perim,4,4.0999999,2.4000001,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,385.644999999999982,1.400000000000000,0.700000000000000,3.276433000000000,49.313164642,-122.595981558,,49.313164641999997,-122.595981558000005,529366.301099999807775,5462347.641200000420213
ip.5.mk2,mk_2,infect perim,5,5.4000001,2.8000000,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,380.312000000000012,0.800000000000000,0.600000000000000,1.223900000000000,49.313165083,-122.595664628,,49.313165083000001,-122.595664627999994,529389.336099999956787,5462347.813500000163913
ip.6.mk2,mk_2,infect perim,6,6.0999999,2.7000000,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,381.449000000000012,0.300000000000000,0.200000000000000,2.261027000000000,49.313127340,-122.595579088,,49.313127340000001,-122.595579087999994,529395.575799999758601,5462343.650900000706315
ip.7.mk2,mk_2,infect perim,7,6.0000000,2.4000001,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,378.218999999999994,1.200000000000000,0.600000000000000,0.650158000000000,49.313177855,-122.595395103,,49.313177854999999,-122.595395103000001,529408.918200000189245,5462349.338300000876188
te.103.mk2,mk_2,tran end,103,5.9000001,3.0000000,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,375.771999999999991,0.900000000000000,0.500000000000000,1.168370000000000,49.313232690,-122.595723380,,49.313232690000000,-122.595723379999995,529385.025600000284612,5462355.306600000709295
te.109.mk2,mk_2,tran end,109,5.5999999,2.9000001,L1  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,385.220000000000027,0.700000000000000,0.400000000000000,1.092613000000000,49.313238647,-122.595878687,,49.313238646999999,-122.595878686999995,529373.734000000171363,5462355.908500000834465
